,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100
SAMPLE_115,80,1736,18,0,652,0,0,9,0,0,0,4,0,2974,0,1745,0,637,38,268,827,0,0,0,3,0,2198,535,0,52,65,0,0,0,1318,1620,0,0,1396,573,1146,31,0,439,13,176,668,199,0,0,0,2427,0,3110,3091,189,0,0,2975,0,0,0,271,0,0,215,0,0,1377,2651,0,545,376,0,0,132,0,38,0,386,1560,785,0,1780,0,85,0,652,0,0,1289,0,0,2011,0,980,0,774,1926,0
SAMPLE_116,86,788,28,0,0,0,0,109,34,0,807,0,0,2041,0,2253,1108,998,0,471,33,0,204,1322,0,41,0,1085,971,0,0,0,2291,624,1477,0,0,0,0,0,1008,0,0,2593,0,98,12,0,605,0,1260,575,27,0,261,3240,0,0,0,0,0,307,0,0,0,0,20,0,0,0,0,992,180,0,0,0,0,29,0,288,0,2523,0,2310,0,1557,0,770,0,867,361,69,0,0,0,0,47,2687,854,0
SAMPLE_117,0,1258,0,0,85,0,0,2,199,0,564,743,141,2,0,5470,0,0,0,2222,0,0,0,673,0,0,398,71,12,0,0,0,92,0,16,1167,0,0,0,0,140,0,987,189,8,85,0,0,0,0,932,3900,0,1749,1646,2517,0,0,0,0,0,0,131,0,0,10,0,0,0,0,0,234,0,0,0,1449,0,0,0,1028,0,5488,0,4752,746,21,572,1962,69,92,1193,0,0,1233,0,0,0,3,497,0
SAMPLE_118,31,3353,0,0,2027,0,0,904,0,0,0,0,0,2031,0,558,0,0,60,1059,0,0,0,0,0,1605,0,107,0,1,1639,0,1094,1184,783,2277,0,0,0,0,0,0,0,0,0,114,0,0,91,0,362,5768,0,0,2493,55,0,0,0,854,0,0,0,0,240,527,0,237,5822,0,0,139,0,0,0,0,0,0,0,1105,4706,687,2343,0,0,909,0,2878,0,0,872,0,780,500,0,0,0,3218,303,0
SAMPLE_119,12,192,337,0,0,0,64,686,0,0,803,0,0,482,0,980,0,0,0,2146,2121,0,0,2011,0,2972,157,1240,0,772,0,0,1512,0,109,1411,0,61,0,1107,670,0,0,0,316,181,0,0,2054,0,448,2457,700,0,1092,3200,0,0,2931,0,0,0,1132,0,0,191,0,0,0,0,0,1440,1767,0,2432,3309,0,0,0,16,3304,1134,0,1147,0,7,0,36,0,0,1299,176,0,0,0,0,0,86,240,199
SAMPLE_120,3535,1124,0,0,1097,0,25,559,233,0,0,17,0,1243,0,280,15,0,2061,2286,129,859,0,0,0,286,0,406,0,0,998,0,0,47,590,1514,0,377,0,0,1366,0,93,0,0,0,0,998,0,108,0,1287,0,5854,1773,1488,0,0,528,0,0,0,432,0,0,42,58,53,2432,0,0,0,1337,0,0,0,0,254,0,3104,313,413,703,488,0,1668,1967,667,0,0,25,68,0,0,1399,921,0,1967,0,0
SAMPLE_121,0,1358,0,0,0,0,0,517,0,0,470,0,95,2305,0,7359,0,0,26,10,852,0,0,28,0,60,0,1405,0,0,0,0,1290,0,36,70,0,0,0,0,0,0,0,0,9,2,0,0,4416,0,1421,1674,0,2051,1879,1584,0,0,158,0,0,550,290,0,0,0,0,0,0,0,1,20,315,0,0,740,0,0,0,19,1912,6150,232,9627,0,53,0,42,0,68,1001,0,0,67,79,0,0,222,31,0
SAMPLE_122,0,2202,12,0,274,0,0,548,0,405,54,0,0,0,0,0,12,200,0,9,0,0,64,0,0,0,0,3653,0,2,0,17,34,0,0,0,0,0,1252,110,96,0,0,967,0,302,1015,0,2659,1166,0,7630,0,0,0,342,0,0,2110,0,0,9,0,0,970,396,0,185,727,0,0,26,23,0,0,13,0,1784,0,50,63,69,185,0,0,2033,0,35,0,8,1101,2083,0,0,0,162,1699,0,586,16
SAMPLE_123,0,16,14,0,0,0,0,1882,201,0,1806,0,0,833,0,5230,0,385,68,285,0,0,0,983,0,38,2752,1245,0,93,0,0,529,0,849,2834,0,0,0,541,2,0,0,603,0,49,0,0,0,0,121,1521,0,0,1130,2476,0,0,658,342,0,17,180,0,0,1331,34,143,0,1346,12,1117,576,0,0,777,0,0,0,617,0,4848,660,3593,0,1578,102,425,0,15,1155,317,0,4855,1097,0,0,0,1637,303
SAMPLE_124,72,0,72,0,2154,0,0,65,0,0,607,0,394,0,0,463,0,809,0,2243,221,0,0,206,75,0,1378,1270,0,0,885,0,112,2177,2347,1245,838,0,287,80,0,0,0,210,0,0,0,0,0,0,30,358,0,0,0,1657,0,0,623,0,0,889,786,0,629,686,0,0,0,1162,51,278,0,0,0,842,0,0,0,0,374,709,0,0,0,1941,1,2111,0,887,534,2362,0,1362,0,0,0,0,502,0
SAMPLE_125,0,375,0,0,2089,18,0,351,271,1255,0,0,0,24,0,1242,235,2933,4013,697,0,0,0,1805,9,71,273,0,0,1324,396,0,3072,1545,93,1048,0,0,0,0,710,11,941,873,0,39,0,0,2235,902,1202,0,187,0,36,101,0,0,0,0,0,0,0,0,0,236,933,0,448,0,8,91,45,0,0,4147,165,20,0,312,1705,944,140,0,0,484,1205,47,0,0,147,190,0,853,0,0,0,57,589,0
SAMPLE_126,0,2371,0,0,0,0,0,1547,282,20,2454,0,0,369,0,6242,0,4083,0,1664,0,0,3,0,0,0,1521,518,0,2080,0,66,549,0,0,710,0,0,0,92,870,1309,904,1215,0,99,0,0,0,1687,1403,5330,1129,3794,4303,2367,434,0,732,0,0,0,0,0,129,71,1022,350,1873,0,420,1039,0,0,0,74,0,808,0,862,0,6446,694,7954,0,0,0,0,1289,0,248,2173,0,1186,1059,1291,0,623,938,0
SAMPLE_127,105,1745,0,0,0,0,0,471,0,0,960,0,0,542,0,1153,0,1194,20,108,166,0,0,71,0,98,1544,701,0,1065,0,342,2122,0,589,500,3041,463,0,0,1620,972,0,0,0,0,0,0,0,1661,698,2100,0,0,951,2931,0,0,210,4,0,0,371,0,0,79,0,0,0,0,16,3076,0,0,0,472,41,1243,0,0,882,1279,100,0,0,620,1723,257,0,478,0,0,0,0,0,0,0,840,0,382
SAMPLE_128,228,2572,0,0,0,0,779,424,0,0,2240,0,0,0,0,963,44,0,0,0,439,0,0,0,0,1094,0,0,28,1338,14,0,0,0,15,0,26,949,0,304,917,0,14,0,4,217,257,0,7080,0,0,6033,0,0,2774,3561,0,0,0,46,0,0,18,0,0,17,0,0,3250,0,16,0,158,0,2,1206,0,0,0,26,1282,214,0,0,0,832,0,0,0,0,6,0,0,7,0,2352,0,0,226,19
SAMPLE_129,0,170,0,0,0,0,0,43,0,0,1851,0,0,289,0,4081,0,1228,208,3353,0,0,0,0,0,31,0,156,0,0,0,66,620,2399,820,30,150,88,241,0,0,0,0,645,25,186,838,0,0,0,1443,0,196,0,361,2096,0,0,0,422,0,440,95,791,0,244,0,5,0,0,0,417,0,0,0,141,0,0,0,0,38,2955,110,4299,0,128,154,433,0,0,0,8,0,3122,0,0,0,465,1197,8
SAMPLE_130,0,2207,0,0,443,0,0,804,0,0,0,0,230,5174,0,5543,0,974,0,3154,54,0,0,0,0,78,0,576,0,0,0,0,0,0,750,208,0,0,0,14,1337,0,0,0,0,0,416,0,0,0,0,3363,0,1469,1897,4739,0,0,642,0,0,0,27,0,0,188,0,0,0,37,0,509,21,0,0,6,0,0,0,0,941,4938,407,6009,0,0,0,2909,0,0,0,0,0,610,0,0,0,2740,475,0
SAMPLE_131,0,2055,0,0,476,0,0,101,0,0,53,0,0,859,0,2578,0,3043,1176,1597,359,0,0,0,0,0,0,260,0,0,1438,0,268,0,1462,5029,0,0,0,0,0,0,0,0,0,32,0,244,3055,0,1099,1518,0,0,688,2831,0,0,0,0,0,17,18,0,0,7,1,0,1062,21,0,556,206,0,0,2926,0,0,0,340,1437,3315,513,6297,0,2413,0,922,0,2,404,50,0,0,2559,0,0,1382,27,11
SAMPLE_132,0,3310,0,0,0,0,0,1403,0,0,1669,716,144,1327,0,0,0,140,0,42,699,0,0,0,0,0,293,833,78,3837,0,49,0,20,20,1007,2270,0,0,10,0,0,0,230,0,7,0,0,0,0,1330,0,0,1325,240,1931,0,0,0,0,0,17,1281,0,0,91,0,0,13,0,7,692,0,0,0,0,0,0,81,43,0,1992,1561,1667,1982,153,2207,110,0,0,0,0,0,335,0,131,0,2013,159,0
SAMPLE_133,0,0,0,0,0,0,0,368,0,277,479,1042,117,195,0,1468,0,0,1011,1054,790,0,0,0,0,100,0,71,0,204,0,0,1457,1090,157,803,0,0,0,0,411,0,0,0,0,61,45,232,2678,0,820,796,0,0,1333,1437,0,0,0,4,0,627,0,0,0,949,0,0,0,1902,11,508,346,0,0,75,0,0,0,736,4387,1016,0,0,0,152,0,1996,0,0,0,0,0,416,1597,0,0,352,215,509
SAMPLE_134,139,7,0,0,204,2883,32,1573,0,0,0,0,0,0,0,1868,431,3700,0,1448,25,0,0,0,522,1097,0,3049,267,11,0,0,0,3747,0,44,0,1,0,0,1282,24,0,252,0,40,459,3847,0,0,530,2039,0,0,1526,0,0,0,1129,126,0,0,0,0,0,1053,0,0,187,250,0,2991,91,0,3,2522,1801,287,0,5,214,1145,537,866,0,223,0,19,0,0,297,0,0,0,0,393,0,7,1015,0
SAMPLE_135,0,2408,24,0,0,0,0,263,0,0,153,0,301,0,0,2826,0,0,758,3349,0,0,0,165,3,0,0,17,0,1773,0,50,2431,22,0,0,1502,0,22,170,1537,0,0,262,0,4,72,0,0,0,685,2462,0,0,1139,845,0,0,1613,0,0,30,0,0,104,110,489,0,0,0,0,413,60,0,846,3049,0,60,0,0,605,3989,70,3735,407,57,0,0,0,28,114,0,0,442,0,673,0,0,162,0
SAMPLE_136,282,267,1,0,0,0,0,66,148,385,4095,0,0,0,0,1164,0,0,68,0,73,19,0,42,0,0,611,322,0,0,0,0,2730,0,433,2679,0,0,0,0,1966,0,1480,0,10,208,0,0,1484,307,924,258,0,0,119,3959,0,0,293,13,117,4,0,0,148,0,0,0,0,56,122,1121,97,0,0,24,0,0,0,335,475,1184,20,1256,0,1797,12,243,0,0,356,0,0,803,0,0,0,0,895,0
SAMPLE_137,184,1215,47,0,0,0,487,358,37,253,0,28,0,672,0,2192,0,0,17,829,176,0,0,0,0,33,0,0,0,0,0,133,0,260,1016,40,4034,416,0,0,0,0,0,1271,0,0,0,0,0,39,24,974,0,513,1508,270,0,10,0,482,0,476,504,0,0,281,0,0,0,0,0,766,229,0,0,815,0,0,930,0,0,3746,270,2139,0,88,621,559,0,0,493,362,0,3384,0,0,153,1109,1033,511
SAMPLE_138,0,11,157,0,677,314,0,102,164,0,1454,90,10,0,0,2626,0,163,0,891,0,0,0,1167,14,2311,0,0,0,53,0,0,59,505,165,71,639,56,0,0,897,0,0,241,0,105,130,0,775,0,15,102,0,0,120,0,38,0,1158,118,1649,640,383,0,0,111,0,2,391,0,0,118,0,0,0,1385,0,0,0,1256,1905,3946,27,3841,0,0,0,89,2390,0,0,0,0,155,0,0,0,0,178,21
SAMPLE_139,0,0,0,0,176,0,0,630,366,0,0,86,0,951,0,3349,0,4804,264,482,576,0,0,0,265,2652,0,3712,0,0,0,0,20,248,796,168,0,0,0,0,0,0,628,0,0,0,0,0,0,218,5,812,3580,0,0,0,0,5,2913,149,0,0,933,48,0,327,0,0,0,0,0,42,661,0,0,6353,0,0,0,147,5119,5388,0,5336,0,2,4245,396,0,0,382,0,0,440,157,0,474,1423,267,0
SAMPLE_140,0,926,10,0,0,0,0,1287,776,0,1138,524,0,0,0,1637,0,0,24,0,102,0,0,1434,285,0,0,767,42,0,0,0,2213,0,0,0,1070,0,0,36,381,0,0,2903,1,234,971,0,0,2783,666,2521,2114,0,2254,1539,0,0,0,0,0,0,749,0,0,384,10,0,0,1498,0,1764,1155,0,76,328,0,0,0,0,536,1884,413,3469,0,256,0,0,0,37,908,0,0,1515,2710,0,0,0,1681,0
SAMPLE_141,0,221,0,0,547,0,0,1861,492,0,404,1360,223,159,0,3874,14,2166,352,386,487,0,0,0,28,2933,0,1628,0,0,0,0,1082,0,301,0,0,52,0,0,825,0,0,0,0,0,0,0,0,0,2642,1455,0,2429,3060,540,0,0,442,187,0,0,1148,0,423,527,587,0,964,0,0,2329,255,0,0,185,303,0,0,410,35,3930,0,5705,0,0,5019,210,0,0,307,0,0,2037,0,1732,172,182,1520,0
SAMPLE_142,3145,0,143,0,1252,0,0,1031,81,0,0,96,319,0,0,5427,834,2373,1030,0,1314,0,125,673,0,0,0,0,31,555,0,0,1858,1662,1401,0,0,0,0,0,992,471,242,952,21,56,91,0,5426,0,1137,1887,0,0,0,1174,0,0,0,0,0,0,2754,0,0,631,0,56,0,3440,211,0,3555,0,40,0,0,0,0,430,350,4176,178,7366,0,2447,0,0,0,0,1479,292,0,0,0,0,0,2913,58,17
SAMPLE_143,0,953,23,0,0,0,0,13,0,0,0,0,0,584,0,4661,248,4023,0,0,292,50,0,0,0,0,306,1310,0,2331,0,0,932,952,0,2012,0,0,0,0,0,224,270,0,205,283,0,0,1250,283,345,0,0,0,0,0,0,0,0,0,0,10,808,181,210,146,0,0,0,0,0,1482,1318,23,0,3753,0,89,73,3130,0,6566,41,4830,0,0,0,0,0,21,1238,1007,0,1007,0,0,0,199,656,0
SAMPLE_144,0,1157,0,116,507,0,0,0,0,0,457,0,0,2020,0,2238,0,0,4051,585,1516,1918,0,1336,0,389,0,2165,0,359,1079,108,2360,735,836,65,0,0,979,0,456,155,0,1339,277,50,0,0,9772,0,1270,0,0,0,0,1614,0,0,0,242,0,651,2477,324,0,0,200,0,761,0,73,1262,654,0,0,1663,0,1186,0,782,111,2599,106,2262,0,1314,0,1590,0,109,2175,0,0,0,0,0,0,624,1041,0
SAMPLE_145,96,2805,0,591,296,0,0,406,294,0,847,0,359,0,0,2213,112,0,0,253,0,0,0,0,392,126,0,31,0,327,636,0,885,0,60,0,0,0,1591,255,1052,312,0,3217,74,0,0,697,0,0,272,0,0,0,0,1031,288,0,0,0,0,356,0,0,60,457,0,361,409,1749,0,1936,1298,2308,0,547,0,108,0,0,0,2684,137,3741,0,665,117,32,0,922,44,0,0,2050,0,0,0,0,855,6
SAMPLE_146,9,1087,159,0,1264,0,26,601,0,1254,0,0,0,296,0,2209,28,0,0,81,1143,0,0,0,0,0,191,4006,1499,1410,427,0,0,0,424,1156,2445,331,0,86,807,76,0,0,0,11,0,0,3700,0,513,4788,0,0,0,0,0,0,3882,0,0,0,13,0,0,905,1283,0,1756,0,0,16,1861,0,0,4042,0,106,0,86,5804,1331,1380,1620,0,165,67,235,16,0,1221,0,0,214,0,0,286,406,158,0
SAMPLE_147,0,64,8,0,0,0,0,727,0,468,506,0,0,0,0,1827,0,1589,76,2923,1301,1886,0,0,0,0,0,1139,0,0,0,0,1827,4631,1333,1085,0,0,0,0,1355,0,0,0,0,239,152,0,766,0,720,937,0,0,0,2630,1536,0,1131,0,0,0,0,0,0,476,21,0,4841,0,0,3519,516,0,833,1557,0,0,0,2619,1388,2429,285,2957,0,0,0,3093,0,0,41,53,0,3718,62,818,894,0,1418,0
SAMPLE_148,0,1146,330,0,0,0,0,9,0,116,1920,0,0,56,0,1805,0,0,0,23,377,0,0,493,0,3448,1853,1211,0,0,0,0,988,736,2,1843,14,0,0,0,36,0,0,0,0,253,138,5424,419,29,305,885,96,0,485,1661,0,0,3179,206,0,91,789,0,0,5,0,0,0,0,0,1996,1077,0,27,330,0,0,0,2536,40,2590,0,1892,201,1717,3498,57,0,270,0,4,0,0,0,0,0,21,724,5
SAMPLE_149,80,3347,52,0,1356,0,278,1214,0,568,1796,1279,441,578,0,2322,16,0,263,2679,584,0,109,145,0,0,0,0,0,0,0,0,789,217,1442,488,0,0,0,960,0,0,0,0,0,176,0,0,6147,0,230,8042,0,487,3579,2346,0,0,390,0,0,359,291,0,0,0,0,0,3453,0,0,316,409,0,0,2027,0,0,0,1335,0,3594,0,3643,0,148,0,3232,0,50,34,0,0,1004,0,896,0,772,1011,0
SAMPLE_150,0,140,0,0,1200,0,0,0,0,1220,0,772,94,5504,0,1812,0,0,1228,1098,489,0,0,540,0,0,0,2248,0,97,0,1,1855,0,1532,0,0,37,518,0,995,996,0,349,186,127,0,1413,5835,27,558,0,0,0,0,0,0,1,461,0,0,0,414,0,0,0,85,0,0,0,0,729,2248,0,0,2444,0,0,0,1105,0,2662,1184,1103,33,22,48,2914,1295,0,1441,12,0,3018,0,1145,1802,1914,1167,0
SAMPLE_151,0,0,0,0,424,0,0,30,788,0,0,23,0,1024,0,1025,0,0,1267,725,1174,0,0,0,0,0,0,373,0,36,0,0,52,75,954,0,0,0,0,211,949,368,0,1499,0,182,146,0,381,0,894,0,221,2,519,3039,0,0,471,0,0,0,0,0,714,1117,0,454,0,244,0,103,1564,0,0,5282,0,468,0,2043,0,615,397,0,0,0,0,494,0,0,266,0,0,561,0,0,2738,1628,390,0
SAMPLE_152,233,0,1,0,88,0,39,360,7,0,0,0,0,0,1750,2698,0,576,0,166,1091,0,63,0,0,0,0,3126,0,0,275,0,97,59,0,28,1423,18,0,0,0,31,0,0,0,0,0,0,3450,2,34,841,37,0,1306,298,0,0,3812,0,181,11,0,0,0,0,0,270,247,0,0,237,0,0,0,110,0,222,0,1056,1260,4527,0,3131,0,332,0,0,0,7,828,22,0,632,0,0,101,0,234,0
SAMPLE_153,0,1470,0,2688,18,589,0,582,0,0,0,418,74,669,0,973,0,0,1026,0,523,0,97,0,241,2867,0,300,0,39,0,0,0,693,37,0,0,455,406,445,363,116,0,73,152,7,0,1553,5715,752,0,2051,1563,1623,0,0,72,29,0,0,0,0,2450,0,0,0,0,0,30,0,0,0,510,0,0,624,0,46,0,0,2009,0,0,1825,1325,0,0,0,0,0,13,0,0,20,0,0,664,84,446,0
SAMPLE_154,616,0,0,0,852,0,2083,30,0,61,0,0,0,685,0,0,0,0,0,901,71,0,0,644,7,0,0,411,0,486,3872,0,134,0,1018,0,0,0,1596,891,1200,931,0,0,12,85,0,694,740,183,40,0,4,373,0,1224,849,0,185,39,0,0,16,0,0,25,0,340,2454,0,21,101,884,0,0,192,0,1236,0,856,1210,3035,0,580,0,2934,0,2248,0,0,663,0,0,1151,0,0,0,1095,479,0
SAMPLE_155,0,31,372,0,0,73,0,397,0,124,0,0,0,0,0,1028,1072,0,1909,751,223,0,0,0,10,0,0,0,1815,5,0,0,608,2107,1207,2724,1046,0,0,0,1651,0,0,0,0,73,0,1271,5862,0,207,3136,3132,0,0,210,51,0,0,0,0,286,29,0,0,1847,0,0,887,0,0,75,1822,0,0,468,0,2981,0,770,727,409,546,0,0,194,0,2090,0,1039,2039,0,0,0,0,360,7,0,292,0
SAMPLE_156,0,1323,0,0,0,0,0,588,1344,0,59,0,0,4,0,3852,0,1208,0,954,0,0,0,0,0,0,44,1435,236,0,0,0,44,0,23,0,135,0,0,0,879,0,1824,2290,0,226,0,139,973,0,260,1292,0,1344,2151,726,0,0,0,0,0,0,0,0,216,10,583,362,0,201,0,96,96,0,0,47,0,0,0,1850,48,3325,192,3924,0,0,0,64,0,0,1792,147,0,2315,0,0,93,9,1021,71
SAMPLE_157,1931,1480,4,0,377,0,0,104,817,0,51,0,144,401,0,0,474,0,0,1064,782,0,0,0,0,138,1572,126,0,83,0,0,0,0,1127,981,0,808,0,667,0,0,1444,1415,397,190,824,0,261,1328,0,0,0,2202,1180,3669,0,0,0,0,0,95,3345,0,0,21,0,0,0,1175,745,459,580,0,0,0,201,0,0,1959,3442,2245,0,0,0,0,1080,1305,0,9,358,0,0,3295,0,2289,0,616,1570,0
SAMPLE_158,310,462,0,116,0,0,26,153,536,0,2848,592,385,3526,0,3029,0,0,0,548,0,3144,0,26,0,3363,495,1591,0,0,30,0,776,0,801,494,0,146,0,0,1126,0,496,51,0,24,342,0,0,383,415,2869,0,0,2747,4276,0,0,0,0,0,0,0,0,0,1101,419,0,7,0,0,48,0,0,0,4186,992,0,0,278,818,4446,0,0,0,142,0,409,0,147,306,274,0,550,0,0,0,0,262,294
SAMPLE_159,1923,0,0,0,450,0,29,98,0,0,0,14,140,1692,0,2340,0,0,53,3091,0,0,103,332,0,0,0,361,90,120,744,0,148,9,314,0,0,0,0,0,0,747,0,304,0,249,258,0,5328,10,1136,171,0,0,517,0,48,0,1289,0,0,10,0,0,0,1237,446,376,711,0,0,284,0,0,0,0,0,1029,0,2243,1873,2976,152,3719,0,1595,0,145,0,0,0,85,0,356,0,0,0,584,389,0
SAMPLE_160,0,0,0,0,777,0,0,936,14,0,0,8,4,0,0,1207,0,0,0,185,0,0,0,3040,0,3282,349,0,0,0,18,0,166,430,945,996,0,0,0,0,226,0,239,2864,163,105,33,0,0,1118,502,1018,0,0,3791,1943,0,0,0,173,0,199,527,0,0,18,0,192,2305,0,0,342,0,0,0,0,293,0,0,534,170,1593,0,2762,0,0,924,454,0,126,34,1658,0,1498,0,0,1736,0,0,30
SAMPLE_161,401,1585,0,0,345,397,1332,913,0,0,329,0,280,786,0,1001,712,0,1167,279,0,2231,0,385,0,0,240,73,708,1052,1247,0,1074,0,915,1827,0,1813,0,0,994,211,0,844,0,16,0,0,0,0,444,2193,0,270,0,708,0,0,0,0,0,186,0,0,637,7,12,0,1050,0,12,0,0,0,0,0,0,179,0,198,2590,1199,453,1580,0,1435,0,480,0,0,0,0,0,0,1485,1372,0,613,38,0
SAMPLE_162,25,264,301,0,0,0,65,236,0,0,0,1628,1081,0,0,588,0,1941,2314,142,200,0,26,0,0,0,0,510,0,0,0,993,341,0,366,0,407,1213,882,317,0,0,0,3338,142,160,0,0,1059,0,342,0,2294,0,152,20,0,0,0,0,0,0,421,0,0,81,50,46,4362,0,873,309,0,0,0,401,0,88,0,1782,545,627,0,747,0,118,0,284,0,0,768,0,0,2139,0,0,0,249,969,0
SAMPLE_163,54,491,0,0,715,0,0,235,1311,0,2478,0,0,0,0,5648,0,706,137,1384,0,0,15,0,0,380,0,2713,0,1730,0,0,6038,745,0,0,0,0,0,0,4109,0,1954,33,0,80,0,0,622,742,3828,0,2737,968,602,2501,0,0,3957,672,26,87,1560,0,249,0,0,74,0,0,0,2196,40,0,0,1949,0,0,0,1027,1311,6073,0,8866,0,123,3,842,0,15,750,0,0,1155,0,0,0,0,513,0
SAMPLE_164,0,13,0,0,438,0,0,1799,314,0,0,120,0,2231,0,1326,0,2027,0,864,355,0,0,0,5,0,0,1593,0,57,1046,0,0,1632,1130,0,0,1339,0,0,1788,70,748,639,444,0,0,0,0,3847,0,5556,0,0,3286,2663,0,0,2617,0,0,0,880,0,663,0,0,345,669,0,226,951,214,0,0,344,0,22,0,0,0,1952,1365,1517,0,1001,241,610,0,0,769,30,0,1069,0,0,0,2854,1577,0
SAMPLE_165,167,2069,9,0,0,0,518,457,631,655,0,0,0,0,0,7133,0,6516,0,2948,0,0,0,0,294,0,0,1922,0,2852,0,0,628,0,1175,1030,0,0,0,0,7,0,0,38,74,330,0,0,5479,3033,1274,1581,0,36,1461,2301,0,0,971,625,0,136,0,0,0,564,0,217,558,0,0,1208,73,0,0,2056,0,0,0,3794,135,6888,187,9202,1532,476,0,546,0,0,859,363,0,1157,0,683,2516,0,785,467
SAMPLE_166,104,0,169,0,200,0,182,167,0,0,425,396,222,0,0,9305,0,34,150,271,465,2822,70,247,4,0,1051,1029,0,0,0,0,35,0,512,28,57,0,0,0,1064,757,0,375,0,168,0,360,2350,17,824,0,0,0,949,1569,18,0,2614,0,1365,0,0,0,0,5,0,0,570,0,0,68,612,0,0,2885,0,0,0,170,1947,7149,0,11246,0,346,2444,497,0,0,750,0,0,0,0,116,0,0,585,0
SAMPLE_167,116,71,384,0,0,0,0,1220,724,316,77,0,0,778,0,1958,1455,0,2938,4820,129,0,0,2353,6,0,0,562,0,61,0,0,2232,0,1553,126,0,1546,209,715,38,0,0,0,0,147,0,0,2898,525,729,0,0,0,0,754,0,0,122,61,0,0,0,0,638,7,44,0,0,232,0,2030,0,0,0,1199,0,28,0,1424,0,2731,703,0,0,57,0,3704,0,0,467,0,0,0,0,0,0,1208,1317,0
SAMPLE_168,3211,536,29,0,0,0,499,58,0,430,1101,0,375,1568,0,395,0,2239,45,237,1839,0,0,0,2,0,0,1385,402,0,1351,0,666,0,27,265,0,0,0,0,0,82,0,0,44,7,0,315,7935,0,199,4861,0,0,2016,2595,0,0,0,67,0,0,0,72,854,24,1428,99,1863,0,0,1219,765,0,0,1510,0,0,0,3,81,124,0,0,0,1646,0,15,468,0,534,537,0,0,651,0,0,2367,0,13
SAMPLE_169,0,774,55,0,0,0,0,1474,0,0,0,0,41,29,0,4084,0,0,0,3318,702,0,35,55,0,1156,0,4164,0,0,0,0,0,0,52,242,859,0,0,585,130,0,0,0,32,270,0,0,791,246,0,2484,172,0,2513,159,48,0,1071,0,0,19,1152,0,37,102,223,0,0,976,0,1202,0,0,0,0,0,0,0,3089,103,6918,522,1761,301,18,0,2469,0,0,137,149,0,0,0,1235,0,66,0,33
SAMPLE_170,0,2650,43,0,138,2794,81,1368,0,0,0,0,0,36,0,0,0,1228,500,65,79,0,0,2048,123,1220,0,0,0,0,343,0,0,0,61,55,1226,2212,0,74,425,0,0,2995,0,357,0,0,0,42,502,1320,0,253,2943,126,46,0,1227,499,0,0,0,0,0,20,87,0,371,0,0,88,0,0,0,1929,504,37,0,23,0,361,0,0,0,448,0,69,0,0,64,12,0,0,0,1313,0,63,359,0
SAMPLE_171,295,0,51,0,32,0,0,0,0,861,383,0,0,0,0,3923,890,0,32,218,522,0,0,96,0,0,129,0,0,0,0,0,1748,0,648,28,242,0,0,0,0,0,0,0,285,14,65,0,4468,0,1182,0,0,0,0,2009,0,0,2469,0,0,745,625,0,0,212,0,0,0,97,0,3451,408,0,392,2867,0,0,0,151,288,4650,0,4360,0,1612,0,372,95,471,0,0,0,4270,0,1150,0,0,1507,284
SAMPLE_172,0,118,9,0,103,0,0,0,0,289,953,0,0,478,0,3613,0,0,0,1132,2181,0,0,0,0,0,0,1845,0,0,0,0,121,2567,1184,530,0,0,0,46,0,113,0,0,43,543,447,0,0,0,27,3342,0,0,2270,3460,0,0,1309,193,0,227,1779,0,0,0,695,0,174,0,0,257,851,0,0,1050,0,0,0,1085,1800,4243,134,3960,0,40,62,2923,0,0,0,123,0,1052,0,0,0,770,1214,0
