,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100
SAMPLE_114,0,449,50,370,222,14,0,0,0,1002,0,3300,1873,0,0,19,56,10,77,93,874,322,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,35,0,0,212,887,646,2574,0,142,0,1677,4917,0,1359,1842,0,2445,997,390,831,1169,0,136,2787,83,8141,133,48,25,147,111,0,122,0,1578,37,0,21,2020,791,237,0,0,0,0,1309,0,0,0,0,0,0,2867
SAMPLE_115,0,124,63,1447,177,317,0,0,0,702,0,201,344,128,295,968,0,0,0,3304,0,294,2630,790,0,591,320,590,0,733,1922,340,0,127,0,48,0,6,0,0,0,0,0,0,0,0,0,226,510,0,81,1541,0,950,1355,0,1346,0,3822,0,0,0,0,132,0,0,0,0,0,0,0,0,0,4025,867,4953,0,0,42,54,1242,3124,31,20,0,0,21,3,0,0,0,0,0,0,0,0,1236,2195,2819,645
SAMPLE_116,0,32,27,1412,120,58,57,0,1861,566,0,0,0,46,649,2364,924,318,359,1717,1332,586,0,1410,202,2599,2491,154,1601,0,0,0,4024,3095,1021,1853,1043,0,242,233,536,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530,0,172,0,0,0,15,0,0,10284,789,182,729,531,0,0,167,0,0,945,890,0,371,0,78,548,204,0,2008,865,0,0,130,374,769,2835,14
SAMPLE_117,0,375,30,1215,115,65,104,0,31,0,0,140,187,27,0,0,562,611,0,145,742,534,0,2768,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,95,0,881,0,0,0,190,0,270,456,0,0,873,136,0,207,2676,36,464,1396,0,330,0,0,129,1900,117,206,0,0,0,1072,0,0,0,0,3248,126,0,7,505,0,23,57,0,0,26,0,0,0,32,0,113,0,360
SAMPLE_118,0,523,78,1788,284,686,0,0,0,0,0,0,0,0,0,0,880,2301,0,698,0,8,0,67,160,560,1089,0,0,0,0,0,0,0,0,0,0,0,412,133,2949,606,2561,2952,223,284,0,276,363,0,0,99,29,0,2169,3,1751,2592,0,0,0,0,0,1149,0,881,130,0,115,0,0,0,6786,3847,1189,3202,0,0,7,23,0,3937,2528,5815,0,3332,0,246,1693,0,275,41,0,17,5,543,1716,4418,4748,2053
SAMPLE_119,0,1864,154,1561,548,472,90,0,0,0,0,300,115,165,339,1307,2902,2374,0,683,671,437,62,1598,2832,107,66,42,0,0,0,0,305,33,108,14,0,3351,0,194,0,297,0,0,0,388,0,5062,1557,0,658,0,0,0,0,0,0,0,0,0,0,0,0,244,29,1384,0,0,0,328,93,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,1634,0,478,47,0,0,55,0,54,49,409,1380,6006,4070,5106
SAMPLE_120,0,0,117,3551,318,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,2192,879,322,436,1089,0,0,2177,1088,5705,2693,3524,0,250,37,849,0,4333,0,279,40,0,78,0,229,201,514,0,2456,0,3701,0,0,375,0,748,107,0,2623,0,482,0,987,1708,129,1720,0,9440,2075,268,0,222,323,0,294,0,0,1153,1594,0,1059,0,170,3408,0,182,52,0,2848,2682,385,0,1617,540,0
SAMPLE_121,0,550,403,1823,810,305,2445,0,0,0,0,0,0,0,102,0,1007,187,0,61,939,1353,416,3618,1104,0,0,0,0,1812,5801,0,2707,879,5103,2080,2728,0,467,118,2842,2333,0,0,0,4,0,31,0,525,547,1095,390,3518,0,0,0,155,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1484,847,34,130,0,760,0,33,0,10,0,531,0,220,85,0,684,955,1412,595
SAMPLE_122,0,30,21,510,96,203,0,0,1718,1023,0,566,143,0,1273,0,0,53,0,20,0,37,754,276,0,71,0,0,54,2097,11332,1404,3557,3102,0,1288,0,0,0,0,0,0,0,21,0,174,0,2472,0,0,0,0,0,0,0,0,27,12,43,0,0,2120,0,401,302,0,0,23,0,0,0,0,0,0,0,0,614,436,10,113,0,9,86,0,324,0,112,20,0,0,0,0,0,0,0,1045,424,2494,3103,29
SAMPLE_123,0,0,0,2720,0,365,0,0,323,819,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,111,0,791,2527,0,2995,1403,0,1534,51,0,37,30,157,110,38,0,4,53,0,795,0,0,0,21,0,39,943,0,1266,3528,8,0,8,0,0,2191,0,0,0,0,0,20,127,11,9650,0,0,0,0,753,0,0,0,11,5,0,647,0,186,135,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_124,0,113,68,2451,254,455,0,0,1660,443,0,782,1471,0,112,211,1298,427,0,118,0,855,2561,2126,1729,1105,783,153,343,362,1237,235,381,206,0,133,0,273,146,166,628,139,1012,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,309,8,412,31,437,0,2190,2023,0,907,1120,558,11,25,0,116,0,40,360,0,161,0,0,0,0,186,1993,6892,13587,131
SAMPLE_125,0,1402,1,23,8,7,0,339,1456,797,0,501,582,0,61,234,1401,274,0,96,72,65,74,302,418,0,0,0,0,74,222,18,95,0,0,0,0,0,0,0,0,0,0,0,396,80,103,37,0,3066,0,955,0,2664,0,0,0,361,587,0,0,0,0,1346,0,0,0,0,0,0,0,0,2673,5429,0,6327,0,0,2,11,0,0,0,2555,83,0,0,0,0,0,0,700,0,3387,1659,1036,271,0,0,1255
SAMPLE_126,0,483,16,870,60,52,0,1630,2,0,0,2066,0,0,2179,0,0,108,0,0,0,0,0,0,0,1495,496,1224,0,0,0,625,103,0,402,0,0,408,592,256,991,263,1182,70,511,161,779,935,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128,0,0,0,0,1219,542,4765,530,11269,0,307,515,736,23,101,0,0,443,2,1,64,0,3,1,0,0,0,0,0,256,1293,0,305,0,0,580
SAMPLE_127,0,293,0,1243,0,76,0,0,2387,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,520,3517,0,0,134,0,885,43,2125,42,0,0,6,330,149,0,0,1440,217,702,62,0,3651,247,2471,379,0,1196,0,0,1045,1994,0,1215,0,132,11,0,0,1104,0,356,3,48,0,0,7080,2121,6080,193,0,2,0,1028,0,263,0,68,2251,1132,448,2826,0,398,0,0,0,0,1052,2626,2626,3620,2206
SAMPLE_128,0,239,4,223,12,0,23,0,2382,686,0,849,1664,0,1283,75,205,1094,0,364,5521,1399,0,859,86,0,142,0,1096,0,5155,0,4393,0,6038,0,1359,311,95,176,0,208,0,0,0,0,0,842,0,433,595,1344,517,2800,0,2244,0,0,19,0,30,465,0,19,0,808,0,0,0,217,72,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,186,0,9,0,0,0,0,0,0,3234,2070,2033
SAMPLE_129,0,1686,33,1091,111,47,0,1074,0,144,0,2242,2188,0,2830,2861,830,656,0,172,0,981,0,877,738,1990,2694,1100,404,0,1070,0,2740,3890,2428,2109,218,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,360,0,213,7,0,8,0,0,1245,919,0,49,0,0,51,988,209,2564,0,0,0,0,0,0,1325,863,0,1748,2083,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1240,4392
SAMPLE_130,0,290,290,4249,685,468,591,153,0,0,0,3822,1269,0,2,21,0,0,9,32,824,1235,341,1022,0,2295,981,420,158,1038,9672,2239,2855,2160,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,406,1113,0,54,0,214,2232,0,1209,1302,0,381,0,1118,3155,589,9519,0,0,0,1303,2952,333,550,0,0,34,0,0,0,0,0,198,3045,0,143,0,0,0,0,672,0,0,314,1045,1060,1330,831
SAMPLE_131,0,241,132,4415,434,291,0,707,0,0,0,0,0,0,0,0,0,0,160,1114,4786,2645,0,2477,1905,1302,2484,550,6559,0,0,0,390,180,741,182,162,2828,0,262,493,120,230,0,19,5,0,48,0,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,0,0,1369,0,0,0,333,5133,638,0,2767,1095,2365,1476,408,11,0,0,68,22,0,0,0,1059,0,59,0,0,1289,0,582,225,364,0,9784,10121,198
SAMPLE_132,0,1158,131,771,474,26,990,104,0,11,0,1140,988,0,0,0,0,0,0,0,1668,1665,0,1934,2097,0,0,0,275,0,0,0,770,21,2950,0,924,60,0,29,86,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623,413,1570,0,0,3734,635,5850,559,2825,890,7875,0,0,0,0,0,0,401,0,2056,0,0,976,3211,0,225,87,0,0,47,0,0,334,712,2310,9150,10661,1144
SAMPLE_133,0,557,464,3690,848,248,2376,393,0,0,0,0,1620,0,67,128,711,2081,503,2498,0,0,2176,446,0,230,798,0,1148,0,281,0,907,205,2733,467,994,978,0,100,1366,399,624,473,194,149,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,76,0,123,8673,1113,8433,530,636,0,544,719,1356,14,0,0,1993,0,532,1063,0,0,0,0,397,175,88,0,266,0,521
SAMPLE_134,0,177,0,1592,83,0,0,0,0,0,0,758,238,0,40,111,0,76,2457,2993,1231,1022,0,596,0,0,0,0,0,238,427,116,0,934,3143,1945,1482,0,56,45,179,0,784,0,866,0,4289,46,0,0,184,656,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,2619,0,3479,431,3223,1451,0,56,0,78,0,0,15,0,0,540,161,0,2204,4041,189,233,0,42,0,194,0,723,3188,0,460,0,0,1638
SAMPLE_135,0,0,0,2022,150,75,60,0,3030,1157,0,990,973,0,9,47,0,0,0,0,0,0,0,0,0,0,2154,490,487,0,0,0,0,0,0,0,0,0,0,0,385,353,1743,2467,193,0,267,0,119,0,0,1075,0,2563,1249,0,0,3887,369,0,0,41,0,2097,0,0,39,0,0,26,299,39,8363,0,603,0,1789,4469,0,0,0,187,488,424,164,0,0,228,3873,0,565,187,0,84,34,0,0,0,0,0
SAMPLE_136,0,0,0,0,30,144,0,0,791,490,0,459,854,108,662,1730,1151,0,0,0,0,0,0,0,1449,6,91,0,48,166,954,0,868,1347,305,855,0,3046,126,616,1526,356,512,102,77,22,33,29,0,97,0,266,0,1522,473,0,9,4,236,0,19,10,0,1140,29,2223,0,0,0,0,0,0,2510,2687,689,2065,0,512,0,648,1037,5437,30,0,0,4008,28,209,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_137,0,284,18,398,71,168,0,634,0,20,0,2117,2258,0,1818,267,1284,295,0,1170,1176,693,559,2796,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,938,0,266,0,1173,841,2193,311,3640,0,0,0,0,2380,0,809,0,0,0,0,3364,0,0,0,526,10319,2910,0,204,38,252,0,0,66,156,0,0,498,546,0,4417,0,196,0,0,0,0,0,1474,620,0,2901,4363,8873,2220
SAMPLE_138,0,1031,6,0,22,66,0,0,1847,921,0,827,525,0,30,99,615,101,1592,2952,1487,821,0,877,196,0,2699,0,775,209,1340,0,2544,504,406,1346,102,0,0,78,2470,2164,1439,0,637,107,1006,231,0,2285,0,0,0,0,0,0,8,4,2044,0,963,0,0,14,0,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,110,0,0,125,0,262,250,0,14,653,0,258,147,1225,3608,4694,7736,0
SAMPLE_139,0,0,70,3009,171,0,235,101,0,0,0,732,1603,0,186,620,3756,667,0,231,6685,2704,0,2451,1941,1098,770,0,0,0,0,0,0,0,0,0,0,2699,0,263,437,0,0,0,96,751,0,53,0,1865,330,353,16,211,151,0,0,0,1694,0,587,0,0,1193,0,40,1579,0,0,297,0,0,5170,1576,375,626,1261,0,0,0,0,3002,1411,1321,44,0,0,33,784,0,35,14,0,1653,925,0,0,0,0,0
SAMPLE_140,0,0,0,1533,136,203,0,166,0,0,17,90,0,152,1031,3802,2037,1605,0,442,461,186,84,659,1015,142,416,0,331,2268,4708,759,1245,740,0,543,0,0,1214,277,2680,4080,0,0,0,598,2752,0,0,255,317,515,0,2934,1304,0,0,0,1223,0,791,0,78,1761,0,939,0,0,0,506,2373,0,2533,0,0,0,0,0,0,1133,428,0,353,740,343,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_141,0,1621,108,2508,530,290,367,0,2246,619,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,1482,615,254,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076,1802,0,610,534,0,3117,733,0,2,0,1094,0,0,462,1,0,0,770,31,0,0,666,3504,558,0,277,37,0,19,10,0,0,0,152,702,2242,0,734,0,88,1531,0,0,0,0,5,43,523,1525,0,2426,1555
SAMPLE_142,0,1292,65,1239,134,136,0,51,0,0,0,502,875,0,565,1888,2912,720,0,209,555,359,0,2116,2504,21,0,327,0,0,0,0,725,39,0,87,0,2605,0,307,738,238,410,128,0,0,0,0,0,0,0,0,0,145,0,35,0,59,899,0,480,970,0,3690,2118,0,0,0,0,0,0,0,18092,6058,2141,4625,3522,1577,8,750,1272,0,2616,4616,1,185,0,14,0,163,0,1156,0,0,0,538,233,1534,1470,0
SAMPLE_143,0,1112,3,26,10,16,0,0,0,0,0,0,0,0,1452,667,1749,647,0,207,0,224,359,1351,2695,0,0,0,0,821,2792,694,3145,117,3395,93,0,0,0,66,0,44,393,1151,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,1135,0,753,4880,42,57,28,2272,0,1113,0,414,233,0,82,0,96,20,0,197,4001,0,219,0,0,0,22,0,2328,1023,0,2401,0,0,1058
SAMPLE_144,0,171,167,2944,331,293,261,0,1890,1862,0,0,0,0,488,64,0,0,0,0,2897,637,0,372,0,867,559,0,383,111,770,0,1331,319,4250,851,1554,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,2211,0,618,5568,806,32,69,842,0,0,0,0,0,0,0,2744,344,2323,0,0,4,10,0,0,215,636,7,3603,11,243,68,0,1,0,0,0,0,0,0,500,0,208
SAMPLE_145,0,0,64,1179,202,505,0,156,0,3,0,914,389,0,265,896,2232,2680,33,1521,0,119,190,1038,1971,86,0,0,955,0,75,0,1031,1724,182,1958,100,0,0,10,206,0,0,0,0,0,0,0,0,0,0,907,0,666,5,0,17,11,78,0,94,0,0,2205,0,0,829,100,2129,69,0,0,11689,2054,517,2202,788,229,0,26,0,0,1887,2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_146,0,1082,442,2534,306,286,0,318,0,115,0,0,0,0,1819,222,873,253,0,224,559,822,0,1846,2369,0,636,0,1485,0,0,0,1109,4,157,1,0,1189,957,223,2070,2189,873,1390,767,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1832,0,0,10258,2247,16836,974,1928,414,3938,2175,266,2661,0,0,581,30,0,1426,390,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_147,711,99,20,182,13,18,0,0,0,0,0,0,0,0,56,213,0,9,197,112,3333,800,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,0,136,767,540,1963,3312,227,399,0,234,0,0,0,0,0,0,0,71,0,70,58,4,0,2,0,0,0,0,1405,0,0,691,10187,2699,0,2535,544,1046,869,683,0,36,0,0,0,683,2459,75,0,0,0,0,0,1607,0,1661,695,847,1429,4445,5353,558
SAMPLE_148,0,1044,2,142,11,12,0,0,0,0,0,0,0,0,670,2403,2584,0,752,1690,2517,1214,0,0,0,196,110,503,0,1847,3324,1588,0,0,0,29,0,0,0,0,555,0,1781,0,337,42,112,0,0,1046,0,378,0,1350,0,23,17,38,158,0,0,792,0,804,0,879,0,0,0,0,0,0,4603,0,19,0,109,0,178,86,214,0,0,0,280,36,0,2,17,0,0,47,1239,0,102,295,911,1750,4667,1996
SAMPLE_149,0,372,8,176,16,13,0,0,1546,1673,0,0,0,164,1349,4437,2096,674,0,209,1355,1223,0,1170,1203,159,453,519,2203,500,2358,0,2981,1568,5795,1997,1210,0,338,250,881,287,628,907,51,257,0,2498,0,0,0,567,0,1612,0,0,0,0,146,0,309,0,71,677,0,0,0,0,0,1264,4374,1083,2310,0,0,0,648,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3596,0,0,1759,0,3203
SAMPLE_150,0,0,745,8447,1662,1103,3857,0,1497,1996,218,59,0,0,118,429,389,494,784,3125,4532,3400,0,2057,95,4229,3997,392,3550,0,0,258,0,1128,3639,0,848,377,0,156,2501,805,0,323,0,47,0,0,0,435,0,602,17,0,679,0,14,3309,276,0,13,892,0,2808,0,636,1290,187,3913,28,190,0,9235,0,0,0,0,1858,0,10,0,1012,2114,3737,0,0,39,27,376,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_151,0,632,0,2000,0,632,1582,24,0,0,0,19,0,4,0,27,0,1095,1664,1495,0,0,0,0,0,470,601,0,0,0,926,0,1516,0,5450,0,955,2808,0,0,31,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,3142,0,2860,0,1911,20,0,93,0,0,0,88,0,0,52,8435,1293,6972,54,0,0,0,0,981,2167,4038,0,316,0,107,198,0,116,0,0,991,3833,0,607,9,0,5060
SAMPLE_152,0,0,0,0,0,191,0,937,0,0,0,0,0,252,0,2493,1457,0,0,685,111,0,747,2241,464,0,0,0,121,0,685,0,1214,2222,66,983,0,0,0,0,0,38,474,65,36,16,0,0,0,96,0,190,0,838,511,1017,9,0,198,0,0,0,0,0,0,487,0,0,0,78,1444,179,0,3385,0,290,3313,1801,0,491,1763,91,1158,1076,740,1689,58,453,111,0,0,176,0,265,104,612,1750,0,0,0
SAMPLE_153,0,568,285,0,0,0,0,1328,0,0,0,2443,2725,0,74,287,381,0,0,0,0,0,0,0,0,0,287,0,110,0,0,0,0,0,0,0,0,0,0,34,1099,3085,0,0,575,280,1455,1247,2913,1474,0,0,0,907,104,1513,226,2311,1974,0,0,2773,0,1378,0,280,0,0,0,12,50,0,3961,671,394,0,1728,481,0,0,0,2197,0,0,0,913,0,48,29,0,9,19,0,0,0,0,4,87,0,594
SAMPLE_154,0,1164,85,1563,217,323,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,1264,3405,1734,608,0,121,271,104,56,0,33,2,34,0,0,453,0,822,516,759,677,0,68,50,1413,0,528,0,637,178,455,331,1317,804,3134,0,0,0,343,2676,266,3160,0,0,13,55,0,0,2079,3361,0,1919,0,272,0,0,0,599,512,258,3444,681,1580,6070,5821,2666
SAMPLE_155,0,97,22,630,0,30,0,0,0,0,0,83,166,155,0,0,0,103,1390,2192,0,108,849,343,0,470,1910,0,1222,0,0,0,0,0,0,0,0,0,0,437,1574,324,5131,0,853,118,2274,61,0,0,0,23,0,0,0,1144,0,0,148,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2,1027,21,307,854,0,249,0,16,0,24,0,816,0,295,166,1239,530,2866,3329,80
SAMPLE_156,0,0,0,0,0,0,450,23,0,0,0,475,269,0,121,167,774,905,0,259,1412,1167,0,823,410,0,1283,0,704,97,423,94,232,231,102,112,0,1405,1062,265,2264,2970,0,0,437,379,0,21,0,0,87,0,0,0,2020,0,0,0,0,0,0,2282,0,2899,0,232,956,318,2541,608,0,0,8975,4624,1196,3600,0,0,2,7,0,2149,856,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_157,0,333,0,1562,515,80,729,0,0,16,0,0,0,262,1469,5126,2041,1118,0,0,0,0,0,262,697,1643,3802,0,0,47,423,57,140,174,0,0,0,0,0,0,840,2280,0,0,0,0,0,0,0,0,179,0,787,0,0,0,309,268,0,0,0,44,24,0,0,1515,2762,575,7211,278,0,0,0,2693,0,937,35,0,33,0,0,0,610,0,0,2872,0,203,300,0,65,0,0,555,2717,1741,1615,6990,7493,1725
SAMPLE_158,0,0,0,0,0,0,0,0,339,1580,0,518,750,0,2150,2231,0,1,0,910,605,205,0,129,34,688,2944,0,1600,227,5942,1714,1324,0,0,64,0,703,0,98,0,271,1835,2255,311,824,0,0,0,1596,0,1106,0,3992,0,749,0,374,1853,0,672,0,0,2676,0,0,3503,269,5014,0,1498,0,10251,3473,785,3690,997,0,0,0,0,0,0,0,34,0,0,4,0,0,0,9,1214,0,0,4,7,40,0,0
SAMPLE_159,0,55,53,2045,159,118,102,0,0,0,0,1098,325,0,42,149,852,136,485,1957,0,0,0,0,130,259,0,0,0,1368,0,0,110,64,201,54,93,796,0,241,2926,2484,198,81,404,498,0,2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,768,0,0,151,2300,656,0,2945,324,3518,0,0,113,4,0,0,1504,4505,0,1966,4,310,38,0,0,0,0,0,0,1591,592,3691,4119,86
SAMPLE_160,0,83,67,1114,195,375,0,0,137,681,0,0,0,442,2798,2310,0,2488,412,3088,0,0,0,0,0,222,87,67,0,88,840,0,1400,1242,2463,612,0,0,1157,218,2152,454,2248,547,318,122,0,196,0,725,773,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,148,0,0,0,0,0,0,0,0,0,0,26,43,957,2051,5,11,0,5675,0,423,0,133,0,428,0,0,451,0,137,164,0,69
SAMPLE_161,0,7,0,4255,0,745,0,1682,0,0,0,721,0,363,1265,1956,363,0,0,0,116,206,246,1204,0,2151,692,344,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,1287,0,4575,0,2246,0,3056,981,0,1675,0,1350,1269,0,1203,2886,1412,9607,0,0,0,4124,0,0,0,0,0,0,0,0,238,1814,4059,2042,2680,0,239,2751,0,475,0,0,0,0,0,1076,1747,4051,37
SAMPLE_162,0,708,129,3704,450,167,0,0,0,0,0,0,0,7,0,0,1810,0,0,0,118,103,0,223,225,1900,202,326,0,0,0,1230,0,1515,0,3836,4675,0,0,15,563,140,0,0,18,162,0,879,0,0,0,426,0,2195,1,2042,0,990,28,0,0,0,0,236,0,401,0,0,0,0,43,1,0,0,159,0,0,0,0,0,0,279,0,0,0,652,0,162,0,0,0,0,0,0,0,0,0,563,0,2214
SAMPLE_163,0,225,248,293,123,111,0,155,122,0,0,0,0,41,922,2037,1278,0,0,0,0,41,0,169,388,0,133,0,1619,958,1998,0,636,366,0,466,0,0,61,0,959,779,520,1376,0,147,0,44,0,0,0,45,5,28,30,8,119,93,0,0,0,0,0,35,0,0,684,242,2362,0,66,0,107,0,0,0,0,0,0,0,0,0,0,0,2119,0,0,0,0,251,0,308,0,174,66,1522,667,3444,4765,239
SAMPLE_164,0,1359,226,1591,371,168,2554,0,0,367,0,12,0,0,305,323,1708,2370,0,0,0,303,2401,2282,1791,369,237,1119,0,0,196,0,1203,1858,648,1704,0,0,332,120,1836,0,1910,0,1296,947,3303,1179,2411,0,0,0,0,0,0,0,0,0,0,723,0,1236,404,1097,0,0,0,0,0,0,0,0,2375,0,756,1827,498,714,0,0,0,0,1202,1591,58,0,10,0,0,9,0,31,0,298,1623,224,1729,2765,6017,1487
SAMPLE_165,0,1247,65,0,125,239,0,0,0,0,0,0,0,0,0,0,18,7,0,1047,0,0,977,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,855,0,94,316,103,139,17,14,651,0,48,36,0,0,26,0,179,0,38,0,19,0,0,12,734,0,1804,0,301,0,0,0,3,47,0,10447,5664,1273,601,1413,870,5,1,0,0,2016,3047,2,1400,0,374,2619,0,742,0,0,0,0,1037,3460,4524,5937,3372
SAMPLE_166,0,58,8,330,31,27,0,590,0,18,0,0,0,798,1066,3793,2398,1218,0,520,0,0,0,0,0,0,0,0,0,0,0,0,1435,2934,0,1412,0,0,287,339,0,0,0,39,0,0,0,0,0,2003,480,649,0,1101,550,1132,0,621,0,0,0,0,0,45,106,0,47,0,0,0,0,0,0,2680,603,0,297,1931,0,41,0,69,2230,0,41,0,0,0,0,0,0,0,0,0,0,0,587,3899,2938,263
SAMPLE_167,0,48,2,30,8,2,0,1134,0,441,0,4,0,7,41,127,646,99,0,514,1859,1180,0,1122,1109,0,96,0,110,0,0,0,477,419,1287,857,1778,0,0,10,39,13,0,69,6,131,0,1385,0,0,770,276,84,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,2142,0,156,0,208,747,261,0,0,45,946,0,128,2409,0,150,0,10,34,28,1241,3909,4350,10191,44
SAMPLE_168,0,192,45,975,169,414,0,0,4115,1504,0,1859,1099,0,142,394,935,161,0,57,0,574,0,1028,1693,0,0,0,0,0,264,53,49,24,0,50,0,236,0,0,1227,1501,0,0,0,1,0,29,0,1930,0,1806,202,1066,0,22,0,0,3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,0,0,0,0,0,3389,0,0,0,0,255,166,0,0,0,0,0,0,3504,0,2774,2731,0,1284
SAMPLE_169,0,309,139,2070,305,157,436,1488,0,0,0,930,1582,0,1315,0,0,29,160,0,0,89,1901,705,0,0,42,0,0,90,0,0,410,289,1117,676,1395,0,64,13,149,160,0,0,375,240,1232,1227,1780,901,547,2221,664,3166,0,1363,0,3170,259,0,172,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,4,823,1010,0,0,0,0,0,0,0,0,626,0,0,327,2502,4802,0,348
SAMPLE_170,0,35,18,95,80,4,0,0,1125,1613,0,1569,0,0,0,0,0,0,0,0,301,0,600,689,0,0,1398,0,671,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,39,0,416,0,3973,0,1449,0,2233,844,0,56,0,3909,0,1728,0,560,168,0,190,0,0,0,252,3732,0,0,2069,243,0,0,0,0,1865,2717,177,0,42,0,570,0,149,1664,0,649,0,29,0,0,0,228,0,0,82
SAMPLE_171,0,1313,0,2359,0,167,0,712,0,0,0,501,587,0,482,0,0,0,0,0,0,0,0,1328,0,1864,0,250,3918,0,0,0,1359,2926,0,2804,0,888,0,0,1655,383,0,0,1194,813,560,0,2172,0,0,0,0,206,1089,32,247,0,54,0,0,0,0,3155,2051,0,0,0,0,64,1347,550,13744,0,0,0,0,0,0,0,0,141,814,811,0,92,0,55,599,305,0,0,0,854,4104,508,1046,2284,1466,2282
