,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120
SAMPLE_95,1423,0,0,0,46,1138,978,1161,2734,176,0,0,0,0,467,1006,0,65,0,750,0,0,18,0,0,0,1964,117,0,571,0,0,0,0,0,303,0,0,0,0,76,0,294,11,0,0,6024,0,0,0,721,998,3124,11,130,0,0,1551,53,0,0,0,0,0,147,0,90,16,0,0,147,2174,556,0,0,632,0,0,41,0,208,0,0,610,191,0,0,234,2167,0,1577,0,2203,0,0,53,0,0,0,0,0,0,0,0,0,28,0,235,0,409,0,896,856,203,2200,1904,122,0,0,0
SAMPLE_96,0,0,0,0,43,66,0,3506,0,16,0,0,238,35,0,1540,62,0,0,95,0,2975,0,0,0,0,350,45,0,30,951,1505,0,0,0,4,115,0,0,0,63,746,0,1499,0,570,559,191,19,4,0,3304,4572,197,0,0,35,0,1532,9,0,0,0,315,833,240,0,0,0,1415,125,1774,3144,0,0,1598,0,0,0,0,430,0,0,4028,21,0,1088,1094,1153,0,250,487,0,0,0,0,0,3067,41,0,879,0,0,693,388,152,0,758,0,0,4092,1212,0,0,821,32,112,547,0,892
SAMPLE_97,0,0,0,0,1722,2210,799,2264,967,355,190,27,0,0,0,1866,0,0,0,6,0,0,136,0,0,0,2902,1423,0,787,2051,2277,248,0,1974,20,0,0,589,0,2479,0,0,0,0,0,4813,13,0,0,1973,2118,3944,312,0,323,197,0,778,0,0,0,0,0,51,940,204,15,0,4283,0,0,66,19,1738,5394,0,84,338,0,824,0,1287,2408,0,701,129,2849,939,0,2015,0,4232,799,47,54,0,0,0,0,0,423,0,0,161,327,0,0,0,0,543,246,0,352,1592,0,0,780,0,5386
SAMPLE_98,0,0,0,0,856,724,621,0,0,0,278,1742,0,114,0,955,38,0,0,60,0,271,0,0,0,0,1392,1263,0,135,2131,0,0,0,628,1418,1517,0,1936,0,95,0,24,6,0,33,0,0,0,0,3504,0,1578,0,0,0,0,0,524,0,0,0,0,0,678,0,0,0,0,0,252,0,257,408,59,0,0,0,0,688,0,0,30,361,1258,349,0,4543,660,0,1190,0,4697,0,140,0,0,0,735,0,1041,0,0,20,0,19,0,0,0,159,0,204,0,895,0,157,463,835,0,1790
SAMPLE_99,1799,0,578,0,25,50,0,0,0,243,0,0,23,24,0,480,43,0,0,0,0,16,0,0,0,0,1098,33,0,39,0,2971,237,0,0,2964,0,0,5595,0,214,0,274,0,0,0,0,472,0,1167,3654,2865,1721,647,0,6,190,0,40,804,0,0,112,0,0,826,0,0,0,0,128,0,10,8,309,106,0,0,0,593,59,0,568,0,149,0,329,2711,0,0,1384,58,4755,49,0,0,0,677,102,0,0,0,0,486,0,409,8,1105,0,1698,6358,0,0,0,2470,0,1119,3627,0,70
SAMPLE_100,970,0,0,0,618,105,0,305,0,192,0,1,948,670,69,1441,550,0,0,168,1361,2272,1083,0,2860,0,876,913,0,0,0,695,0,0,0,221,0,0,1049,0,0,0,0,857,0,0,936,250,3378,0,4817,3633,5917,18,0,24,0,0,602,764,0,609,0,0,1591,3077,195,0,0,2279,2,1197,5642,43,0,527,0,0,1451,226,100,0,0,0,871,0,774,2697,551,0,62,0,10929,0,0,29,3105,0,0,5,0,0,2672,0,0,0,0,0,0,0,1857,1177,1676,584,35,0,0,0,0,2482
SAMPLE_101,83,0,0,0,492,657,0,62,52,142,244,2641,0,88,0,0,0,0,0,605,0,73,0,200,2118,0,157,651,0,368,4030,2269,0,44,0,79,1390,0,0,0,1440,0,68,0,0,0,142,0,0,0,1101,2133,0,696,0,251,0,0,283,609,0,0,0,16,686,0,0,0,0,1666,0,0,2529,351,0,0,0,0,706,1394,0,0,0,1078,1694,2154,0,252,2162,0,0,0,1945,97,745,0,0,4747,0,0,0,0,0,0,0,0,0,521,0,1505,4745,321,2041,0,0,0,65,0,3903,1878
SAMPLE_102,0,0,0,0,1113,0,0,68,0,325,0,911,0,1207,177,333,892,0,0,0,1230,1134,63,0,0,0,189,3177,0,23,147,2461,111,0,991,0,0,0,0,0,197,1569,998,1044,0,79,436,459,248,1961,0,0,0,0,0,0,0,0,0,212,0,993,2462,0,0,104,233,0,0,0,552,908,666,0,73,3212,0,0,169,694,876,0,0,1984,0,4586,274,571,1407,0,188,443,0,0,0,1525,0,1320,731,0,0,0,0,79,28,0,0,360,0,0,0,0,3172,167,3523,2687,0,1368,0,0
SAMPLE_103,0,2326,0,0,985,125,21,0,241,176,0,3411,0,0,0,172,147,0,0,150,0,0,1165,0,0,0,0,0,0,503,6512,89,0,0,0,49,5242,0,461,0,0,0,0,1047,0,0,135,12,170,0,32,0,0,684,0,0,0,0,344,0,0,571,0,0,0,532,0,524,0,2527,0,0,0,0,1796,36,0,0,119,25,0,0,791,0,0,0,1189,1204,0,0,353,0,0,2969,0,185,0,0,226,0,0,0,0,0,0,154,0,2226,0,0,3966,0,0,0,0,117,35,4418,0,2193
SAMPLE_104,0,0,0,0,3003,987,0,208,0,476,2506,0,0,113,650,95,0,0,0,476,0,112,509,0,0,0,1134,7420,0,805,0,763,0,0,3216,1185,0,0,2833,0,3245,0,311,0,0,373,872,50,0,0,1980,2973,0,502,773,14,747,3328,51,0,1867,2261,0,451,606,0,857,1224,0,0,773,2189,943,303,0,0,0,0,776,0,120,0,0,0,55,0,0,3760,1448,0,3535,0,0,2152,4594,0,431,0,292,0,84,0,0,0,532,0,0,0,0,1034,0,319,3638,779,153,1217,0,0,0,258
SAMPLE_105,0,0,0,0,672,625,0,120,0,0,0,0,0,510,0,26,0,0,0,11,0,0,0,0,36,0,727,1579,413,88,81,318,0,0,0,1273,47,0,397,0,0,1843,0,1464,0,124,247,48,3410,0,3309,3160,0,124,0,0,0,472,1931,0,0,0,1005,57,64,361,0,78,0,0,288,804,217,147,2213,0,0,0,0,0,0,0,1978,0,4,1261,0,2322,0,126,260,0,4538,0,0,0,0,0,0,0,891,0,1032,970,470,0,0,126,0,0,2407,273,0,0,0,0,495,1748,0,7
SAMPLE_106,0,0,0,0,1049,822,0,0,23,0,8,2118,2987,401,207,0,0,0,0,0,121,1849,0,12,0,0,109,3037,0,0,0,61,0,0,88,186,28,0,290,20,24,0,0,0,131,0,0,511,154,0,3125,2317,0,7,0,0,0,238,272,0,0,43,0,311,0,0,95,0,0,1492,4,0,1498,0,0,3756,0,1482,7,1249,0,0,23,610,94,0,438,211,0,253,0,0,3867,0,39,85,0,0,0,0,0,0,118,0,0,0,0,311,0,0,244,1499,1095,0,111,0,1446,0,1390,95
SAMPLE_107,0,0,0,0,1006,507,247,0,0,0,26,0,0,218,124,650,73,0,0,0,0,2754,0,0,0,0,269,303,0,1244,0,1581,0,0,3226,597,0,0,0,0,0,0,13,0,0,0,28,3,141,0,6469,4886,1783,54,0,0,2228,262,185,0,0,1172,0,134,0,1328,0,834,0,0,0,0,2398,144,0,37,0,0,54,15,452,0,2858,0,1199,0,1671,678,1395,41,0,0,7731,0,0,0,4226,0,0,0,0,0,86,68,46,313,0,48,0,0,2290,0,1000,0,0,1231,244,0,0,902
SAMPLE_108,4431,0,192,0,1359,72,0,0,0,393,0,0,0,0,0,1102,93,0,0,13,0,0,450,949,52,0,752,93,58,1367,856,721,1025,0,0,1230,0,0,1293,0,2443,285,0,1599,0,12,0,223,0,0,25,46,4654,0,0,13,23,442,0,0,0,1436,0,627,136,0,0,0,0,0,9,0,554,52,0,0,0,0,385,1314,104,0,0,4606,39,2919,0,769,4381,1,0,0,39,0,0,0,1379,0,586,0,0,0,0,0,1956,243,0,660,1043,0,0,0,714,269,0,0,0,0,0,2
SAMPLE_109,1268,0,0,1921,467,272,0,0,0,0,0,1020,29,15,0,141,0,0,0,0,0,33,222,823,0,0,1697,276,0,83,0,0,67,0,0,0,0,0,0,0,0,1238,0,23,19,0,286,15,0,0,0,901,2324,0,0,11,0,0,616,0,0,58,0,404,0,443,0,0,1111,2115,24,0,181,33,1781,0,0,0,0,82,0,221,0,903,48,735,9,2724,2318,0,0,0,2531,584,0,0,0,0,0,0,0,0,2,0,116,0,0,151,0,0,1897,602,1781,249,0,0,0,876,0,0
SAMPLE_110,201,0,0,0,0,0,0,757,0,0,694,0,0,0,0,860,0,0,0,0,0,0,48,22,0,0,472,2155,0,149,2580,520,0,0,0,779,731,0,0,0,0,0,19,0,1053,0,755,18,33,0,0,3983,4013,806,0,0,0,358,0,0,344,356,0,0,9,420,52,0,0,2074,0,980,49,20,62,173,0,0,78,275,48,0,0,758,171,2548,9,1585,2032,0,0,0,0,0,2395,154,0,0,0,0,0,0,24,0,80,0,0,0,0,18,1546,0,756,76,0,0,872,26,0,1286
SAMPLE_111,0,0,0,279,713,1350,65,0,0,0,88,1745,0,1199,0,1092,60,0,0,0,0,1754,587,0,0,0,1434,0,1761,0,3456,2087,806,0,0,971,3417,0,271,0,0,0,60,0,0,983,0,0,0,0,3526,3406,2459,0,0,0,24,0,841,0,0,63,65,320,0,510,0,94,0,0,12,3428,2106,105,0,0,0,0,0,0,23,0,0,2305,1045,0,204,2281,0,0,0,0,2716,0,328,0,6324,0,933,22,173,0,0,0,0,0,0,0,0,0,3511,368,1459,394,0,3000,506,344,0,1983
SAMPLE_112,0,0,0,0,72,0,0,0,0,0,740,0,0,1228,8,468,0,0,0,79,0,1296,49,447,0,0,0,0,0,0,794,0,804,0,0,13,1107,20,3435,561,0,0,50,1747,0,0,0,7,35,0,7245,6366,0,1248,0,0,1167,0,212,3384,0,0,8,1311,216,268,277,25,0,0,0,0,753,121,0,1404,0,914,562,1812,775,0,946,0,0,36,327,1098,2393,7,0,0,10246,2966,1687,0,0,0,0,0,0,0,0,1348,0,0,0,43,0,0,4733,0,34,0,0,1477,0,1046,0,1236
SAMPLE_113,362,0,0,0,0,240,0,665,0,32,0,0,201,341,521,423,2179,0,0,0,16,1207,18,0,25,0,1605,0,127,482,0,0,57,0,19,23,0,0,1804,0,0,69,0,0,0,0,0,113,0,0,2715,6729,0,194,0,25,0,0,203,0,0,0,0,0,0,585,0,0,0,705,26,0,819,103,250,2945,0,6,54,18,0,0,109,1367,19,0,252,3166,520,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,980,59,0,105,0,0,3111,0,0,162,0,0,6,376,0,775
SAMPLE_114,19,0,0,0,0,19,0,1918,0,0,0,296,0,0,0,100,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,1351,0,0,0,178,0,0,0,0,3345,0,127,0,0,18,361,798,0,0,0,2465,0,0,0,169,596,0,325,659,0,623,0,37,0,395,112,412,0,552,26,73,310,0,0,4300,0,0,220,0,938,0,0,0,1556,1622,0,1383,399,1151,313,0,541,444,0,0,365,0,310,859,108,0,0,157,93,0,0,39,0,1220,1225,184,1801,158,409,0,64,861,0,892
SAMPLE_115,572,0,0,0,23,1100,0,0,2876,0,0,19,0,0,565,105,0,0,0,469,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,181,1109,0,1935,0,137,14,0,377,0,0,1859,0,0,0,2334,5605,271,148,0,2,0,0,558,33,0,196,0,0,126,0,82,22,0,235,61,1761,413,0,0,0,0,0,75,0,1246,0,0,0,0,0,0,3268,0,0,2133,0,3678,773,0,0,2167,0,0,130,210,1100,0,0,10,0,1355,127,0,0,7049,151,6,0,1108,0,0,1884,364,1160
SAMPLE_116,0,0,0,0,0,578,0,0,72,409,357,0,2303,162,0,1668,52,0,270,165,337,196,0,0,0,0,0,2081,0,736,0,3295,679,0,0,498,0,0,0,0,2021,0,162,1878,0,601,1418,992,49,0,718,857,1031,1338,0,286,2237,0,111,2651,0,789,0,0,367,460,0,0,0,0,0,0,1409,339,0,0,0,122,1028,0,296,0,1763,0,1311,0,0,2000,1887,0,24,0,0,7473,1263,27,3723,0,0,0,1951,0,33,734,0,0,0,1122,0,2445,0,800,5024,0,0,0,179,1344,558,0
SAMPLE_117,1974,0,0,0,854,2782,0,345,1724,0,0,0,682,48,0,105,26,0,0,0,0,0,0,204,1519,0,3183,1043,176,731,0,73,0,0,0,3605,0,0,5013,0,0,1466,0,0,427,1304,1268,25,0,0,1067,2939,1520,0,0,0,0,0,0,0,0,22,5,626,0,345,71,11,0,999,0,104,711,649,0,1933,0,12,0,0,2711,0,726,0,464,659,0,1526,2335,0,2713,0,0,0,0,0,4317,0,639,1,1171,0,293,71,1,0,0,0,0,257,3456,0,633,332,0,2211,3117,0,0,1421
SAMPLE_118,459,0,0,0,645,102,0,0,372,1990,231,0,1268,0,0,0,0,0,0,5,0,258,395,1397,0,0,0,0,19,334,392,2829,0,0,1902,889,56,0,4370,294,1188,0,57,0,0,519,0,29,5318,0,852,2499,2729,0,0,0,562,501,125,231,31,101,0,0,138,540,0,0,0,849,914,83,541,31,0,0,0,0,1181,157,94,0,119,0,125,0,515,1129,474,0,1977,0,0,827,0,0,1756,2782,0,0,0,0,4104,0,322,0,0,0,0,0,1436,250,0,149,721,62,327,0,0,115
SAMPLE_119,60,1227,0,0,111,290,0,261,153,0,182,0,0,0,0,118,60,0,0,0,0,0,1127,0,0,0,0,523,0,18,0,0,0,0,0,19,68,0,0,0,0,0,414,172,0,0,1282,6,35,0,6148,5674,1469,0,0,0,0,1977,237,744,1477,2435,0,0,0,0,202,17,1360,0,149,0,0,15,0,663,0,0,500,583,1240,0,0,0,777,0,0,1118,0,1689,0,0,8492,0,611,2374,0,0,1732,0,0,0,17,0,0,0,0,0,0,770,1485,2777,0,0,2502,316,1168,0,0,663
SAMPLE_120,1424,0,0,107,0,300,22,1153,0,0,15,0,0,130,0,0,935,0,0,0,0,173,0,0,0,0,0,0,0,42,3018,447,0,0,0,16,1614,6,0,0,1835,1141,0,954,0,0,0,0,0,0,2734,27,262,254,0,2,0,823,0,245,1008,0,0,254,0,170,152,0,0,0,10,0,155,0,0,3170,0,0,310,1574,255,0,0,0,0,2029,55,0,0,0,327,0,4424,0,0,0,0,0,611,0,0,33,0,0,0,0,0,0,0,0,0,0,2435,37,114,454,5,0,0,2107
SAMPLE_121,858,0,0,0,816,4416,373,75,0,900,0,2445,0,849,0,101,0,0,0,482,0,846,0,11,0,0,1282,770,1059,808,1105,0,283,0,0,55,1508,0,665,0,1667,0,0,0,140,385,35,0,0,0,899,2395,1366,0,0,8,403,1347,283,0,1737,0,54,0,1953,1813,509,330,0,144,0,828,576,427,0,2044,0,0,584,1647,684,0,1408,0,0,843,192,3940,0,0,0,0,1587,0,0,0,0,0,730,0,3,0,0,0,0,6,0,0,0,0,0,78,0,0,0,724,1449,0,0,1939
SAMPLE_122,3065,0,0,130,61,0,0,0,52,487,22,36,0,188,181,1999,0,0,0,127,0,480,453,0,0,0,99,37,1019,0,0,2358,0,1752,0,1597,0,0,0,0,2532,19,1333,158,33,1112,1286,317,3401,0,0,0,5521,0,0,5,589,961,3098,0,0,1689,0,919,1025,777,31,35,0,2773,5,0,3822,0,0,3254,0,0,163,0,0,0,0,1480,14,0,103,369,879,0,0,0,0,0,0,0,6554,753,158,112,0,0,0,0,61,0,0,482,0,0,5187,3178,2016,210,0,352,645,0,0,0
SAMPLE_123,0,0,0,0,133,0,0,32,0,0,67,0,0,1201,0,2350,0,151,0,0,360,1839,521,0,0,0,1593,45,0,339,0,0,334,0,1471,283,0,0,0,0,124,401,62,212,0,0,183,0,0,0,2455,0,5512,31,0,8,0,0,417,560,0,0,0,450,0,827,347,0,0,3317,35,0,1591,0,0,4544,0,0,524,394,0,0,3,1210,0,279,630,5346,490,399,0,0,3924,2063,35,0,2227,0,2383,1476,563,0,0,126,0,60,0,0,0,0,2411,405,338,1161,0,0,0,134,2589,0
SAMPLE_124,0,0,12,0,162,0,0,0,0,0,214,569,2144,224,0,61,1852,0,0,13,0,0,0,57,0,0,0,290,1287,497,1251,0,0,0,0,254,650,0,2193,258,0,0,0,867,0,779,0,5,409,0,9162,5113,101,736,0,78,327,216,0,566,0,940,1010,0,118,888,0,280,0,158,206,316,494,0,80,31,0,3,0,0,204,0,618,0,0,4397,0,4348,0,0,47,0,12789,0,481,39,1000,0,0,0,0,0,0,926,62,0,0,0,0,993,4752,0,2369,0,0,1627,138,1088,0,43
SAMPLE_125,1583,0,0,0,972,1239,8,169,554,0,0,0,395,407,0,437,0,0,0,111,0,0,723,0,0,0,1947,1421,0,1989,6129,0,206,0,0,370,2242,0,0,0,4291,757,55,0,21,0,500,0,0,1155,0,2015,547,527,0,0,1993,0,338,0,0,0,1371,954,947,2566,138,0,0,0,22,0,3416,67,0,2780,0,0,245,0,2812,0,0,189,23,566,0,6423,0,0,740,1429,0,1617,0,34,0,0,1272,0,6,0,0,0,0,7,0,236,0,0,4379,315,0,1274,247,0,144,217,0,1199
SAMPLE_126,0,0,0,0,757,107,71,0,1446,0,14,2628,0,0,0,222,30,0,0,13,0,23,312,0,0,0,1736,123,0,0,303,0,104,0,0,945,199,0,0,0,0,0,0,89,0,0,876,0,1469,0,1950,5463,2039,120,0,410,965,0,0,0,0,0,0,299,28,1138,265,0,0,0,0,0,58,57,0,704,0,349,277,0,0,0,0,0,0,659,352,6038,0,304,2163,0,2360,2181,46,0,0,0,0,0,0,0,504,0,0,196,0,0,0,0,3326,0,756,321,0,0,355,45,0,0
SAMPLE_127,252,585,105,0,406,115,0,0,0,0,737,0,28,4,0,978,2130,0,0,428,13,2455,0,0,0,0,0,1587,0,111,59,0,0,0,0,29,0,0,953,0,12,0,0,0,0,0,1509,13,537,6,254,695,0,352,0,5,0,0,0,0,0,0,0,0,669,267,0,0,0,0,0,426,2451,6,0,71,0,421,0,713,238,0,421,4489,0,1194,1739,1691,832,0,567,1151,0,0,0,84,0,0,130,0,0,0,0,0,110,0,0,471,377,0,0,2297,0,0,0,268,228,0,0,0
SAMPLE_128,4875,0,474,0,1224,1504,0,248,1559,28,8,715,0,882,0,674,0,0,0,0,0,969,12,0,869,0,359,3711,0,0,0,388,84,2608,0,1073,0,0,6110,0,413,96,15,415,0,0,1166,152,0,0,2716,3871,3853,0,0,89,3385,3071,0,0,0,889,3188,0,0,834,234,59,0,1379,341,85,603,715,0,689,0,1608,9,0,795,0,45,2528,451,4377,278,1242,0,0,2404,0,5316,0,43,0,0,0,1281,0,0,944,2657,0,1293,98,0,1590,0,0,2636,0,1932,403,3292,979,748,0,0,0
SAMPLE_129,821,0,0,0,0,987,0,30,0,31,0,0,85,43,0,959,1479,0,0,0,11,0,0,0,0,0,394,1937,0,1373,77,823,62,0,0,258,0,6,0,0,0,0,0,0,0,0,0,0,351,13,2966,6654,2324,767,0,0,0,68,59,32,0,0,0,0,0,963,0,1,0,1123,468,27,227,9,0,33,0,540,0,513,667,0,2,1301,403,2346,0,1334,469,1164,1864,3386,0,0,0,344,0,0,1233,0,0,0,0,0,0,59,0,1126,0,0,2740,0,0,0,0,2427,0,0,0,0
SAMPLE_130,0,0,0,50,139,0,657,0,0,681,0,432,1122,1751,0,878,69,49,0,40,0,0,604,0,0,0,1022,277,0,77,0,286,0,236,0,113,0,57,0,0,0,0,250,366,0,0,682,0,0,11,4603,117,4071,116,0,0,1948,0,3174,0,3920,0,0,700,229,0,116,0,0,0,80,0,536,73,0,353,0,2,98,158,0,0,0,366,0,97,14,2932,0,1801,99,284,6994,0,0,1,0,0,506,0,0,0,0,0,0,19,0,1015,0,0,0,392,174,315,0,0,1281,0,0,1712
SAMPLE_131,1944,0,0,0,859,78,0,945,1195,1070,0,3035,1265,576,0,0,0,0,0,30,915,507,909,0,0,0,2158,40,0,96,23,75,0,0,0,59,0,0,0,0,0,2242,0,1507,0,16,1368,3,113,0,0,2650,2372,3,0,0,58,0,203,0,0,0,0,0,251,194,6,1,0,0,0,124,681,6,0,1077,0,0,791,0,0,0,0,0,1996,0,732,1261,2259,0,0,0,0,930,0,23,386,0,0,0,0,0,76,0,17,0,0,576,0,0,5751,251,1377,913,0,0,0,0,0,0
SAMPLE_132,1885,0,0,0,423,93,94,103,0,0,127,365,0,3279,27,0,43,0,0,276,1,4284,0,0,0,0,609,45,0,0,616,73,0,0,0,0,1413,298,249,0,0,0,0,933,401,0,0,0,2781,0,432,1115,1169,0,0,0,0,0,2936,6,0,0,0,0,801,608,0,0,0,1172,28,501,2621,0,0,131,0,0,0,0,51,12,1551,1707,0,254,2316,1992,0,0,0,0,0,0,0,2665,0,0,857,1353,0,0,2231,0,0,0,0,517,0,0,1751,0,0,0,0,183,0,0,0,1360
SAMPLE_133,0,0,0,0,0,746,0,1103,1159,0,1161,0,1136,732,0,323,0,3,0,262,0,615,365,0,1151,0,217,0,30,84,35,0,289,0,0,286,0,0,2232,0,837,0,534,0,0,22,1070,0,1471,0,2599,869,0,0,1442,9,1780,0,561,1782,0,0,2728,740,2482,100,64,0,0,1292,204,0,2686,0,36,2923,0,0,0,282,0,0,0,0,126,469,372,704,635,0,2266,0,2772,5421,185,0,3667,0,0,2308,190,913,256,29,0,0,0,0,0,266,1857,180,0,164,0,0,147,1490,0,0
SAMPLE_134,0,0,0,0,187,2454,31,270,0,37,0,0,0,279,0,1177,0,94,0,75,0,291,156,0,0,1226,293,427,0,1,3842,619,72,0,0,68,3359,0,69,7,1291,0,0,0,0,0,651,0,0,0,2969,0,2202,1223,609,76,741,0,541,0,0,778,1401,0,264,0,2,556,0,0,328,0,799,0,0,2781,0,0,549,0,866,0,0,2274,1647,0,73,1052,0,0,137,0,5409,0,0,0,0,0,0,0,0,0,0,0,0,89,0,531,0,0,0,1663,3180,106,0,260,30,3410,0,4017
SAMPLE_135,236,0,0,0,592,22,0,0,67,0,0,0,0,458,0,229,2146,0,0,44,0,1154,0,0,0,0,0,2292,0,612,5706,1523,29,778,0,0,2705,0,3171,0,0,0,30,0,0,0,31,430,1063,0,4176,745,393,436,0,2,0,0,0,0,0,75,30,218,209,173,5,47,1,1127,0,193,815,17,30,937,0,0,75,0,255,0,0,822,0,0,0,248,0,0,80,0,5642,1429,0,12,0,0,0,0,0,0,467,0,2,40,0,562,0,0,1076,0,0,0,0,0,0,19,0,1191
SAMPLE_136,0,0,0,0,423,4665,0,33,0,0,489,0,0,1610,0,1463,0,0,0,0,0,2950,320,5,86,0,1646,1189,0,386,0,3771,515,0,57,191,0,0,0,0,1931,2456,30,0,0,0,180,0,0,0,2556,3238,0,95,0,0,2370,0,0,0,0,0,0,743,0,2357,392,2,0,0,5,233,0,235,0,0,0,0,0,969,0,0,0,4829,9,485,152,5168,1893,0,2234,0,0,0,1758,0,0,0,2006,0,0,0,0,2438,11,635,0,0,5,1056,3357,106,5360,306,94,1006,60,0,0,5009
SAMPLE_137,1004,0,0,0,501,748,54,365,1071,0,0,0,0,14,282,483,0,0,0,66,0,0,0,30,0,0,0,526,0,226,955,805,0,4218,153,1628,234,0,0,0,1453,0,202,616,1194,0,1924,805,0,0,3077,8306,1507,0,0,0,427,0,2085,304,0,0,0,0,507,1712,91,5,764,4917,400,336,1929,280,0,284,0,0,944,0,149,0,0,2015,13,115,0,4715,2219,0,2696,0,0,2852,0,0,0,0,1432,0,0,0,2083,0,18,0,0,0,0,32,8329,1509,1208,0,0,0,1954,0,0,2206
SAMPLE_138,36,0,0,0,69,2472,0,634,0,0,0,451,900,0,272,969,0,0,0,392,0,1279,48,0,0,0,3091,0,0,26,858,0,561,0,30,599,1046,0,0,0,0,1788,148,0,0,0,418,0,2189,0,3963,4922,0,830,0,18,0,0,778,18,0,0,0,0,544,874,0,2,0,0,0,0,1920,0,0,3077,0,138,46,465,732,0,0,2253,28,2323,454,2207,0,0,546,0,5185,0,0,0,0,0,890,0,743,0,1771,0,0,88,0,0,0,42,10264,1249,0,719,0,1199,209,0,0,780
SAMPLE_139,2684,0,948,2079,758,338,0,1450,1573,0,26,0,0,744,0,64,25,0,0,0,28,692,0,59,638,0,327,958,0,1110,0,286,0,0,0,2601,638,0,0,0,0,0,12,168,0,0,1511,10,6185,0,2783,0,1937,128,0,46,2461,1419,266,57,15,172,0,0,0,106,121,22,0,0,34,0,446,98,0,5444,0,0,532,1447,0,0,1544,37,57,0,135,619,0,0,3113,0,0,1917,0,55,0,0,257,3,0,109,2884,0,0,4,0,0,0,0,0,16,1123,0,0,690,0,0,0,0
SAMPLE_140,0,0,0,0,271,20,0,0,1319,754,2435,0,1498,0,0,935,0,956,0,42,0,923,0,0,0,0,1043,50,0,0,0,0,378,0,0,200,0,0,36,0,0,0,12,0,0,113,902,75,0,0,3182,5593,4086,21,0,178,0,0,91,0,285,0,0,0,251,617,26,843,0,572,474,0,641,7,0,156,0,0,0,45,0,0,54,825,310,352,0,3096,5841,0,2026,0,5370,1223,3260,0,317,0,0,21,0,340,0,382,0,447,0,0,0,1425,5751,0,1128,0,0,0,2666,984,0,109
SAMPLE_141,0,0,0,860,1295,109,0,520,0,0,111,0,0,130,0,206,0,0,0,317,0,124,0,0,0,0,233,363,0,1191,3123,189,481,0,0,1377,4114,0,0,0,1393,0,0,1363,0,0,1925,0,0,0,1569,1307,939,608,0,3,856,0,766,0,0,0,0,0,2693,262,0,56,1127,714,0,0,104,51,0,63,0,0,587,0,345,0,57,994,0,2505,38,727,576,0,0,0,0,0,0,0,0,0,0,0,535,0,0,1273,0,43,0,1402,0,0,0,0,0,0,0,0,945,1115,0,2016
SAMPLE_142,118,0,0,0,288,36,0,518,2668,0,217,653,1684,3,0,684,2083,0,0,0,0,25,0,0,0,0,782,899,43,11,2760,325,0,0,0,6,2426,0,1,0,1228,0,0,0,0,0,2568,0,0,0,2697,448,0,364,0,0,517,0,612,212,0,41,14,0,0,395,0,0,0,1743,712,0,610,24,0,64,0,183,0,394,0,0,76,941,1153,2341,17,2531,314,0,4213,0,0,4835,718,691,0,0,637,0,22,0,0,0,0,79,0,163,0,1647,0,2372,416,0,42,0,2,0,0,0
SAMPLE_143,0,0,0,0,544,882,726,0,0,0,15,0,165,2959,0,955,37,0,0,1,0,0,0,0,0,0,1462,2148,0,0,4158,1044,178,0,0,15,2202,0,2082,0,2356,0,0,0,0,0,57,4,119,0,1281,2232,1279,678,0,0,552,0,393,0,0,0,0,0,10,0,0,0,999,0,0,0,40,349,0,78,0,0,10,90,198,0,2978,5102,0,485,1985,4619,1210,0,0,0,700,0,0,29,0,0,1031,0,0,0,42,0,61,240,33,3,0,0,4825,0,0,150,0,714,1501,0,0,1865
