,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124,TAXA_125,TAXA_126,TAXA_127,TAXA_128,TAXA_129,TAXA_130,TAXA_131,TAXA_132,TAXA_133,TAXA_134,TAXA_135,TAXA_136,TAXA_137,TAXA_138,TAXA_139,TAXA_140,TAXA_141,TAXA_142,TAXA_143,TAXA_144,TAXA_145,TAXA_146,TAXA_147,TAXA_148,TAXA_149,TAXA_150
SAMPLE_72,0,2096,0,620,3678,0,0,154,0,302,81,3405,1064,237,0,0,1402,0,228,200,125,0,2493,2801,1974,0,2070,1188,740,0,2695,1649,4178,459,2693,0,286,634,410,0,0,281,1343,1648,1083,1100,0,2988,2749,0,0,0,245,0,0,0,52,0,0,0,0,2326,0,0,2845,2870,463,1707,2417,1092,2514,2473,1218,5224,121,809,0,0,1065,0,0,2279,297,407,1070,0,1152,325,0,2860,0,318,0,1188,222,0,1843,0,0,936,0,0,473,1404,0,100,63,0,670,2096,0,612,205,0,0,0,490,2381,1447,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,2368,0,0,0,0,1883,0,0,0,0,0,3306
SAMPLE_73,0,501,0,129,1120,131,290,0,1574,0,1443,0,0,2167,0,2795,98,0,0,0,156,0,2469,0,0,0,0,582,0,0,0,0,0,416,0,0,65,0,73,0,4186,0,0,0,0,0,0,0,0,0,0,0,0,373,0,859,0,0,896,2528,0,547,1095,702,0,0,2648,637,1043,1598,2940,1424,39,1339,184,0,0,538,58,0,0,3090,288,98,1012,2155,461,325,7183,877,1147,0,248,2358,0,0,0,0,1104,0,926,0,0,429,180,574,0,0,0,0,1052,1346,3260,0,0,0,893,1152,582,0,849,2503,0,91,1472,417,1800,566,311,192,0,0,0,0,2308,67,0,2517,0,702,0,510,264,3045,0,1333,0,743,2547,910
SAMPLE_74,0,874,0,901,3837,0,434,129,0,470,2290,567,571,0,0,322,399,0,83,0,0,0,2132,328,681,1048,303,1050,0,3031,0,0,3606,0,0,0,248,1528,281,0,480,0,49,1125,0,392,655,59,1124,0,591,1405,44,0,0,1451,173,2328,0,841,390,1666,0,251,0,9090,3954,2092,0,2087,1222,0,1582,0,508,0,1848,0,0,0,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3063,264,546,832,0,0,74,744,362,1603,0,1402,0,0,0,1417,0,0,0,0,0,0,0,0,204,435,3837,859,0,2040,73,0,139,0,164,387,4041,0,0,554,0
SAMPLE_75,0,1502,1750,1207,1895,1124,646,141,0,15,2739,727,1672,2767,0,689,2598,0,1095,202,0,0,0,1364,1735,0,450,0,90,0,0,0,2794,189,0,5876,875,0,0,0,8873,205,0,243,0,1154,116,0,0,0,1026,1327,477,0,516,3047,103,236,139,2083,1237,2011,1941,0,0,0,460,2462,1226,2376,0,3312,0,4566,0,0,3,659,0,0,2579,0,0,137,0,0,0,0,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,275,0,538,218,4172,261,100,0,0,821,1319,1257,0,4562,2476,4619,432,1214,0,0,638,789,2422,1053,1569,1015,1718,0,3509,940,62,884,12,0,0,0,2309,0,3948,0,754,0,2206
SAMPLE_76,3053,0,1090,692,3067,1793,1535,970,281,307,2020,357,5091,0,0,294,0,0,596,0,85,0,0,1130,1019,0,349,931,1086,0,4481,0,4048,447,1574,0,0,1502,381,0,0,110,273,267,94,1331,188,0,0,0,710,1138,258,583,0,805,674,761,268,500,0,0,52,62,0,0,0,0,0,620,0,2958,0,0,721,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,711,0,1152,0,527,2728,189,3297,0,1504,0,5737,44,0,4941,564,0,3508,0,0,0,2556,0,0,1311,3189,0,0,0,0,0,0,155,0,0,0,0,0,588,535,2813,873,0,1495,871,0,1187,0,2067,865,1833,1481,100,2025,632
SAMPLE_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6160,221,1257,0,857,0,1496,0,3740,870,459,0,370,0,60,0,0,401,0,1154,0,374,1174,0,0,0,2019,1492,96,87,899,483,456,3287,785,0,122,532,100,0,0,0,215,912,3198,306,2256,3102,1076,2270,0,4939,767,0,1131,0,0,1223,0,227,0,0,281,57,577,1957,3446,101,0,1974,0,111,0,494,2906,1841,680,0,0,111,900,81,0,0,104,0,270,1833,678,0,0,2433,579,1254,0,3233,2360,0,2023,238,1735,438,1123,789,1094,658,1768,1616,0,320,0,2134,0,801,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,0,0,0,0,349,0,0,3708,557,0,385,540,0,0,0,0,3411,0,0,0,0,0,0,0,10495,0,592,60,642,0,0,3253,2432,0,2989,0,0,1176,1345,0,0,563,291,0,263,0,0,0,0,446,3069,1177,1207,1260,0,568,217,562,123,432,0,0,1180,237,0,441,0,398,1747,3683,257,0,1605,920,5929,565,262,780,0,0,0,0,1005,4812,1400,0,0,119,285,0,0,797,270,0,469,1168,1275,0,104,0,475,1603,0,1075,3750,0,3758,392,2046,3247,654,786,916,298,2019,0,1297,0,0,1786,0,1739,1593,102,0,353,0,2164,2218,1720,1823,837,0,3356
SAMPLE_79,2,361,1317,0,0,0,990,0,945,97,0,0,0,0,0,924,15,0,0,255,0,0,623,224,6946,1601,886,1271,1035,0,4575,208,1762,388,0,0,0,0,16,0,522,0,0,0,0,0,2478,0,0,0,1860,176,0,0,0,0,54,2335,0,1958,0,0,179,71,2163,0,2599,0,0,1159,110,370,665,0,0,3226,948,2962,0,0,0,0,211,118,0,2021,233,142,1065,126,0,1422,302,0,948,623,1211,716,627,2998,297,0,2493,224,0,0,1292,2110,0,2922,0,233,1232,0,0,0,3369,4889,0,6688,5128,0,0,0,0,461,3984,0,1006,0,299,0,0,0,1700,0,0,1809,1396,1210,565,817,0,1110,470,1154,2809,0,0,764
SAMPLE_80,146,1222,0,0,5594,0,0,388,1303,199,0,2576,3445,1671,0,0,323,0,204,154,0,0,2768,0,1763,2785,937,0,780,0,0,189,2064,126,301,0,197,604,83,0,3249,68,222,0,0,332,2878,375,0,0,883,1376,592,0,1968,1444,174,0,0,0,2288,0,0,0,0,7665,2133,0,0,0,522,0,0,0,0,0,0,0,1474,0,0,0,0,0,402,0,0,0,0,0,0,0,1838,0,613,791,226,0,0,0,0,0,166,0,0,0,0,0,0,903,0,0,0,0,0,0,0,363,0,1127,1263,0,1670,134,268,783,988,280,735,0,0,130,125,580,982,2287,0,2402,372,58,0,177,0,588,456,2499,383,0,658,1919
SAMPLE_81,0,0,0,373,336,0,94,0,0,0,1226,0,3687,0,0,0,0,0,0,61,35,0,0,0,0,0,0,0,1248,1317,0,0,0,0,0,0,658,0,57,0,2593,0,0,0,0,930,197,0,0,0,1435,1522,178,96,2220,709,178,2336,0,0,130,1943,0,0,1076,0,0,0,1386,412,296,337,1204,1420,933,0,0,0,914,741,0,6350,243,172,1606,0,1676,719,3254,856,373,847,955,903,608,561,0,2010,0,3572,3107,0,0,1243,0,1375,0,3,108,0,507,225,0,439,265,0,80,504,0,0,523,0,2599,0,0,916,0,0,175,1412,100,463,21,0,0,0,0,0,968,0,0,296,673,2702,0,1103,386,0,2203,878
SAMPLE_82,0,1773,0,75,4046,0,22,0,1422,402,0,2017,2322,343,0,1440,1194,0,0,0,0,2548,0,26,653,124,1094,0,0,161,948,576,476,1303,486,0,195,0,0,348,7033,0,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2934,322,93,1237,0,0,4533,3206,3290,3549,3632,3863,6492,548,0,0,706,0,51,1923,0,0,606,1050,0,1597,888,2419,2445,44,961,2072,1845,951,66,0,0,3891,0,3282,154,814,26,0,470,2698,1294,1799,1484,1111,0,409,0,2440,811,796,0,0,0,0,0,0,0,0,0,0,1477,130,0,0,842,0,0,0,539,2533,0,2544,754,0,0,0,553,0,3304,713,53,274,2050
SAMPLE_83,261,0,115,951,5394,0,1467,198,0,239,741,0,0,1397,2206,2157,0,0,609,176,0,0,0,57,0,0,0,2506,0,2203,0,0,0,0,902,22,0,0,0,0,917,0,0,363,0,1540,3846,452,837,0,894,0,193,763,0,8,138,1253,0,0,73,0,0,492,2849,0,3140,0,0,2237,3559,1045,138,0,463,156,0,0,1939,1984,2486,5988,0,182,548,0,1423,0,1497,516,0,604,0,0,1412,1975,0,2410,0,0,0,120,0,838,291,217,0,1305,0,0,0,95,0,0,0,0,62,0,0,0,0,0,0,0,0,0,367,702,0,0,3273,1389,910,0,1855,3173,2703,1230,1589,520,1280,599,630,1111,2347,1222,3668,0,1333,1364
SAMPLE_84,3311,0,3093,686,3442,1325,751,1345,441,221,390,2302,6291,0,329,612,0,0,603,159,83,2013,0,217,751,0,119,809,404,0,216,1621,0,0,1817,5452,444,1172,730,1950,1983,441,0,0,0,153,295,307,0,0,2036,646,653,876,1744,626,0,178,393,0,0,820,0,163,0,3286,540,2679,3543,562,3468,2776,0,8723,371,0,3339,4164,0,0,2252,0,533,0,0,66,0,207,0,1381,0,0,445,0,2709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5447,0,1669,341,0,1714,0,0,817,3025,0,1703,216,0,2672,3442,1811,1146,3353,428,0,284,0,1382,4518,8604,1834,86,1781,2395
SAMPLE_85,0,1570,0,481,2061,0,63,144,647,268,0,1762,1005,0,1253,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,132,0,0,0,1214,0,274,0,0,0,709,2479,904,0,0,564,0,0,295,261,403,0,0,0,184,0,0,7449,0,350,2174,3119,0,2118,0,5689,433,3186,6550,0,203,0,0,0,0,0,2315,6826,0,645,0,0,0,1089,0,0,1340,649,57,1731,0,2562,298,0,1130,0,242,244,936,0,0,4366,616,2193,971,0,0,51,1989,1377,0,4612,2264,0,0,131,831,0,0,128,1178,355,0,0,252,0,2862,3863,1393,3907,1773,98,0,6,15,2819,0,1590,0,248,94,1979
SAMPLE_86,1404,0,0,2161,4674,0,558,292,0,682,1733,1559,0,2711,271,2884,0,0,919,56,406,0,242,719,4982,3848,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,2020,282,0,464,2352,0,969,451,2836,0,1386,4058,645,837,0,0,0,0,0,1189,1397,181,2585,50,0,0,572,0,351,2021,2389,0,1334,237,0,0,1238,0,0,0,915,0,0,0,359,0,1104,0,0,3132,0,5909,0,1733,1851,0,2062,920,969,2365,586,452,480,1116,613,1492,0,0,8043,4987,0,7105,0,1895,541,550,163,2432,685,0,0,225,0,3503,2515,0,1753,2949,754,797,1514,1469,4217,1868,0,0,0,8915,0
SAMPLE_87,2362,0,0,428,4975,1568,0,857,0,87,0,0,1410,87,1303,0,0,3075,777,0,131,1074,0,255,4130,0,0,1601,2027,0,3545,2175,0,0,1399,0,287,851,125,0,1904,87,0,0,0,110,0,0,0,0,0,1440,28,0,0,0,0,1678,0,0,0,1739,1931,0,0,1265,2022,909,1135,2270,2881,1173,3163,1861,337,382,5250,3851,0,0,0,0,0,102,0,8273,0,0,0,0,0,0,0,0,0,0,0,0,1654,0,0,0,0,490,843,0,0,509,27,0,0,0,170,186,85,904,177,305,0,180,2552,0,1199,377,904,941,0,1275,415,785,3407,1053,0,1602,0,3634,1190,0,4756,187,0,0,0,2391,0,0,218,463,876,675
SAMPLE_88,0,1694,0,0,3545,0,192,0,0,606,3556,2044,0,1530,1587,1657,0,5381,0,205,0,317,1500,0,4025,5304,1708,1523,0,396,1347,0,4385,0,88,0,744,618,1263,0,9293,0,503,0,413,0,746,2105,0,0,1796,446,817,0,0,1016,0,240,135,737,0,0,0,362,0,0,1835,0,2458,459,3882,917,900,0,306,0,0,0,0,280,0,0,0,0,0,0,0,69,145,258,1805,57,141,2131,0,743,0,0,454,3347,2618,0,3614,219,804,0,177,0,0,0,0,0,0,2443,2687,0,0,0,0,5425,3972,0,1106,247,2407,1338,0,0,0,3128,1859,3,0,2064,166,1342,0,3241,0,198,0,0,0,0,0,801,2690,0,0,1478
SAMPLE_89,308,0,0,926,5700,0,783,697,2769,879,1761,2630,1844,0,134,435,71,0,134,48,66,0,763,230,659,2188,520,0,0,645,0,363,1403,0,649,4753,827,2450,435,0,7462,152,1545,0,573,428,249,0,1774,0,627,1236,176,0,573,2874,0,1822,540,0,0,0,0,228,323,9891,3784,1752,0,0,2160,0,470,121,0,0,0,305,0,0,1932,2503,0,145,2060,0,312,409,3034,283,268,0,0,0,2724,0,366,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,179,0,0,0,2049,29,1081,1572,721,1358,1056,1024,0,0,0,255,0,4202,2085,0,0,0,0,0,107,2084,0,621,880,0,481,808
SAMPLE_90,0,2408,0,480,3536,0,0,0,0,12,221,438,0,0,2051,2408,0,0,0,472,0,0,0,222,9060,0,1659,0,703,0,0,0,3296,0,0,0,1385,2924,585,0,0,0,349,554,0,0,0,0,0,0,0,0,268,1449,0,0,896,2777,0,0,50,0,0,398,4882,0,0,476,690,107,2024,1313,415,1175,194,0,0,328,0,0,4288,0,0,100,0,0,1686,0,2933,701,0,394,1341,176,0,0,0,0,2914,802,0,341,0,0,0,0,279,1812,275,0,611,5485,0,0,0,0,0,0,0,0,0,2389,0,43,0,0,0,0,0,0,0,1899,0,0,2013,2,0,5976,1171,482,2089,1470,106,4830,1239,2879,0,1710,4338,2496
SAMPLE_91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,233,131,2,2094,0,0,4911,2475,0,0,0,0,0,1667,1976,1008,0,0,0,103,81,2580,2499,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,177,2817,0,3830,0,868,117,0,1633,0,0,3827,2091,851,1528,3520,1342,3951,0,1340,538,0,372,0,1300,407,0,168,1296,0,1365,552,0,877,1167,1028,663,4129,1651,1537,270,1941,947,0,1124,0,0,603,0,0,0,0,0,59,33,284,70,188,0,69,352,0,851,0,721,324,0,391,2453,478,0,0,703,1024,0,0,418,322,49,2657,509,0,261,0,9,86,0,0,1669,0,0,0,0,0
SAMPLE_92,0,0,0,427,0,977,0,497,0,0,3787,0,1403,0,0,418,3545,0,298,372,43,0,750,56,1398,778,0,1033,0,69,2468,0,0,0,0,703,612,0,0,0,485,627,0,0,2634,2187,1302,2629,527,1279,0,0,0,0,0,0,0,0,0,0,1333,0,715,516,1930,0,2862,0,0,1941,2107,97,4487,0,0,0,0,987,1223,0,0,0,393,742,4649,0,191,503,353,358,0,2521,742,2734,0,0,0,0,3631,0,6048,0,6128,0,445,0,8115,2046,559,488,331,0,846,0,0,0,3347,1540,1335,1266,1299,2411,1408,152,1213,808,1694,1125,506,0,0,0,1697,0,0,4896,0,0,0,0,1294,0,0,0,2415,319,1241,0,0,0
SAMPLE_93,0,0,470,278,558,226,757,58,0,0,0,0,0,0,1422,1961,0,0,1150,0,217,22,1584,2120,1158,2881,0,2354,0,0,1771,0,0,0,721,3175,150,350,0,697,2629,0,1186,54,0,1514,0,0,0,1627,0,0,0,0,0,0,0,0,0,0,0,1917,0,0,0,691,0,1057,2634,389,1971,0,1023,0,0,0,0,0,0,0,0,4232,0,112,4018,9905,400,580,0,148,1496,2152,417,0,1131,1285,2126,4733,900,3267,284,130,0,1552,1940,1195,1284,70,0,0,1464,1068,0,0,1700,1401,477,0,1135,0,453,0,0,0,0,535,1948,239,0,0,1935,710,0,1756,0,0,308,2434,2226,0,0,0,0,317,0,407,0,48,0,0
SAMPLE_94,354,426,44,1802,4574,0,1686,299,3692,881,2230,3645,4259,2255,398,881,0,0,612,144,520,1815,117,1165,1833,898,854,716,1258,719,0,0,0,0,960,0,0,26,0,270,1258,373,1589,0,1352,1366,1098,0,0,0,0,585,3,209,0,0,1567,0,0,0,0,0,0,0,0,2377,3635,0,0,2018,0,0,948,0,76,0,0,0,116,0,0,1192,0,594,1047,9298,341,725,2005,0,0,1165,0,0,3044,0,841,2252,2228,0,1975,20,0,750,0,0,1882,1335,0,4649,0,0,1169,0,0,0,2875,1042,0,3618,998,0,3156,138,247,0,0,971,1091,0,139,0,0,0,0,0,0,0,616,1155,0,2328,0,0,0,4356,4464,235,5112,0
SAMPLE_95,0,1788,339,0,0,0,0,226,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,1617,0,0,551,482,2468,0,0,0,3411,0,0,0,942,0,0,0,244,0,0,527,320,13,846,334,0,0,2012,0,0,885,0,0,211,2119,0,2310,1906,2609,1560,3252,4287,4922,1201,644,847,1556,1113,0,1090,0,914,372,354,40,0,1048,468,1570,817,1430,1433,1891,3009,748,108,0,214,1239,2226,2613,0,445,241,693,312,0,51,0,766,0,0,316,0,1309,0,1002,1013,0,424,2884,0,1037,141,0,1331,1154,301,98,288,165,883,0,0,0,246,0,1895,0,564,297,0,0,145,148,1171,0,0,1592,0
SAMPLE_96,296,0,0,0,4470,0,135,135,0,0,0,0,3038,1416,0,1661,0,0,1623,0,283,0,371,2208,4059,1670,909,899,0,174,0,0,3702,70,0,209,0,795,0,1013,1482,0,1932,0,0,0,990,930,386,0,2097,654,82,0,899,558,55,983,161,0,0,0,0,523,0,0,0,0,268,0,0,0,82,0,0,3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,54,0,3240,51,126,0,0,2854,4069,2934,0,2309,36,493,0,3299,1532,0,883,321,0,2731,1436,0,686,1290,1162,123,2954,3929,0,0,0,4306,952,0,0,305,1305,0,0,114,27,0,1093,0,253,2920,125,0,0,146,2677,2328,3594,275,150,702,2338
SAMPLE_97,0,0,0,258,0,0,0,0,430,0,3446,1521,0,1824,0,1806,27,0,0,32,19,0,0,0,305,0,0,0,0,1436,0,870,0,0,1687,0,0,990,1229,0,0,396,0,0,0,1216,3691,0,0,3553,475,183,190,502,2198,0,0,2700,356,947,0,5315,1131,257,0,0,1215,527,763,3069,518,815,3248,672,298,0,627,0,2150,609,492,2125,234,159,2106,0,1042,818,3493,3043,0,1031,1563,2969,856,0,0,448,1218,2041,2285,0,3200,40,0,0,318,0,0,2164,0,467,553,0,86,0,881,796,0,3403,3403,0,3734,206,734,0,5648,1909,0,1316,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_98,0,921,1979,0,662,0,0,0,1253,0,0,0,900,0,0,124,0,0,0,306,58,2135,0,1456,0,0,149,1593,0,836,0,347,0,0,1045,0,0,472,0,0,0,0,0,0,0,4,0,3407,0,0,0,0,178,0,1075,1203,251,595,636,0,2157,1628,812,200,0,0,0,0,1629,1526,0,2250,2522,4113,92,5271,3280,2923,0,255,0,2192,338,558,0,0,0,0,0,528,451,708,2141,54,327,0,0,375,55,0,1447,209,495,0,155,0,1693,1405,1530,0,544,532,262,4298,322,0,1170,491,239,0,1097,0,0,42,3376,371,0,182,0,1397,0,0,0,0,0,0,2582,0,1965,464,657,527,699,1784,0,1329,1292,0,0,0
SAMPLE_99,1276,0,0,1056,1447,0,0,0,0,326,0,0,0,0,1571,0,0,0,2446,94,159,0,368,1962,1139,2072,0,0,0,0,0,0,0,0,23,238,147,0,90,0,0,69,1097,59,0,207,3265,2514,0,0,1955,442,0,315,0,532,166,2254,0,1870,0,1097,0,218,2622,3064,0,0,544,2647,1210,0,3755,134,196,0,0,1212,442,0,2274,1341,28,0,3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2634,867,0,0,4169,857,920,180,0,433,0,0,486,769,1203,136,319,0,0,706,0,0,1916,410,0,296,68,3387,0,4370,1272,1781,3118,2511
SAMPLE_100,0,1525,3151,329,0,0,0,0,295,0,0,0,0,0,685,0,0,0,0,55,0,0,876,0,1594,88,761,709,2282,0,2816,0,0,0,0,1251,0,0,0,0,0,0,892,1820,0,1539,0,0,0,0,0,0,469,0,557,0,0,248,1421,0,0,146,1062,313,898,0,0,1751,832,1877,1693,3013,1897,2321,490,1564,5750,1108,0,0,2746,0,0,283,2438,0,221,265,2410,224,738,828,0,645,0,0,0,0,937,0,0,0,1866,0,0,0,1932,1359,1636,3496,331,24,2008,0,0,195,893,1845,0,2976,2523,0,1167,265,1475,739,624,641,1457,793,150,0,0,0,580,1155,178,556,655,0,188,1265,0,821,3710,2834,1189,453,0,1037
SAMPLE_101,451,0,3212,0,313,459,498,0,1320,8,1050,0,0,0,0,2096,738,1986,406,247,48,508,375,96,2534,2388,0,1516,0,635,1374,0,0,0,1893,0,5,0,10,0,0,0,0,0,12,17,0,0,0,1536,141,0,2,0,0,2061,0,1623,0,2847,210,906,305,65,2406,0,0,0,4569,1862,1126,2861,0,7226,443,1193,0,298,185,0,1992,2020,261,312,588,0,231,777,2403,802,227,494,0,138,856,1290,331,437,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,361,0,0,118,0,209,0,0,0,970,278,770,0,5103,550,889,542,800,0,553,294,443,76,818,600,0,399,0
SAMPLE_102,124,0,145,1479,2397,0,304,1,0,964,3471,594,0,0,1582,0,2723,3124,178,96,0,0,0,0,0,644,935,582,0,0,1308,5626,3980,0,0,0,0,842,0,0,586,0,181,0,106,44,543,57,368,0,0,0,0,1177,425,0,1333,0,0,0,0,0,0,0,0,7470,0,0,0,0,0,0,0,0,0,0,0,478,0,329,0,2834,0,450,1436,0,0,170,0,0,0,1777,1780,99,932,135,0,2125,3180,1719,215,33,0,69,555,0,0,499,0,0,781,0,245,4196,860,0,376,1714,1729,0,1996,1871,5009,584,974,1420,196,0,1642,825,0,0,738,0,1842,2700,1159,1205,1540,545,1135,1651,367,879,866,995,2321,293,1007,810
SAMPLE_103,197,0,552,1785,0,88,620,345,4320,363,0,0,0,0,389,0,0,6595,885,0,0,0,0,0,1022,676,462,0,2249,781,2196,0,0,0,2210,0,0,87,0,0,417,55,458,0,0,238,1376,594,52,2130,507,0,270,0,0,0,0,2206,0,1391,0,1775,0,0,0,7839,1232,3816,1115,1860,5290,0,5838,955,90,0,0,856,0,59,1982,0,0,482,648,0,0,0,0,0,539,598,0,1847,666,426,119,2409,0,414,2055,27,4141,405,0,0,449,124,0,4813,513,443,0,342,842,155,0,436,476,0,0,739,1699,15,0,673,2235,0,189,168,504,0,549,0,562,0,0,0,215,0,366,0,788,2400,0,1097,3001,0,815,0
SAMPLE_104,36,291,0,609,4047,39,334,366,0,88,0,616,2738,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276,4158,0,0,1025,1464,0,0,1726,0,701,601,479,0,3177,0,655,0,0,684,1251,0,0,759,850,0,728,2206,0,0,0,780,0,0,0,56,0,264,0,0,0,4101,0,3189,1342,0,1356,0,0,755,0,8546,0,0,0,0,0,0,0,0,0,1998,2678,3254,0,117,0,0,0,1343,1436,916,0,0,6042,0,0,0,198,3459,4822,465,981,4317,0,1369,2032,294,737,531,783,567,0,99,366,3379,434,501,0,1091,0,3032,1556,0,0,0,22,0,68,1211,0,618,0,0,185,2592
SAMPLE_105,701,0,0,0,3007,0,0,62,324,412,120,1651,538,0,0,0,1908,0,251,66,0,0,0,19,2229,2327,835,1665,0,2047,1249,0,4078,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,421,0,2997,2746,1843,2473,3409,3415,2081,3349,3649,285,2483,3511,1040,0,0,983,99,0,38,0,5526,0,133,389,1294,566,68,0,0,193,1476,191,1458,0,0,2069,233,729,0,0,182,1448,0,2355,409,57,1172,341,592,0,1403,784,843,1310,3242,973,776,0,7,0,0,0,29,42,1794,274,124,182,38,0,0,1096,156,0,23,0,0,0,699,480,0,911,61,1147,0
SAMPLE_106,0,0,0,419,0,2,961,74,0,288,4870,0,0,1945,0,0,4065,0,0,0,0,0,1037,0,789,3670,887,0,1973,579,0,0,0,0,0,167,0,134,0,1291,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,33,1357,0,3944,496,107,0,0,0,1774,3317,1546,1361,1150,5343,3172,222,2073,6621,3560,2139,627,0,1353,353,277,674,0,340,182,1453,2754,1926,0,2003,1977,162,0,341,0,1217,0,1495,0,2654,0,0,0,557,0,1014,4153,359,756,3636,0,0,0,1050,3710,88,1518,2216,0,2088,275,0,0,2585,1978,458,0,3216,808,36,940,0,545,306,647,0,736,0,1484,381,0,1408,826,343,0,5440,368
SAMPLE_107,0,0,0,583,2450,946,546,458,765,726,2476,931,4808,0,0,3570,0,0,504,228,85,0,0,1267,632,0,183,1428,148,0,594,0,0,114,2232,0,0,0,0,208,0,76,772,0,0,0,1286,0,0,5154,377,0,161,289,0,355,0,0,0,81,0,2784,1706,0,0,1457,985,0,1917,1203,714,1557,813,5914,518,1317,4193,480,779,1407,2874,1119,0,167,2385,0,555,465,371,340,0,866,1808,308,0,334,0,1057,560,2075,467,0,1133,407,271,5,0,0,2001,2858,1837,1851,2801,387,0,3620,1146,0,1434,2618,922,2157,550,0,0,0,0,1182,955,0,0,0,133,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_108,0,0,1890,142,395,0,0,0,1507,0,1453,0,0,6362,0,182,2964,0,201,0,0,0,1013,0,2660,1516,1858,0,1035,0,1036,0,2743,0,94,1073,699,1819,330,487,5299,273,0,0,237,0,0,796,0,0,0,0,0,0,0,0,583,0,0,0,0,183,0,392,0,0,0,0,3456,0,0,0,2082,1543,0,0,0,0,190,0,2545,334,362,152,0,6127,458,0,3017,620,0,0,330,0,2184,0,918,374,1267,1548,0,0,832,0,262,0,956,1819,0,254,644,0,0,0,1213,370,145,0,0,0,0,2053,2435,0,427,0,0,66,965,0,0,18,0,375,640,0,0,0,2259,1032,156,13,126,1233,0,0,0,1364,0,0
