,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124,TAXA_125,TAXA_126,TAXA_127,TAXA_128,TAXA_129,TAXA_130,TAXA_131,TAXA_132,TAXA_133,TAXA_134,TAXA_135,TAXA_136,TAXA_137,TAXA_138,TAXA_139,TAXA_140,TAXA_141,TAXA_142,TAXA_143,TAXA_144,TAXA_145,TAXA_146,TAXA_147,TAXA_148,TAXA_149,TAXA_150
SAMPLE_72,0,1167,1672,0,0,799,0,0,1177,0,370,572,0,451,0,707,0,0,1672,43,0,0,590,2268,2043,0,0,2934,6086,2807,0,13,0,1646,2182,264,1003,0,0,2444,0,0,0,0,0,0,2278,0,0,2970,0,1969,0,0,0,450,0,0,0,0,0,0,0,0,0,229,308,0,0,9175,0,375,0,0,0,2416,330,3325,0,870,0,0,1247,0,1318,136,3153,1793,0,0,0,0,0,3492,303,0,0,0,0,0,3766,0,349,56,568,449,0,0,0,325,0,0,0,0,0,329,1956,2007,3292,0,0,0,1181,3349,0,0,53,0,0,2771,2714,0,0,0,1733,0,663,0,0,0,427,0,0,3989,531,0,0,610,0,0
SAMPLE_73,0,0,0,0,0,263,1244,0,0,748,0,0,0,1531,0,223,0,0,0,0,0,0,54,1648,453,0,0,223,8210,0,0,0,0,0,1258,0,1900,5155,0,1106,91,849,45,0,0,0,0,83,0,0,0,0,0,0,0,508,138,0,0,1335,0,603,0,0,0,0,441,425,0,3392,0,79,0,117,0,0,0,294,0,1174,0,0,1000,0,1949,725,986,445,0,0,1007,1413,0,0,2049,0,0,0,1947,121,0,0,675,0,161,0,252,2563,356,212,0,302,0,108,4502,26,1434,339,4063,0,0,538,3341,0,96,0,0,3450,0,1739,0,14,892,0,4699,0,0,19,205,0,0,136,0,2246,0,0,0,220,335,277
SAMPLE_74,729,819,340,0,0,0,1545,929,0,1623,0,0,0,0,0,719,0,0,17,112,1202,2665,0,0,0,472,0,0,0,2468,537,0,141,1486,0,2492,0,1794,0,2155,1558,0,0,0,0,682,0,0,382,0,0,0,0,0,0,0,1194,132,0,4276,0,0,0,0,0,0,162,612,755,7,1155,342,391,0,4398,0,0,1755,0,0,0,0,227,6496,0,469,1068,150,0,0,0,315,5841,4458,4514,0,0,0,0,0,0,0,1014,0,0,1242,0,0,0,1356,0,3114,820,0,0,80,4388,0,0,0,0,2072,0,0,283,1781,0,0,0,1373,3304,511,0,0,854,0,3090,2854,0,0,1475,0,1182,2094,217,278,0,782,0,258
SAMPLE_75,1083,0,1594,0,0,104,0,0,0,0,0,0,339,0,0,0,0,0,1728,0,0,2178,0,578,0,943,353,4379,1550,0,18,0,0,0,0,0,8,0,204,5353,1338,0,0,0,1333,324,0,0,910,0,2784,0,0,0,1937,0,312,239,2585,0,0,145,0,0,0,1133,0,0,154,4386,0,0,0,0,0,2948,40,0,0,0,0,4500,199,0,0,798,0,0,0,361,0,0,4176,0,2222,0,152,241,0,0,0,0,322,161,80,1528,0,0,1080,0,163,3819,6544,0,0,0,0,0,0,2819,1523,1708,4007,873,0,0,0,0,0,3296,152,784,1244,4186,0,1903,62,0,1925,468,1232,537,1272,2084,0,0,0,0,696,847
SAMPLE_76,406,0,0,0,0,1264,2491,0,0,0,0,190,0,0,779,0,0,0,521,0,781,0,0,1767,767,0,0,0,0,0,0,0,113,0,1307,1390,578,0,0,2913,301,1505,311,312,0,0,0,1674,1157,5811,2982,0,3010,0,2489,0,1546,420,462,1099,0,0,2446,0,122,0,201,0,195,3335,147,199,0,292,152,956,0,0,0,1196,0,4300,993,2436,1900,734,247,0,4173,1576,618,300,0,1129,0,0,0,0,0,0,0,919,0,0,57,0,0,0,0,423,0,0,5147,0,0,0,12,0,2602,2429,0,1583,2966,3411,862,6547,0,0,0,3988,0,388,0,0,0,258,0,0,0,495,598,563,631,1218,674,0,0,109,950,700
SAMPLE_77,0,0,197,0,0,0,0,0,0,0,0,0,0,0,982,540,708,1338,1212,0,0,1734,276,1363,0,0,171,0,0,0,0,316,360,0,0,0,0,5373,0,4052,681,0,728,1525,0,0,282,3658,2057,0,0,0,0,0,0,0,65,0,0,567,0,0,0,436,0,60,0,0,1245,4683,228,1310,101,0,283,0,0,2008,0,0,0,0,0,0,0,226,0,0,0,0,0,2812,0,3084,0,409,0,3032,0,0,0,2997,235,0,283,0,0,4879,0,422,0,967,0,0,3725,0,886,2413,2079,0,0,0,3123,370,0,3216,0,5027,0,0,0,949,1273,0,0,0,793,0,4730,0,0,0,1208,0,0,1303,0,0,1000,0
SAMPLE_78,398,0,0,0,3730,0,8552,1066,0,572,0,0,0,0,1750,480,0,2429,0,0,0,0,0,2514,0,0,0,2557,2763,0,0,0,0,0,0,0,0,0,0,2152,23,0,0,0,0,224,0,0,1257,0,0,0,2958,0,0,0,0,51,272,0,0,30,457,89,0,306,0,650,2362,0,0,1712,0,1597,1365,930,1451,0,0,0,0,1252,0,0,0,0,0,0,0,1635,1342,0,626,816,0,0,0,0,0,0,0,617,0,0,535,0,0,841,0,0,0,0,4013,0,0,136,1504,0,1579,1019,1904,0,0,3989,0,8378,0,0,0,5339,499,0,168,2943,0,0,682,2239,0,0,0,0,788,2123,0,504,546,2372,0,198
SAMPLE_79,252,1185,1815,0,1240,1035,2338,80,0,581,264,682,0,0,0,0,0,1615,0,0,1959,0,285,887,0,0,0,0,1591,0,556,0,103,305,1941,607,932,0,108,3316,0,696,81,0,38,15,0,0,0,3825,1057,0,0,0,0,0,0,0,0,2101,42,0,466,0,0,0,0,644,0,0,0,0,0,201,100,0,0,0,0,0,0,0,0,2298,0,401,388,0,0,56,0,926,1166,4323,0,279,0,0,0,23,9908,0,65,0,0,1335,0,560,913,0,0,1500,396,0,235,98,2220,2323,865,0,3136,1775,0,78,0,506,0,0,0,417,1027,0,0,53,3786,0,1823,1888,0,0,150,0,0,0,319,2396,0,858,0,0
SAMPLE_80,0,0,451,630,0,333,6411,0,1460,1032,0,0,0,0,893,53,0,0,0,0,1191,2539,201,0,0,35,0,0,2238,6221,0,231,0,851,4734,637,2307,1468,0,3994,0,0,0,252,0,0,277,0,0,1948,2194,0,3233,0,0,445,301,0,0,0,0,0,0,443,288,0,2101,0,0,4081,177,0,0,0,0,0,0,2659,0,63,0,3179,0,0,0,862,0,1583,1817,1142,197,2047,0,1241,563,0,0,348,0,537,2039,298,2094,0,786,764,0,3627,0,0,0,1726,4386,2003,0,213,0,0,1627,1929,0,0,2768,0,0,0,0,8371,0,2971,0,304,2355,146,0,0,0,0,0,0,0,0,40,2210,0,0,0,0,0,907
SAMPLE_81,0,0,0,527,625,0,0,0,687,0,0,366,0,76,0,135,0,0,1228,50,448,147,228,0,388,0,0,1876,1718,1690,0,0,0,0,2143,0,2037,3283,0,2689,0,1039,469,0,1105,0,0,1449,0,0,0,0,0,0,0,342,0,0,0,382,123,0,983,0,0,876,163,0,1726,6345,0,0,0,1986,478,1300,0,0,0,0,6763,0,0,3617,1822,144,0,547,1384,882,666,0,1822,0,2602,0,0,539,2598,463,3011,0,1625,0,24,0,70,0,0,2470,0,858,2692,0,0,0,0,2142,2319,0,0,0,0,0,1197,0,0,3382,0,2342,0,0,483,461,0,406,0,0,67,1078,0,0,3708,0,68,0,258,0,0,0
SAMPLE_82,0,0,3390,0,0,0,0,0,128,0,337,0,0,2735,194,0,5303,0,4120,0,0,0,0,0,0,544,59,0,0,775,0,0,0,0,2544,3518,2382,2353,53,892,0,16,614,12,0,0,0,2641,0,0,430,0,0,1847,0,0,1843,664,995,34,0,478,4307,0,0,0,481,309,2980,224,954,67,0,0,3677,0,0,0,0,138,392,4824,0,656,2272,0,2233,0,0,0,0,1966,1952,440,0,44,0,0,502,0,5735,0,3491,0,0,606,0,740,943,1943,0,0,0,0,800,133,0,0,888,1331,195,0,2665,0,0,0,0,6944,0,1015,1217,1048,2794,0,0,0,3060,2835,0,0,876,0,430,0,0,394,0,2593,0,91
SAMPLE_83,0,266,0,0,0,0,0,0,0,0,0,0,0,0,3102,0,0,0,0,0,0,2510,694,762,1488,123,0,0,1552,0,0,0,0,547,0,2142,1172,1085,0,1017,1000,707,747,0,0,1632,3029,2776,0,2005,0,0,0,0,0,0,0,0,0,829,238,727,1088,0,982,0,982,0,54,0,0,0,0,0,0,474,3295,0,0,0,269,3776,688,0,1955,1377,0,2888,0,0,2817,251,905,1685,0,0,88,489,0,154,2814,0,0,0,566,0,7962,0,944,0,250,0,0,779,0,125,5699,360,0,0,473,0,1142,2811,1283,1527,0,0,0,4192,723,514,552,1253,0,959,2719,0,0,2620,912,0,0,0,190,0,0,276,0,250
SAMPLE_84,811,0,0,0,0,0,0,0,0,0,92,0,0,0,294,0,0,464,0,0,2292,0,108,0,30,0,0,793,0,0,49,196,726,87,782,0,1992,659,0,0,0,1041,0,1954,4618,573,0,0,352,2115,951,1827,2893,0,330,0,2000,0,0,0,0,0,3592,26,0,0,0,0,4146,7096,578,0,0,771,1208,2687,0,0,0,342,0,10728,0,0,0,0,0,0,678,0,0,229,3643,1049,259,0,0,0,0,231,0,958,2931,0,33,719,0,0,0,0,622,792,1459,3695,0,0,2747,2024,449,1585,0,170,354,0,1014,0,0,2373,0,4640,0,569,0,0,0,0,0,1223,1819,0,0,0,0,0,98,25,0,297,611,0
SAMPLE_85,168,0,757,0,263,0,2651,992,0,0,0,1267,0,2455,39,167,0,0,2718,0,0,2981,0,0,0,0,0,1288,3156,0,455,0,0,0,0,1435,0,3319,0,2201,268,0,0,0,513,0,0,0,1104,0,998,0,3313,0,0,0,3088,0,0,0,558,127,807,0,2253,0,0,0,0,0,0,0,0,0,0,2845,0,0,0,1248,956,0,1871,2281,3016,289,0,2684,0,313,181,584,0,1100,0,0,52,1204,3401,348,4421,2553,0,66,387,747,0,928,341,0,98,0,1299,0,0,0,4671,3840,0,2253,1319,0,2111,0,0,1791,0,1311,0,3424,0,1054,0,85,0,0,912,2138,0,0,0,0,0,4043,0,92,0,0,0,1315
SAMPLE_86,1286,1032,0,0,0,0,405,578,330,953,0,463,0,692,0,684,0,0,0,0,984,0,1157,3838,0,0,0,544,0,5320,0,0,0,251,0,619,859,3081,0,0,1174,0,0,0,2678,0,0,1032,0,2110,579,1439,0,0,0,1041,0,1092,0,713,0,758,2105,300,0,2408,13,795,347,5611,2634,0,0,0,0,0,0,0,0,2668,0,5467,1733,2942,0,26,0,0,2618,0,4492,2182,4127,5599,0,294,0,693,7083,324,0,1398,0,0,0,2991,0,1141,601,4614,287,0,0,42,0,0,768,8471,2581,1199,301,0,0,76,0,0,950,854,0,5005,246,0,726,777,0,0,376,0,1392,0,0,0,0,100,182,1078,0,0,0,208
SAMPLE_87,0,0,0,0,4617,0,0,0,1927,0,0,0,45,924,0,443,0,0,4130,0,297,1097,0,1498,1152,0,0,0,2503,6445,0,0,0,0,3966,386,2590,1509,0,0,0,0,0,1115,0,0,73,1253,0,552,710,0,2413,0,4156,1564,0,51,661,1475,268,107,3131,0,0,0,831,0,1017,0,477,0,0,501,865,0,1005,0,0,0,0,0,0,3003,6182,0,0,5099,4810,0,0,0,0,0,0,0,0,0,1978,244,677,388,0,72,550,167,0,1238,1045,861,558,0,887,0,0,0,0,2948,1126,496,0,1944,2126,3442,0,0,0,3066,0,1526,0,0,187,0,0,0,276,0,0,1891,0,0,1034,0,65,0,0,539,1800,174
SAMPLE_88,0,0,1468,0,0,658,0,0,144,0,89,0,0,1801,0,77,0,0,1578,0,1873,0,381,0,3153,0,0,0,0,4326,0,0,0,2872,3196,0,1019,0,323,0,427,0,230,0,0,165,1259,1693,0,0,2559,2544,0,3347,0,0,1944,192,674,422,0,163,0,0,0,0,484,269,3537,1090,0,0,545,0,0,0,1364,0,0,0,0,0,0,353,6137,1780,0,2751,0,1456,0,62,1725,2200,0,1564,0,1106,586,185,0,4326,2810,0,648,0,272,0,972,501,0,110,1403,0,378,0,0,0,526,0,0,1051,1563,0,0,0,13,9344,0,1755,0,0,1860,0,0,424,0,1621,0,0,1144,0,833,0,0,0,0,1560,1180,413
SAMPLE_89,1670,1273,0,77,2026,0,0,0,723,930,27,0,0,0,641,622,0,1932,476,0,0,0,129,0,0,0,0,39,0,0,0,0,0,311,0,916,58,0,0,3665,0,0,0,1531,500,951,535,689,611,4196,774,4501,1276,0,0,0,993,1220,1064,10,0,0,4405,0,0,1070,0,907,0,0,1373,0,639,0,447,0,0,1688,203,0,0,0,0,539,2442,0,0,0,415,949,887,0,0,2946,0,1384,0,197,47,440,5997,1235,177,0,24,1570,0,0,61,0,0,0,1287,245,28,0,2160,0,0,2003,1015,0,2677,481,0,0,0,4285,0,2582,122,0,0,0,0,0,2258,0,0,0,2225,0,0,279,0,0,0,12,3817,0
SAMPLE_90,90,0,591,1042,2131,0,0,512,1314,0,0,38,0,0,0,359,0,30,0,0,1617,1542,700,0,1761,373,0,10,2537,6422,0,0,0,168,0,957,533,910,0,0,0,0,216,0,0,0,2175,0,0,2061,0,0,0,0,2113,0,0,0,0,0,246,0,0,0,0,0,0,212,1346,4418,0,0,124,268,0,0,70,0,0,944,386,0,2355,581,0,39,474,1256,0,0,759,510,711,595,0,0,0,153,0,171,1665,0,45,167,0,1409,0,1209,204,0,0,0,3056,0,243,0,2080,0,1688,3156,0,0,2061,0,1098,0,0,5691,0,934,0,0,0,0,0,0,184,0,0,781,0,0,0,0,0,0,0,538,0,0
SAMPLE_91,859,1702,416,0,0,596,4679,0,1290,0,0,0,0,0,1786,464,0,95,672,17,678,384,190,0,1597,0,280,0,4077,0,0,46,604,0,0,1500,1587,2374,0,0,186,0,237,0,0,0,1699,2990,0,1343,1668,0,350,0,0,0,629,61,1283,695,0,0,909,0,0,0,357,2045,1617,0,0,0,0,0,0,1449,0,0,0,0,0,4123,0,1397,1062,0,0,0,0,3052,0,0,1948,0,0,0,0,0,0,280,8624,0,107,0,0,0,2789,0,1714,0,0,0,5266,0,0,0,1512,0,0,1100,0,0,2078,4591,0,875,0,0,0,294,0,0,665,0,0,428,908,0,0,0,482,0,0,0,401,0,1680,418,0,450
SAMPLE_92,769,1116,0,0,1771,0,0,76,0,0,0,0,0,448,186,0,0,247,2678,0,0,782,0,1298,0,0,0,67,0,925,165,0,836,0,0,0,855,1624,0,4234,0,0,0,788,880,808,0,0,0,220,0,2629,861,1851,0,0,1254,0,0,693,947,0,0,0,0,0,0,0,2707,1778,0,0,0,0,0,0,1410,0,0,0,1919,3643,3398,4195,0,0,860,0,0,442,0,1654,2403,7111,1812,0,61,60,2120,534,2722,3521,0,0,274,4571,0,2226,0,283,0,0,613,0,0,0,0,0,0,0,1143,0,3610,2814,2655,4750,0,0,0,0,0,1030,78,0,4481,0,0,0,1158,987,905,0,1186,1667,492,0,0,0,1936,251
SAMPLE_93,0,1080,0,0,0,52,0,0,0,0,0,0,0,0,0,355,2372,0,0,43,0,1766,782,0,0,0,0,0,1200,954,0,52,0,210,0,0,0,667,0,747,750,100,183,0,569,0,555,0,0,0,3258,0,2805,94,0,404,1753,0,1928,1216,0,0,589,0,0,372,252,0,360,2467,0,0,0,1306,1194,0,0,0,0,315,0,0,860,2087,0,780,423,2317,0,1561,0,46,0,1060,543,0,207,132,0,298,0,0,544,54,0,683,107,0,0,103,0,0,1063,0,0,0,3444,0,0,0,0,0,1741,0,0,4290,0,0,0,1514,298,2771,0,1399,344,0,0,2076,366,0,126,0,421,1068,0,0,0,317,226,98
SAMPLE_94,0,0,587,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,2532,0,0,0,326,0,2011,0,0,0,2409,0,0,289,0,0,0,655,359,0,0,2355,0,91,0,0,0,0,0,0,0,3041,3853,0,0,184,191,504,0,36,0,1578,435,0,176,0,0,352,295,488,3902,128,0,0,0,0,0,0,0,0,0,1200,0,0,1280,3308,0,3372,1040,0,0,1284,0,1072,890,2809,0,0,0,0,0,0,1454,0,225,0,317,1780,0,4667,624,114,453,0,4911,0,4980,0,919,0,0,1109,0,0,929,120,0,4309,1285,97,0,5467,0,0,0,2422,0,56,808,0,0,0,0,0,511,1958,483,0,0,340,0,35
SAMPLE_95,0,795,0,377,811,0,0,82,13,0,0,0,0,1377,771,218,0,0,0,0,389,159,0,0,3001,0,0,0,5250,0,0,0,148,0,0,1767,0,885,0,1908,0,565,54,0,0,0,1315,0,508,3328,623,0,1589,2073,0,0,220,0,0,249,0,0,287,0,0,1158,544,922,1141,1930,890,14,0,0,130,0,0,401,303,1731,0,0,0,508,429,0,0,0,2011,790,0,0,577,835,0,0,9,0,0,0,1691,1248,0,0,328,0,0,2425,2119,0,0,0,1212,0,2537,46,0,0,377,1182,0,0,1173,0,174,0,0,0,0,2126,0,0,383,0,586,0,0,0,0,0,0,0,0,904,44,0,2959,0,1701,46
SAMPLE_96,0,618,151,0,0,335,0,68,0,0,0,0,0,2545,294,102,0,2191,0,0,3395,964,702,0,4095,0,0,0,1178,106,425,0,0,104,579,0,2996,3741,0,0,0,0,6,0,0,0,753,659,230,1028,4272,0,4437,0,0,0,865,1026,1637,708,322,465,1915,0,0,0,0,1059,231,0,0,1042,0,0,240,0,0,0,0,0,0,349,0,1122,0,0,0,1988,4806,95,896,0,0,4225,0,220,0,719,5425,0,4755,2559,3900,4,377,1685,0,4984,0,1717,0,0,3091,3172,0,53,0,0,0,1484,0,0,1213,2415,857,0,0,0,0,0,0,0,0,1477,0,0,0,1052,0,1597,0,232,373,685,0,39,0,284,665,0
SAMPLE_97,0,0,3211,0,0,1033,0,33,922,712,0,0,0,0,1746,375,40,398,0,185,0,2662,337,1674,0,440,38,626,0,2707,13,0,0,604,4192,595,0,0,0,555,0,333,20,0,0,24,0,2570,0,3438,330,1135,0,0,0,0,1171,0,0,0,410,0,0,0,0,98,0,0,0,5940,0,0,0,0,0,2189,3797,1008,0,51,0,0,0,0,1320,4819,0,118,180,2797,389,881,472,668,0,377,387,0,0,319,2254,0,0,0,794,576,0,0,0,0,0,1539,5314,0,0,0,2356,0,0,371,0,0,819,1364,434,0,0,4759,366,3278,0,813,0,1308,888,0,842,0,0,288,0,0,0,0,0,0,0,4,0,0
SAMPLE_98,210,922,1145,70,0,0,0,0,339,1986,1164,1594,0,0,0,270,226,0,0,0,0,1654,0,1638,0,44,0,0,0,3716,0,0,0,0,2896,1,200,4061,0,2736,0,0,115,0,406,0,0,0,1546,2183,2235,1564,0,501,0,0,0,0,0,1129,0,194,0,0,246,117,25,0,0,0,2411,99,733,0,0,972,190,0,0,3561,0,9253,3611,3116,5699,307,1135,3619,1981,1816,0,0,0,0,0,2994,0,0,0,0,1588,0,0,135,216,4753,0,3173,536,180,0,0,0,0,0,0,2417,4649,0,0,0,0,5439,3483,1620,0,0,5183,0,603,2149,0,595,0,0,0,0,1877,117,1032,33,0,57,0,449,1584,0,334,0,0
SAMPLE_99,0,0,1795,377,804,24,3139,79,0,0,0,0,0,141,0,0,0,403,2636,0,0,0,0,0,0,0,0,0,108,0,0,59,496,0,4216,1281,1263,2832,181,3125,0,0,0,1695,3728,193,0,0,1422,845,1121,0,1187,0,753,270,0,119,0,0,0,290,256,0,63,780,0,733,2522,2792,0,0,0,0,0,1327,0,2162,2231,0,0,1925,0,1675,4417,3023,606,0,551,2667,445,37,1734,0,498,168,0,0,963,0,9455,2695,0,0,657,0,0,2605,0,1421,0,0,0,124,957,65,0,4927,0,0,0,3749,0,0,0,0,0,7630,0,879,0,0,1239,685,0,0,0,0,0,103,0,0,5620,2512,0,0,0,0,2025,0
SAMPLE_100,0,0,0,0,0,358,0,0,237,534,0,1671,0,0,3033,0,970,1401,923,0,0,1024,1217,779,582,0,45,1496,5674,4808,0,0,570,823,892,32,0,0,0,3391,251,0,261,0,0,0,0,698,470,0,511,2842,2777,2072,2550,0,0,0,0,0,0,0,3234,207,856,1522,0,0,0,0,52,0,0,0,2353,3325,1001,2343,0,0,0,4005,1393,74,3885,0,155,309,0,32,0,0,4599,1749,0,4189,0,0,0,387,1726,1182,1005,0,0,785,404,0,0,0,0,3446,1662,0,0,0,0,0,0,0,108,613,0,1553,1155,0,0,1568,0,0,202,0,57,0,0,0,2764,0,2453,0,0,0,0,0,0,143,0,128,1069,0
SAMPLE_101,801,71,0,0,1181,0,837,0,0,0,0,1421,0,0,0,0,388,0,268,407,1282,2099,946,2,0,0,0,0,4746,622,0,55,0,0,0,0,1012,2449,0,1870,0,0,109,0,0,0,1315,0,0,763,2328,0,0,0,0,0,620,13,1111,0,0,0,5,0,0,0,386,810,1909,4300,0,74,0,578,0,0,0,0,699,0,0,1194,0,1228,967,0,110,915,0,1585,0,1349,757,86,906,0,0,0,308,142,0,0,2094,0,0,1189,0,3511,1126,0,0,0,683,0,1223,0,1648,122,158,4292,465,159,303,3777,0,1943,801,0,0,916,0,499,0,0,159,0,0,1647,128,0,0,189,0,749,149,0,0,0,0,0
SAMPLE_102,0,0,0,0,0,1118,0,0,0,929,0,0,0,0,1063,0,0,286,0,46,0,1073,527,945,1567,0,0,0,0,3550,0,0,0,0,1783,0,4580,0,0,0,0,0,0,0,0,17,215,0,698,2273,1983,0,0,0,0,579,792,0,3612,0,243,0,0,0,0,0,270,681,2217,0,0,0,0,0,595,2155,1771,0,0,0,0,0,0,861,0,0,0,2382,2360,0,0,880,1678,1748,0,0,0,212,306,201,0,3153,3238,0,50,0,937,682,0,2461,369,0,0,0,1399,0,5970,0,629,0,0,0,2698,2384,210,0,40,3919,0,4707,0,0,0,88,1036,0,0,2852,0,0,304,0,678,373,0,85,0,0,0,767
SAMPLE_103,0,939,0,0,3174,774,1010,40,0,1114,0,0,0,0,223,375,813,578,367,0,0,2170,640,0,0,0,0,3024,0,2135,0,0,0,0,6209,0,0,4547,0,1709,831,0,91,0,0,0,1809,0,1744,0,3384,75,266,670,269,0,469,0,0,2752,0,0,505,0,0,0,0,0,2642,0,903,0,0,598,1910,106,0,3814,188,0,0,0,0,2331,0,3892,208,0,2228,7,0,0,1378,3726,0,3727,0,0,904,111,1564,587,664,85,256,0,0,4916,0,0,0,3761,0,0,0,0,3020,2057,1604,0,85,0,785,0,0,3978,0,7793,0,2807,222,481,328,4488,0,240,0,1755,0,0,40,0,0,1482,0,398,0,324,0,0
SAMPLE_104,267,388,0,0,3126,0,0,0,0,0,0,810,0,0,0,469,0,658,2764,0,413,0,0,41,1658,0,0,0,0,984,0,138,0,0,578,0,0,0,0,5075,365,0,0,0,1506,0,441,1198,0,1506,123,310,1751,0,2276,30,572,0,2982,0,0,245,0,0,0,0,537,1823,2559,0,0,0,0,2115,0,1512,0,0,0,0,0,3764,3690,0,4963,2280,0,0,3930,126,0,1311,1283,1124,0,4353,417,0,0,315,0,469,638,192,68,978,2556,0,0,0,0,1725,1270,316,4987,35,0,3962,0,3449,0,1071,803,2139,0,0,0,4044,0,0,437,1226,1022,0,1150,166,0,0,0,0,1010,0,3366,2042,206,0,2138,1531,69,0
SAMPLE_105,0,145,0,0,0,0,0,0,302,798,0,0,0,0,0,0,0,0,3931,0,1080,3765,0,926,0,0,0,1979,0,8274,0,174,0,77,0,1875,0,3765,0,0,1156,538,0,694,0,54,0,2177,0,1219,3994,0,0,0,0,0,3036,0,1880,0,0,120,0,91,0,0,0,0,346,0,0,0,0,0,0,0,144,0,0,912,267,0,0,678,0,4521,1662,0,2783,0,519,3,386,1254,0,0,212,962,0,227,3377,1120,730,0,465,526,0,0,137,0,0,0,0,41,0,0,1705,0,1272,1446,0,2072,1065,2837,0,0,0,419,0,0,0,667,0,530,3218,53,404,0,0,235,528,0,3474,0,0,0,3897,465,910,0
SAMPLE_106,0,0,0,1042,0,357,820,0,0,293,0,1038,0,1745,1421,0,0,0,607,72,0,690,809,666,0,0,0,3924,0,0,477,0,0,2300,4021,0,3491,1711,0,0,0,1460,105,0,1627,0,0,1835,1140,0,0,0,2878,3173,0,499,0,0,0,0,643,0,0,0,80,536,0,540,3074,2907,0,0,0,0,977,432,2912,1255,170,1186,1008,0,1556,0,5875,678,1761,3790,0,1286,0,0,2325,0,4351,0,0,975,0,230,4969,1714,846,0,613,0,327,0,0,566,0,0,2315,0,152,428,0,0,0,0,0,0,0,0,1311,4539,1099,4119,0,3148,0,0,1709,2612,0,0,0,0,3703,0,316,0,0,517,0,0,0,0,0,183
SAMPLE_107,685,0,0,0,0,89,0,403,0,0,105,0,0,375,0,0,0,0,519,0,1420,1331,0,89,0,0,0,9,4594,2015,0,233,0,663,5764,577,2448,1425,0,0,293,674,0,0,0,0,0,0,0,3122,0,725,3137,1981,0,0,0,400,3092,939,0,128,0,0,0,2128,0,0,2020,0,0,492,0,0,3082,0,0,0,0,0,0,2132,0,193,0,0,12,2891,0,0,0,796,826,908,0,0,0,0,2995,576,0,0,2584,0,1074,3148,4150,2976,0,704,0,0,0,261,1539,0,0,0,3710,2352,0,0,2474,0,37,0,0,8235,0,0,520,0,1703,1174,0,245,57,2154,0,0,0,494,0,3289,33,425,812,0,0,0
SAMPLE_108,622,0,0,1941,0,27,1016,385,0,241,19,0,0,0,0,542,0,0,3358,0,0,0,0,0,3637,0,0,0,4984,6480,0,0,0,0,2168,343,0,0,0,175,1339,745,83,0,0,0,0,1505,0,0,822,1611,980,0,0,0,0,921,0,492,0,0,0,0,0,0,932,0,5008,0,0,1141,0,1257,1941,0,0,0,0,0,2564,0,0,0,4047,0,2988,4134,4101,1277,0,22,0,3243,0,0,50,381,479,219,3946,0,543,340,1082,4158,550,2089,971,0,0,3024,0,0,0,0,3126,0,2046,0,277,0,2443,494,0,4722,0,521,0,4145,0,0,2409,0,0,0,0,0,0,0,0,0,0,877,0,238,0,504,0,716
