,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100
SAMPLE_113,0,0,0,0,0,0,0,1850,1485,1719,0,3864,1477,0,2201,0,0,0,0,0,0,0,0,0,0,1313,745,57,93,59,492,0,1707,0,595,0,498,1116,0,617,703,1188,0,819,2857,1134,363,0,0,0,0,0,0,1449,1488,0,82,118,206,37,0,0,0,1184,0,0,642,746,3035,302,1168,0,4760,2334,974,0,0,294,97,0,0,0,7920,2409,9,0,0,360,0,151,0,0,41,3547,934,645,1378,0,0,0
SAMPLE_114,0,1011,381,367,3047,237,0,0,0,0,0,3187,3969,0,0,251,459,2023,1715,3038,0,273,207,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724,2193,434,895,0,0,0,8,0,39,0,49,2597,40,0,1781,34,0,32,0,0,406,1497,0,0,0,0,357,1434,0,670,1751,1053,488,0,0,0,0,0,634,4795,1165,0,0,249,100,0,0,0,27,0,186,57,113,0,111,0,311
SAMPLE_115,0,2271,437,112,763,158,234,0,0,0,0,173,174,0,71,163,0,0,0,110,0,22,0,21,0,787,77,120,0,0,0,0,0,98,498,372,363,0,0,0,0,0,0,0,0,0,0,1901,0,0,32,230,0,724,1463,0,1369,0,0,0,0,4,0,918,0,0,0,11,0,14,0,644,4306,5008,5781,1738,2051,1113,0,275,0,2828,456,187,20,0,509,1070,148,0,1160,16,0,0,1314,0,581,209,455,693
SAMPLE_116,0,412,334,811,1580,951,0,0,2408,3871,0,1341,1315,0,211,363,83,522,0,251,352,442,218,2761,0,591,412,0,332,0,0,0,367,6,1533,6,0,0,2406,1064,1627,0,1777,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1832,0,0,0,243,881,0,571,1224,1619,0,648,0,0,0,0,441,1654,0,4,0,41,55,0,0,0,10,0,0,24,6,24,17,0,142
SAMPLE_117,0,3892,405,45,478,50,0,2085,0,1,0,2827,1950,0,0,0,544,310,0,3517,2172,510,0,476,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,1288,25,2895,294,0,3698,691,2009,255,0,0,0,76,1165,0,1503,0,1416,449,0,801,0,783,0,30,66,128,4299,0,0,0,0,0,190,0,0,0,1618,415,0,3023,0,1037,5,0,0,0,0,1356,371,486,1583,1390,2145,1601
SAMPLE_118,0,651,375,1096,5334,1814,574,0,0,0,0,0,0,0,0,0,0,88,0,3386,2003,474,0,327,3,3724,362,0,0,0,0,0,0,0,0,0,0,0,221,117,146,80,0,58,53,788,0,1905,0,2119,0,2113,729,0,0,114,0,1588,970,0,78,0,96,15,154,1302,284,0,0,666,2782,2260,0,3392,2372,732,1572,0,2055,380,1475,478,0,0,7,5437,0,4125,353,0,1035,0,0,0,0,0,992,1332,2301,237
SAMPLE_119,0,1319,1032,370,3476,945,0,174,0,0,0,742,2088,0,150,342,657,1774,0,986,622,366,25,1461,2280,0,143,199,0,732,0,0,2412,263,442,375,0,170,2252,1649,0,0,1382,665,1017,4141,0,2804,0,0,3917,0,0,0,0,0,0,0,0,0,0,0,0,406,0,957,0,0,0,0,0,0,2937,0,0,0,0,0,0,0,0,0,0,0,0,4157,0,4830,0,0,0,813,0,760,190,219,3393,3078,5650,646
SAMPLE_120,0,0,131,1203,1744,706,0,0,0,0,0,0,273,0,55,0,0,0,0,0,0,0,1404,0,0,1265,486,0,97,0,0,0,624,284,163,352,0,3727,0,2285,1173,0,893,0,2649,976,0,29,0,55,0,308,0,780,0,1690,47,0,452,0,2005,0,0,177,0,427,0,0,0,1454,1208,846,292,1817,2754,0,1563,1805,0,0,0,14,2831,479,0,857,2469,4336,12,0,0,0,0,74,227,0,0,1184,1689,0
SAMPLE_121,0,176,148,262,1119,1284,0,0,0,0,0,0,0,514,52,0,344,1128,0,695,3130,2184,0,2115,1384,0,0,0,0,0,0,92,222,19,754,70,84,0,0,28,118,55,8,0,2,17,0,68,0,1607,0,5717,2685,1834,0,0,568,270,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,3487,8655,1657,0,0,0,49,0,265,0,294,0,0,0,0,0,377,0,64
SAMPLE_122,0,356,24,70,145,80,0,4308,0,0,0,4326,2046,0,1021,2236,271,188,218,1446,0,111,1207,733,0,542,328,1167,0,518,842,0,1649,577,251,1801,0,0,0,0,0,0,0,872,2241,1071,0,0,0,0,0,0,0,0,0,0,0,0,970,0,0,0,0,2,0,1859,0,104,0,0,0,0,0,0,0,0,1006,563,0,15,0,2049,101,0,0,480,0,177,1,0,0,700,0,1213,1689,112,769,366,764,120
SAMPLE_123,0,0,0,1032,0,1318,378,0,0,874,0,130,402,0,0,0,0,0,0,0,0,0,0,3101,0,0,0,0,0,0,36,0,312,111,0,738,1310,0,60,93,333,1231,0,0,1908,489,1002,112,0,1356,1760,651,0,647,0,0,0,0,2194,0,1400,342,0,362,1917,0,517,645,6291,66,284,165,2359,0,0,0,0,1298,0,1892,0,80,716,0,80,0,162,2126,9,0,93,0,0,0,0,0,0,0,0,0
SAMPLE_124,0,421,317,860,2498,614,2338,0,827,3268,0,776,0,0,2246,0,0,0,3181,4507,2619,1869,0,1317,0,2699,388,636,1,0,319,0,1246,293,2110,730,0,1920,242,2643,3749,8324,169,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,1601,2175,0,3037,1191,1807,0,0,1383,30,0,0,2304,907,0,441,0,699,64,0,2781,261,0,217,54,291,1330,1003,2348,221
SAMPLE_125,1278,189,113,407,1557,2091,0,0,1380,4660,0,1,0,1328,1445,3242,1314,1100,0,685,0,390,925,3412,324,0,0,382,0,188,227,113,135,0,0,0,0,0,0,0,0,0,500,584,1218,928,229,1078,53,8,0,1005,0,2676,0,0,0,38,451,0,2164,0,14,363,0,0,0,0,0,0,0,0,2845,3061,0,1375,0,0,0,21,0,0,0,769,7,0,2029,869,0,742,0,67,0,0,30,572,1116,0,322,80
SAMPLE_126,0,176,86,258,1574,304,342,0,0,695,0,246,0,0,1184,1265,107,465,0,0,0,0,0,0,0,1043,529,0,85,422,0,56,171,101,0,136,0,407,0,345,400,239,776,0,3814,3351,244,1871,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,1937,0,0,0,1245,1594,4202,4114,0,879,0,1151,1720,0,608,0,37,1844,273,2,5643,60,3978,0,0,0,0,17,0,0,357,614,1122,1874,36
SAMPLE_127,0,2442,0,973,0,1921,0,0,365,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,29,0,861,495,1753,85,670,112,3108,1505,606,175,86,164,108,0,40,0,3271,198,2487,4820,0,1831,0,0,670,1369,0,50,42,0,501,0,0,747,179,3071,626,2252,2199,323,4168,1750,1648,0,0,156,0,0,53,5374,737,0,0,0,0,0,0,0,0,0,0,0,0,214,373,145,1729
SAMPLE_128,0,3692,131,99,1014,0,2186,0,0,35,0,23,0,0,706,1529,438,226,0,194,0,560,0,906,1150,0,0,0,0,0,100,0,1057,0,548,0,82,0,46,8,0,108,0,0,0,0,0,6,8,3,0,53,0,44,2312,47,1560,0,84,69,0,0,0,134,0,68,857,217,4004,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,0,0,0,0,0,0,284,0,0,25,0,3411
SAMPLE_129,0,783,270,1580,2881,1070,620,0,0,2009,0,1327,529,0,0,0,0,30,0,61,0,220,1402,2055,0,4511,542,764,5,3406,5258,1111,4172,172,1877,1053,1126,0,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,624,0,1502,0,1850,413,0,1901,0,0,0,1921,3342,4404,0,50,213,0,0,0,0,0,0,457,267,0,0,7150,0,6274,0,0,0,19,0,13,0,0,0,0,0,1063
SAMPLE_130,0,2671,463,281,1311,537,233,0,0,52,0,988,0,315,1957,675,0,0,302,804,0,448,1393,4277,984,752,459,0,318,1,0,14,30,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,955,0,2436,1253,2868,845,0,0,717,0,354,0,0,470,215,0,18,0,0,1519,5023,3967,1813,1835,0,4499,51,0,0,0,0,3,618,12,313,0,0,0,0,0,1467,369,1375,1176,1433,2278,876
SAMPLE_131,0,314,260,322,2286,308,2298,3254,0,0,0,0,0,0,0,0,0,0,0,0,938,859,0,575,6,0,1158,0,171,0,235,0,1338,528,1231,703,198,0,0,33,143,54,629,0,2718,831,960,628,0,921,0,0,0,0,73,1311,0,0,0,0,0,0,0,0,0,1313,87,0,800,2,18,0,1244,6841,6712,3806,2808,4074,163,1306,610,35,0,0,248,0,3011,0,468,0,1430,10,0,14,2,0,0,142,178,98
SAMPLE_132,0,2624,186,1126,2357,1841,0,295,0,0,0,835,0,0,2484,159,134,1934,0,1072,5669,1306,0,956,166,4530,331,714,9,533,1805,119,1466,30,3287,0,383,2717,75,3779,1559,540,141,0,0,0,0,2632,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,1865,1494,528,0,0,0,1282,2636,2460,9617,0,0,0,0,0,0,64,0,93,0,0,365,0,886,435,0,1165,1819,108,0,840,2227,313,2600,799,1799,801
SAMPLE_133,0,287,92,775,1243,480,0,729,524,0,1166,0,0,0,1042,1865,477,867,0,564,40,0,74,871,1701,1566,372,1005,0,0,0,0,368,34,1251,223,51,1322,148,2115,1735,3879,0,639,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1000,0,1183,2724,0,0,0,1404,4764,661,0,0,0,345,157,0,1095,0,1724,0,0,0,0,980,1356,432
SAMPLE_134,0,189,0,15,51,0,10,0,0,796,0,1606,2412,803,1376,2271,204,124,0,69,0,47,693,471,0,0,4,69,0,428,608,400,0,88,1271,559,846,0,948,531,1137,0,2610,0,667,0,0,1936,0,0,2124,1419,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,167,751,173,0,0,0,0,0,671,0,727,348,2188,43,0,0,835,0,1547,447,0,1033,0,0,3858,931,0,1079,346,875,55
SAMPLE_135,0,0,0,610,3697,777,483,4177,0,112,0,0,0,94,421,968,173,920,0,849,0,0,0,0,0,4344,2152,172,627,0,0,0,0,0,0,0,0,0,0,0,1033,886,28,0,68,0,9,0,0,510,2428,2014,0,5193,3376,2506,0,914,581,0,14,0,0,105,2013,0,294,144,1244,1236,1725,2359,0,0,4348,0,582,619,182,30,0,4321,369,62,0,1508,0,1749,347,0,4551,421,715,0,0,0,0,0,0,0
SAMPLE_136,0,0,0,0,2819,320,499,0,0,0,0,60,0,0,344,807,0,0,0,0,0,0,0,0,0,0,0,164,4,5195,4812,1483,3700,418,0,746,0,1287,3355,7924,4133,2146,0,0,50,925,0,1674,0,0,1676,179,0,105,0,0,0,0,1072,0,1244,0,465,441,0,0,0,0,0,0,0,0,1486,4994,2174,2626,94,41,0,0,113,240,0,0,0,4660,0,4782,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_137,0,156,88,527,1404,1425,0,0,2360,4277,0,8,0,71,3590,2173,549,1915,0,1009,0,845,0,1714,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,3755,0,0,0,0,0,227,0,683,30,0,0,2876,16,0,0,855,0,0,0,0,0,1941,8696,0,0,0,0,1397,623,865,0,0,4021,0,0,2924,913,392,11,0,0,1053,0,0,0,0,0,44,14,668,3349,1380,5127,69
SAMPLE_138,0,34,36,0,44,28,0,0,3784,3456,63,0,0,49,131,284,99,1386,0,683,457,143,3,241,211,0,0,0,0,1729,5731,4384,2612,115,1305,617,1272,0,0,25,116,506,0,0,0,61,0,210,44,0,0,0,0,0,3749,0,0,344,1220,0,834,0,1826,66,98,439,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,1018,579,0,0,1826,0,578,0,135,0,517,0,1009,2015,58,801,353,818,0
SAMPLE_139,0,0,773,508,2504,0,3223,0,0,882,0,151,50,44,257,547,856,381,0,4834,3649,1412,0,1164,652,1225,569,0,0,0,0,0,0,0,0,0,0,66,0,86,160,0,75,85,14,47,0,0,0,170,0,740,85,338,0,0,0,0,119,0,688,0,0,589,0,0,114,0,0,1377,1708,1328,1302,5075,1899,2066,0,0,405,0,0,1465,17,0,0,0,5,39,0,0,0,27,3223,0,1018,0,0,0,0,0
SAMPLE_140,0,0,0,211,1340,325,0,811,0,0,0,2740,1365,0,76,53,120,985,0,760,748,261,0,457,0,912,1193,0,66,0,217,0,1400,540,1089,1028,972,1361,0,3941,1385,1297,0,0,0,3057,0,0,0,185,0,1738,0,4690,0,0,2272,0,14,0,0,18,0,1341,0,0,0,0,0,1211,0,0,9162,4888,0,0,0,0,0,1440,0,0,6810,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_141,0,3814,521,712,1955,1392,0,188,0,87,0,0,1333,0,305,712,278,1149,0,0,0,0,0,2322,0,0,350,61,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,2312,0,5795,468,0,106,51,405,0,663,0,608,237,2099,1338,0,0,0,1690,854,418,364,4023,5614,2369,21,42,0,26,0,4417,4029,756,0,1532,0,1358,445,0,1492,0,0,0,617,0,158,0,0,2995
SAMPLE_142,0,880,511,1036,2298,1526,0,0,0,0,0,4794,2298,0,577,1168,251,306,0,173,773,423,0,385,208,1068,0,240,0,4262,4851,2732,2891,13,28,61,0,456,530,2149,1430,1391,661,2193,0,0,0,0,0,0,0,0,0,1923,0,0,37,140,839,0,998,0,1049,347,1579,0,0,0,0,0,0,0,2448,397,142,221,0,0,2612,440,0,0,111,0,0,4025,35,1421,0,1204,0,412,0,1656,1946,294,1742,1348,2174,0
SAMPLE_143,0,240,78,234,871,1063,0,0,74,0,0,0,0,1573,2334,5135,1288,3059,0,7377,5315,2046,0,3525,3474,0,0,30,0,4568,4499,1877,2619,357,0,460,0,461,866,3318,0,0,365,83,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,382,672,4681,1675,1320,854,0,1892,1962,0,1863,3526,0,663,733,0,4816,1377,0,6426,751,3702,0,0,0,263,0,701,1265,0,449,0,55,305
SAMPLE_144,0,370,242,840,3045,1487,2603,0,0,0,0,0,0,107,96,225,51,204,1394,887,0,3,25,26,36,3684,370,658,0,853,2446,938,2493,127,782,856,670,0,0,0,0,0,0,0,0,0,0,2451,0,0,0,0,0,0,0,0,0,0,1001,0,0,14,0,0,0,0,33,34,158,16,0,0,0,5389,4609,3129,444,611,387,646,191,1,275,127,0,1666,0,3052,0,0,0,0,0,0,20,0,1333,29,0,108
SAMPLE_145,0,0,49,14,91,10,0,236,1587,0,0,2183,288,0,328,124,0,0,1589,4540,0,0,0,0,0,0,46,158,112,1362,766,0,1967,112,0,910,0,221,0,854,2192,0,335,362,0,0,0,0,0,0,0,2963,304,931,0,0,0,78,992,0,3124,0,3912,4,0,0,0,3,0,0,0,0,0,5095,5942,2485,3482,2768,77,134,0,1056,1135,176,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_146,0,2191,85,191,367,122,0,790,296,740,0,278,158,0,226,321,638,316,0,217,177,415,0,240,0,0,80,0,0,0,706,0,2323,829,2498,2471,254,0,914,832,3097,5105,0,7,0,1311,0,775,0,0,0,0,0,0,0,0,0,0,0,0,608,615,0,585,2054,0,0,0,0,1338,1597,300,1090,3145,5528,2114,0,0,5486,89,416,0,0,0,35,4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_147,0,2326,77,387,569,173,0,0,0,0,0,0,0,0,2966,1338,766,1452,0,4158,3489,1394,22,3304,4642,0,0,0,0,0,0,0,0,0,0,1030,0,0,211,869,767,2026,0,0,1455,377,69,48,0,450,2756,1882,676,0,0,137,0,1531,773,0,0,0,0,806,0,30,0,0,0,0,0,0,3243,6585,5861,2742,0,0,0,1145,0,0,0,217,3,0,0,0,0,0,0,488,0,159,86,208,861,526,1718,1942
SAMPLE_148,0,3723,195,557,1457,1605,0,0,0,0,0,0,0,0,2523,410,549,0,187,2055,890,284,0,0,2728,1208,272,124,0,349,962,1057,0,0,0,313,15,0,0,0,0,0,0,0,0,11,0,24,0,0,0,59,0,150,0,121,0,137,0,0,0,0,0,458,0,1350,780,329,5854,3,24,0,3443,0,4310,0,951,856,2474,0,1,0,0,0,0,6050,2,4482,0,0,0,365,340,3081,960,530,738,703,924,1482
SAMPLE_149,0,154,120,221,1492,108,0,298,0,1054,0,1661,612,230,1031,2219,654,759,0,408,0,389,326,3747,0,383,1664,0,158,344,595,0,2298,272,6447,1277,1309,0,0,1183,1184,438,196,58,97,50,13,17,1,0,0,1855,2936,598,0,74,0,31,0,0,0,330,0,747,0,0,0,976,0,7,36,7,6352,0,0,0,20,0,74,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,101
SAMPLE_150,0,0,50,66,676,56,1152,0,2275,2555,0,582,1551,226,1239,2752,610,1815,1932,2757,226,663,0,791,735,0,0,266,6,963,0,0,0,31,5533,0,2112,0,0,4,37,6,0,0,0,1101,0,3169,0,0,0,0,0,0,1765,0,22,84,1792,0,2848,0,2338,428,0,0,21,23,77,0,0,0,1146,0,48,359,0,1382,0,1458,0,1721,3631,520,0,315,0,1118,417,0,3815,0,0,0,0,0,0,0,0,0
SAMPLE_151,0,3104,0,17,0,6,0,2042,0,0,0,0,0,0,0,675,277,1111,0,573,2200,472,0,0,342,0,0,0,39,0,0,0,0,0,0,0,0,151,594,0,790,0,526,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1001,0,24,0,0,589,2129,795,0,286,921,401,1387,1130,1338,4375,5620,1475,0,0,3,1641,212,0,2409,1018,0,503,0,922,277,809,0,71,3064,0,0,0,869,494,2236,939
SAMPLE_152,0,0,0,0,0,762,105,942,0,0,0,233,0,987,0,2295,1164,0,0,0,0,0,214,504,624,1134,525,688,410,1271,1349,0,1731,577,0,1055,0,0,0,0,0,101,0,0,0,0,0,0,0,0,2529,19,0,45,0,0,0,0,0,0,0,135,0,62,0,0,1333,0,4370,0,0,0,139,0,0,0,0,0,7237,0,0,565,138,8,11,148,50,87,0,1110,0,97,0,102,19,311,1692,0,0,0
SAMPLE_153,0,1271,429,0,0,0,0,1038,1140,0,0,94,233,0,65,160,272,0,0,0,0,0,0,0,438,0,207,0,160,0,0,0,0,0,0,0,0,0,0,197,1034,4538,0,0,1091,305,12,111,0,0,488,0,0,715,19,1797,0,641,565,0,0,25,0,0,0,901,414,608,3101,0,0,0,0,4338,1951,1132,0,0,68,0,704,2875,34,0,0,4371,0,2522,184,0,1807,434,0,273,87,755,910,1334,1768,1854
SAMPLE_154,0,2133,140,253,1642,1040,1221,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,1535,1017,1463,0,141,213,613,799,756,0,5077,1272,1613,0,0,2454,1316,1067,473,661,0,0,0,2049,316,0,1915,0,0,491,0,0,0,381,4017,284,777,253,1094,0,366,0,685,638,1254,874,0,5567,2759,499,2,0,9,0,0,0,0,0,0,0,0,0,1257,271,821,827
SAMPLE_155,0,463,0,1692,0,1885,0,0,0,3563,0,554,759,0,966,0,37,61,0,36,4600,1413,1166,1811,0,2806,606,2708,0,0,0,0,0,0,0,0,0,0,0,74,463,1356,108,0,97,21,0,0,0,2539,0,2974,2676,0,3702,0,0,0,1062,0,0,70,0,224,1621,1166,0,622,0,0,0,0,0,0,0,0,74,0,764,834,1074,840,0,0,0,4622,0,2256,0,0,0,538,0,1013,1884,122,997,522,776,1262
SAMPLE_156,0,0,0,0,0,938,218,66,0,0,0,2473,3504,0,128,129,55,116,703,2446,0,12,0,29,15,290,0,33,0,0,0,0,1359,514,2031,1840,1312,0,71,73,219,550,0,0,63,21,0,22,0,972,0,4894,930,1719,0,0,448,0,0,0,0,918,0,294,0,0,633,317,1718,48,65,0,2482,324,1332,0,2162,4086,202,42,0,3735,63,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_157,0,0,0,33,134,180,0,1410,0,0,0,5061,2730,222,499,1121,129,78,0,0,0,0,0,1186,0,0,0,0,0,658,2523,95,2787,353,0,0,0,0,0,0,1004,4510,0,0,830,0,180,509,260,0,1287,0,0,0,78,0,0,1176,485,38,0,560,641,16,0,0,427,1245,5686,645,0,0,0,2229,0,1378,0,18,91,0,0,0,1840,0,59,465,86,978,0,0,68,0,0,0,0,0,813,1439,2237,0
SAMPLE_158,0,0,0,0,0,0,0,0,1360,0,0,616,494,0,2039,3576,0,0,0,3730,2320,487,0,353,0,569,636,0,102,2113,5024,2328,2450,0,71,745,80,0,0,74,0,5373,0,0,4962,1210,968,14,13,0,0,2728,0,3055,0,1969,0,751,1420,0,665,544,0,1062,255,0,0,193,5071,0,878,0,2548,34,894,0,964,0,0,0,0,0,0,0,0,8342,0,3368,120,0,0,73,3530,0,187,460,2609,1531,3190,0
SAMPLE_159,0,550,290,1455,3071,1945,0,67,1464,0,0,1025,2209,0,107,222,79,76,364,1703,0,0,0,0,974,1642,0,0,3,1784,2345,479,1969,121,1616,522,267,0,0,36,27,47,9,0,69,2387,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,121,409,0,0,10004,7078,4515,0,0,1968,14,0,649,280,0,52,96,112,110,0,0,0,31,0,0,32,0,236,251,460,169
SAMPLE_160,0,701,365,771,4670,438,1184,0,2173,2514,0,0,0,150,1061,1010,0,40,1005,5954,0,282,28,2056,0,1659,1899,0,170,986,1015,470,438,0,0,0,0,1208,1007,4115,3434,1272,1378,0,2669,694,1207,96,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,377,0,0,0,0,0,0,0,0,0,2104,0,5481,2,0,0,4419,2029,0,0,0,38,0,664,0,201,0,0,0,812,1766,875,1697,897
SAMPLE_161,0,2976,24,515,0,280,0,2497,0,0,2090,0,0,0,0,0,0,0,1397,956,2105,2389,0,1572,0,2774,436,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,16,0,47,0,95,0,38,882,0,0,850,0,1557,0,0,82,0,58,0,0,0,8069,1508,2387,883,0,0,967,30,1370,6,3353,1286,20,0,1785,1030,0,468,0,0,0,0,0,287,1484,1820,4099,1488
SAMPLE_162,0,4602,696,139,939,73,301,0,50,0,123,0,0,0,2727,0,0,0,46,29,666,659,0,485,0,668,81,1038,0,0,0,0,0,251,0,981,61,41,0,1695,761,943,0,0,70,144,26,0,0,2747,0,2056,0,708,0,35,0,13,238,0,718,185,0,789,36,2218,0,0,223,32,136,0,4339,129,868,0,0,0,0,884,0,4606,0,0,0,109,0,61,0,0,0,0,0,0,0,0,0,39,0,4666
SAMPLE_163,0,3136,261,1575,3799,3695,0,854,413,0,1103,0,5,0,0,0,0,0,557,423,2640,2367,0,1618,0,1631,590,0,502,0,0,0,2193,245,0,508,191,0,1351,0,5094,5453,0,0,0,482,0,1267,0,0,0,509,0,555,0,42,0,929,224,0,0,0,0,918,0,739,0,0,629,0,0,0,1860,0,0,0,0,0,0,0,0,0,0,0,12,0,0,65,0,325,0,25,31,0,0,1396,1504,2446,3941,1326
SAMPLE_164,0,796,286,618,3979,818,2458,0,1246,1868,1239,235,0,9,232,280,440,211,0,0,4596,2178,209,1987,0,0,0,0,0,1728,899,0,1388,156,0,183,0,1339,1181,3684,2681,0,3690,2078,2209,1943,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,5475,0,1959,221,1838,3230,0,0,0,4165,244,58,4,0,14,1383,0,0,0,73,0,79,104,0,112,13,0,1376
SAMPLE_165,0,0,1,0,11,25,0,0,0,0,0,0,0,0,0,0,219,1889,0,1096,324,0,0,0,0,341,56,0,0,0,0,0,0,0,0,0,0,372,2466,1264,1481,601,297,0,626,560,64,1023,102,0,987,1462,1888,1756,0,3193,0,1574,0,0,0,748,0,1137,0,157,0,0,0,0,0,0,7488,665,244,285,0,0,0,1502,160,432,3264,1155,4,424,0,560,53,0,1040,0,0,0,0,0,94,144,250,0
SAMPLE_166,0,1789,309,573,1258,331,217,0,0,1084,0,1458,1426,0,255,28,1,4,0,4,0,0,0,0,0,0,0,0,0,268,339,47,372,134,262,213,0,1357,0,2306,0,2628,0,156,0,0,0,0,0,0,8,61,15,20,2111,1,0,13,1265,0,44,0,0,250,0,68,0,0,0,2352,0,0,817,4972,4571,2357,1793,268,1363,0,0,1079,1377,578,13,67,0,0,0,0,0,0,0,0,0,0,478,30,0,3088
SAMPLE_167,0,607,278,371,3359,192,978,0,1992,4201,0,0,0,0,1688,14,0,860,838,1148,0,0,0,0,0,504,54,112,0,0,131,0,317,145,31,195,36,0,14,30,29,64,0,0,0,0,0,0,0,71,0,213,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,666,0,39,0,40,2168,2936,0,0,6,764,0,1162,0,0,0,0,1875,309,1629,0,1145,0,0,574
SAMPLE_168,0,374,251,664,3485,1340,0,0,2092,4355,0,436,0,549,808,1619,954,505,0,3501,0,0,0,0,0,1733,1162,0,148,916,1958,262,1780,548,0,2456,0,0,1705,0,1427,3619,0,0,0,1478,0,1561,0,0,2918,94,218,79,0,97,1676,0,0,32,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,410,0,1228,0,0,1222,0,0,0,2956,0,0,0,11,0,0,0,0,738,0,0,87
SAMPLE_169,0,198,159,1066,2014,522,863,246,0,0,0,80,12,0,225,532,246,683,0,0,0,311,0,570,910,2022,1310,0,151,113,0,0,762,115,1721,577,632,1215,1444,2506,1897,1240,165,0,145,33,0,0,0,226,0,853,1318,1086,0,1990,319,3465,118,0,224,0,406,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,38,0,0,6413,750,160,0,0,0,0,0,0,0,3791,0,0,839,0,692,0,59
SAMPLE_170,0,710,179,946,2112,1883,0,0,0,2528,0,3346,3793,0,0,0,0,0,0,0,1222,0,20,356,701,0,144,0,199,21,0,0,0,0,0,0,0,0,0,0,0,5890,0,0,49,13,14,0,0,0,0,725,443,1203,0,322,0,0,936,0,0,407,0,24,0,1247,133,0,0,282,113,224,134,101,1403,0,0,0,3565,14,14,65,0,6,4,4899,0,3542,493,0,4322,0,0,873,622,604,1477,1321,1979,197
