,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116
SAMPLE_98,0,48,0,877,0,383,0,94,1068,0,6082,1198,543,0,15,0,0,0,0,0,0,820,15,882,0,2726,0,352,2958,6943,7477,511,0,1104,0,258,0,0,0,0,665,28,664,29,0,0,0,0,0,0,0,0,0,151,208,611,0,0,169,0,11,629,8,4985,0,1057,0,60,0,2377,487,5,5,14,0,0,0,0,0,885,376,0,0,549,775,1058,3562,4256,0,3299,1369,553,0,0,1109,3620,1176,0,0,532,3531,0,0,0,0,586,2075,242,0,334,1212,1687,1076,0,22,0
SAMPLE_99,623,44,105,85,37,26,0,14,626,0,5399,4140,247,0,4175,1520,2467,0,2356,0,0,0,0,23,275,104,0,0,1585,4225,3991,0,168,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,18535,4648,0,0,679,285,118,420,32,32,102,201,0,0,6689,0,3858,1287,577,4,47,0,0,0,0,0,0,220,487,0,0,1069,0,590,0,0,0,0,26,0,101,878,212,1890,595,40,17,0,0,0,0,0,449,610,3660,317,0,56,13,96,27,8,1991,1070
SAMPLE_100,630,37,136,68,27,42,0,0,0,0,0,0,0,0,0,0,0,0,3432,0,0,0,0,21,307,124,0,0,0,0,0,0,200,0,384,11,53,0,101,332,0,0,0,0,0,0,0,0,345,0,0,0,19777,4932,0,0,860,491,288,447,38,31,87,183,0,0,7293,0,4223,1292,615,2,28,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,59,0,77,950,229,2130,681,0,0,261,2368,25,254,144,497,1128,4056,475,0,83,9,119,30,18,2170,1069
SAMPLE_101,0,28,311,708,0,0,0,0,901,0,4959,968,461,0,3,0,2,1669,3752,0,1229,2072,224,1020,0,2512,0,306,62,0,0,0,0,0,0,0,76,0,108,237,227,0,0,0,2251,703,181,124,1078,2419,0,0,0,31,32,0,1312,709,390,0,0,0,0,0,0,0,678,0,954,2107,377,7,4,18,0,0,0,0,709,0,0,0,3639,0,4247,620,928,2755,0,2619,1064,433,22,261,592,109,0,0,0,0,2705,0,0,16,0,0,0,0,0,0,0,178,151,289,29,0
SAMPLE_102,349,46,100,85,0,0,0,0,0,0,4466,3851,215,0,3929,1085,0,1790,4942,0,0,0,0,24,264,151,0,2,1602,4151,3858,0,192,0,391,21,44,0,90,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,52,0,822,406,968,0,0,0,3574,0,0,2687,893,4,28,2,19,0,0,0,0,207,434,0,3108,0,2979,13,0,57,0,115,51,0,86,865,185,1845,624,0,0,0,0,121,0,13,74,0,0,0,0,0,0,0,0,0,1641,0
SAMPLE_103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735,4171,0,1390,2311,228,1137,0,2630,0,347,2702,6327,6744,485,0,1050,0,294,74,0,145,242,322,31,789,43,2523,759,183,154,1172,0,0,0,0,47,54,0,1479,808,434,9,0,575,0,4367,0,802,816,0,992,2404,489,5,2,9,0,0,0,0,0,0,0,0,4059,0,4678,651,1030,3110,0,2890,1184,534,21,282,642,128,0,0,0,439,3070,0,355,123,244,1318,2341,272,0,0,0,0,0,0,0,0
SAMPLE_104,0,45,418,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,304,0,0,1303,0,299,0,0,0,243,198,29,730,30,2991,948,196,191,1363,3251,184,0,0,49,50,0,1786,1001,509,59,0,0,0,0,0,0,0,0,959,2723,564,6,5,15,0,0,0,0,0,971,396,0,4411,0,5531,769,1225,3613,0,3592,1306,325,207,2071,1150,4625,1236,0,0,556,3670,0,453,133,300,1500,2843,374,0,129,28,416,269,345,38,0
SAMPLE_105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4808,1773,2786,0,2372,0,0,0,0,29,294,128,0,6,1545,4310,3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,18646,4723,0,0,639,243,109,433,36,40,100,150,0,0,6841,0,3974,1244,618,1,40,6,25,0,0,0,0,239,474,0,0,1076,0,682,0,1002,0,90,62,0,84,900,204,1901,598,46,15,0,0,91,0,0,0,52,3086,0,0,5,10,58,16,12,1729,23
SAMPLE_106,0,43,0,809,0,314,0,93,37,0,0,0,0,0,2185,758,1264,0,0,0,2716,2172,195,1094,0,2426,0,310,2494,5816,6299,473,0,972,0,226,63,0,117,214,284,29,757,32,2323,705,174,142,1072,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,0,0,3858,0,4381,622,945,2867,0,2727,1096,274,158,1715,928,3183,1024,0,0,429,2940,0,335,91,21,237,0,106,7,82,28,376,227,276,29,0
SAMPLE_107,587,46,0,55,0,25,0,4,629,0,5173,3904,233,0,3971,1487,2378,712,4135,0,0,0,0,25,278,83,0,0,1537,4254,3787,66,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,17921,4373,0,0,628,269,118,423,38,29,99,170,0,0,6646,0,3795,1121,540,4,31,0,14,0,0,0,0,226,472,0,3206,0,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2807,3,0,8,14,53,18,13,1907,1016
SAMPLE_108,349,55,121,77,37,25,0,32,0,26,410,0,20,0,4546,1749,2684,520,4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18657,4678,0,0,841,447,271,440,0,0,51,0,0,0,6686,0,3810,0,342,0,33,0,21,0,0,0,0,234,451,0,3205,0,3190,13,0,66,0,121,57,0,96,909,215,1926,617,0,0,251,2241,20,212,134,422,1254,3655,476,0,59,9,94,33,16,1679,0
SAMPLE_109,0,61,421,943,119,401,0,117,1003,0,5755,1182,489,0,2,1,2,1892,4261,0,1437,2365,270,1221,0,2984,0,345,0,3308,3132,0,0,0,0,51,41,0,76,229,0,0,0,0,0,0,0,0,1243,1,0,0,0,51,71,39,1421,687,434,12,0,597,0,4579,0,885,800,0,1085,2350,528,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,3425,0,396,139,261,1393,2417,354,0,114,27,413,194,337,34,0
SAMPLE_110,447,36,88,59,21,23,0,2,0,0,0,2446,0,0,3790,1425,2350,0,1837,0,0,0,0,20,221,115,0,3,1287,3486,3210,0,146,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,15055,3821,0,0,0,0,102,347,38,0,75,51,0,0,5393,0,3273,1008,457,3,24,2,17,4,72,70,0,0,0,0,0,0,0,0,0,0,0,0,94,10,59,726,171,1506,490,0,0,212,1805,22,197,96,358,905,3114,364,0,63,13,76,16,9,1559,890
SAMPLE_111,0,38,371,776,113,309,0,95,694,0,3900,0,395,0,16,4,10,1684,3678,0,1207,2081,211,1037,0,2367,0,298,2357,5626,6199,467,0,931,0,234,82,0,120,246,276,23,731,30,2268,745,184,137,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,206,0,1112,0,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,530,129,0,0,0,380,2824,0,294,102,235,1117,2166,282,0,107,45,354,188,309,30,0
SAMPLE_112,496,45,86,68,27,28,0,31,0,54,255,0,0,0,0,0,0,0,2779,0,0,0,0,22,252,110,0,3,1339,3687,3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,16137,4108,0,0,700,375,239,0,754,586,842,2537,0,0,5853,0,3206,0,277,3,29,0,0,0,0,0,0,0,0,0,3314,0,2639,5,0,57,0,109,52,0,72,723,185,1675,517,0,0,209,1897,18,191,136,363,913,3223,399,0,59,9,92,24,18,1783,919
SAMPLE_113,0,30,359,767,98,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2809,2148,222,903,0,1702,1091,0,0,2179,0,482,0,1044,0,297,86,0,103,250,270,30,770,30,0,0,0,0,1187,459,0,0,0,45,42,0,1476,790,402,9,0,329,0,1990,0,0,811,0,955,2265,406,0,0,0,0,0,0,0,0,805,309,0,3580,0,4481,0,0,0,0,0,0,0,156,1705,986,3304,1036,0,0,449,3066,0,388,135,258,1245,2213,286,0,65,0,147,0,257,0,0
SAMPLE_114,0,50,478,993,160,432,0,124,1085,0,5963,1198,471,0,302,117,180,0,0,0,2385,1749,0,0,0,2468,0,360,0,0,263,551,0,1181,0,303,26,0,39,0,754,26,786,34,2676,0,0,0,1345,3306,180,0,0,120,105,315,550,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,407,0,4191,0,5420,745,1167,3721,0,3394,1434,308,199,2093,1137,4118,1249,0,0,0,0,0,0,0,0,608,2224,175,0,79,38,417,253,371,27,0
SAMPLE_115,515,51,136,69,26,33,0,6,358,0,3242,3493,0,0,4403,1631,2652,484,3822,0,0,0,0,0,262,108,0,4,1515,4273,3738,0,170,0,368,22,62,0,77,314,0,0,0,0,0,0,0,0,306,0,0,0,17603,4411,0,0,561,124,0,397,29,7,79,0,0,0,6487,0,3644,1209,554,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,256,2087,18,225,128,440,959,3631,438,0,74,7,92,31,16,1871,973
SAMPLE_116,0,0,310,841,93,363,0,101,46,0,0,0,0,0,0,0,0,1790,4172,0,1395,2233,251,1119,0,2782,0,352,2688,6103,6736,0,0,0,0,40,0,0,59,223,0,0,0,0,2523,766,223,143,1174,0,0,0,0,57,76,100,1188,605,398,38,0,45,0,0,71,0,0,7,0,2346,485,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,73,0,0,0,441,3163,0,371,111,226,1285,2379,290,0,36,0,0,0,0,29,0
SAMPLE_117,490,30,103,71,36,20,0,10,605,0,4775,3749,214,0,3736,1363,2229,648,3796,0,0,0,0,16,255,110,0,4,1441,3937,3566,0,163,9,281,22,45,0,84,270,0,0,0,0,0,0,0,0,290,0,0,0,4780,0,0,0,725,427,238,359,31,36,78,167,0,0,6086,0,3611,1132,490,1,35,2,28,4,73,93,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,0,369,85,0,0,0,0,0,0,0,0,0,0,1754,920
SAMPLE_118,622,46,118,89,36,31,0,14,676,0,5245,4088,250,0,4202,1466,2493,0,2369,0,0,0,0,21,298,105,0,0,1547,4265,3966,0,177,0,368,17,40,0,78,292,0,0,0,0,0,0,0,0,325,0,0,0,18272,4629,0,0,756,492,258,0,864,385,973,0,0,0,6806,0,3959,1246,616,4,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,225,2226,28,269,114,456,1078,3765,434,0,78,7,93,35,12,1938,1051
SAMPLE_119,495,35,88,74,25,0,0,0,583,0,4582,3529,190,2,3680,1294,2127,635,3778,0,0,0,0,35,256,99,0,3,22,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,16032,3967,0,0,0,89,106,385,32,28,74,146,0,0,5797,0,3443,1065,452,0,37,0,0,0,0,0,0,0,339,0,2943,9,2580,9,0,72,0,110,129,110,0,0,0,0,402,43,15,0,1718,47,200,109,410,871,3254,377,0,55,13,80,25,18,1698,897
SAMPLE_120,0,0,0,0,0,0,0,0,860,0,4781,1025,403,0,386,141,218,0,0,126,2541,0,124,641,0,2311,0,312,51,0,256,503,0,1034,0,253,20,0,36,0,615,0,691,38,2330,699,289,0,1149,2747,148,0,0,126,172,433,161,0,12,44,0,0,0,1919,0,89,785,0,1051,2176,477,9,0,11,0,0,0,0,0,772,340,1123,0,0,1549,599,2137,3092,0,2791,1141,236,178,1785,969,3812,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_121,0,0,0,0,0,0,0,0,952,0,5642,1080,494,0,71,11,39,1874,4345,0,0,716,0,0,0,0,0,0,0,4230,2999,0,0,0,0,40,53,0,107,255,302,21,685,0,0,0,0,0,0,0,0,0,0,44,61,2,1523,773,458,17,0,615,0,4518,0,853,825,2,1047,2415,483,10,0,15,0,0,0,0,0,828,311,0,3776,0,4807,579,831,2654,0,2364,0,0,0,270,650,501,0,0,0,483,3171,0,0,56,216,944,2363,0,0,268,1153,1581,1069,0,37,0
SAMPLE_122,542,40,111,80,27,21,0,31,0,21,379,0,19,0,4358,1569,2540,478,3817,0,0,0,0,22,272,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,764,401,274,364,36,9,67,0,0,0,0,34,1847,0,303,1,41,6,27,0,0,0,0,225,471,0,3091,0,2970,7,0,59,0,121,41,0,84,819,208,1786,550,0,0,226,2045,28,183,126,441,1790,3560,422,0,61,6,89,26,16,0,967
SAMPLE_123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,869,0,2673,0,337,2846,6723,7435,483,0,1104,0,296,76,0,123,257,338,31,840,34,2666,780,232,176,1282,0,0,0,0,84,88,163,1017,0,208,17,0,542,0,4663,0,844,852,0,1113,2428,469,10,5,21,0,0,0,0,0,895,372,0,0,0,0,0,0,0,0,0,0,0,184,1903,989,3795,1120,0,0,472,3335,0,419,124,302,1373,2494,337,0,109,27,394,240,318,36,0
SAMPLE_124,0,35,488,954,144,377,0,111,955,0,5264,1100,436,0,301,115,209,0,0,0,2698,0,136,697,0,2549,0,315,0,0,0,522,0,1103,0,322,87,0,109,262,308,36,851,30,2639,802,211,157,1201,2885,181,0,0,135,211,584,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,351,0,3778,0,4937,640,1051,3180,0,3048,1191,338,109,1224,0,2661,1429,0,0,466,3373,0,0,40,258,1056,2312,247,0,103,27,413,248,314,26,0
SAMPLE_125,475,45,83,79,29,18,0,8,552,0,4515,3451,198,2,3574,1225,2055,632,3613,0,0,0,0,14,243,75,0,3,1357,3699,3348,61,0,191,0,65,49,0,68,249,0,0,0,0,0,0,0,0,302,0,0,0,15509,3996,0,0,645,418,221,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,183,1599,521,0,0,177,1910,18,190,117,381,870,3201,389,0,63,9,79,19,14,1699,849
SAMPLE_126,0,41,446,933,121,381,0,89,1035,0,5692,1148,449,0,15,7,11,1955,4329,0,1365,2385,232,1184,0,2928,0,321,2751,6525,7048,0,0,1083,0,266,0,0,0,0,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,0,0,0,0,0,11,573,12,4728,0,1008,0,14,0,2400,484,5,4,9,0,0,0,0,0,862,353,0,3862,0,4979,0,0,0,8,2976,1196,508,32,293,696,158,0,0,0,0,3138,0,371,123,303,1356,2389,302,0,44,0,21,0,0,37,0
SAMPLE_127,0,0,0,944,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,32,999,0,3319,0,402,82,0,294,0,0,1264,0,340,102,0,174,317,400,41,1047,42,3228,1013,256,200,1444,3273,0,0,0,60,67,0,1798,975,573,59,0,68,0,0,106,0,0,69,0,2686,577,7,5,27,0,0,0,0,0,1058,426,1490,0,559,0,894,0,2923,0,3646,1475,310,208,2215,1222,4679,1391,0,0,584,3988,0,480,0,271,1006,2736,260,0,108,41,492,276,374,35,0
SAMPLE_128,422,38,111,54,22,24,0,9,495,0,4066,3096,198,0,3084,1194,1881,567,3211,0,0,0,0,23,209,97,0,2,1163,3203,2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,343,211,312,32,26,74,141,0,0,5233,0,2977,961,435,3,21,3,20,0,0,0,0,176,376,0,2410,0,2383,5,0,53,0,77,53,0,73,651,162,1435,459,0,0,177,1651,25,193,84,337,784,2855,323,0,58,9,86,34,11,1565,841
SAMPLE_129,0,0,0,0,0,0,0,0,563,0,4504,3463,204,0,3526,1207,1976,591,3487,0,0,0,0,21,233,98,0,3,1361,3718,3404,0,176,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,15461,3984,0,0,533,235,95,339,29,23,69,153,0,0,0,32,1568,1405,548,2,25,0,22,0,0,0,0,172,402,0,2742,0,2638,5,0,54,0,104,109,82,0,128,32,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_130,0,0,373,915,91,376,0,112,1027,0,6266,1150,532,0,10,4,4,2044,4559,0,741,1613,0,1094,0,2819,0,368,70,0,247,574,0,1167,0,287,81,0,135,281,312,41,929,42,2760,862,223,174,1254,3171,191,0,0,42,65,31,1509,775,494,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,390,0,3934,0,5176,642,845,2904,2493,0,1003,427,42,317,684,350,0,0,0,507,3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_131,464,37,87,76,29,0,0,0,0,0,0,2521,0,0,3871,1462,2326,413,3383,0,0,0,0,0,235,99,0,2,1305,3511,3294,0,156,0,283,12,55,0,70,261,0,0,0,0,0,0,0,0,260,748,0,1931,0,0,0,0,710,387,199,339,28,30,76,155,0,0,5644,0,3281,0,290,7,0,4,0,0,0,0,0,185,398,0,2764,15,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,0,332,65,0,194,2528,223,0,31,16,64,23,8,1610,824
SAMPLE_132,681,50,127,100,38,31,0,13,733,0,6299,4794,313,0,4767,1783,2935,0,2720,0,0,0,0,26,364,126,0,2,0,0,0,11,140,73,277,48,77,0,102,330,0,0,0,0,0,0,0,0,360,0,0,0,21911,5467,0,0,781,342,132,469,59,11,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,549,0,2238,0,0,0,0,59,0,127,86,0,94,1041,243,2174,723,22,0,0,0,0,0,0,0,0,0,0,0,10,16,44,0,9,2306,1189
SAMPLE_133,0,37,389,831,102,332,0,89,862,0,4905,1029,415,0,169,51,88,1636,3683,0,1188,2071,226,1025,0,2406,0,292,2399,5841,6289,447,0,951,0,254,65,0,112,233,282,33,769,30,2304,722,186,130,1024,0,0,0,0,35,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,305,1078,0,0,1568,570,2070,2799,0,2674,1102,499,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,58,327,228,311,27,0
SAMPLE_134,602,50,119,81,32,24,0,9,665,0,5415,4047,218,1,4074,1504,2348,733,4274,0,0,0,0,31,295,126,0,6,1586,4252,3894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,18303,4614,0,0,568,155,0,409,41,0,0,0,0,0,0,0,0,0,0,0,35,0,21,0,0,0,0,212,504,0,3253,17,3101,26,0,73,0,90,54,0,78,908,195,1956,659,0,0,339,2137,0,440,101,0,0,0,0,0,4,14,73,14,13,2000,1040
SAMPLE_135,0,38,471,1005,124,420,0,115,1102,0,5957,1144,503,0,198,69,109,0,0,0,3201,2547,274,1246,0,3174,0,389,80,0,275,0,0,0,0,0,0,0,0,0,669,27,712,30,2817,836,228,166,1275,3092,179,0,0,53,49,0,0,0,0,20,0,621,0,5029,0,912,868,1,1112,2545,501,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,0,0,139,33,59,284,1145,2452,296,0,98,34,435,228,337,26,0
SAMPLE_136,357,35,79,0,14,0,0,0,673,0,5351,4329,266,0,4318,1582,2547,748,4408,0,0,0,0,26,304,103,0,4,1688,4389,4120,116,0,211,0,73,66,0,105,284,0,0,0,0,0,0,0,0,332,0,0,0,18881,4769,0,0,694,303,110,449,41,32,101,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,3495,0,3227,6,0,54,0,133,54,0,85,919,189,1949,658,35,11,0,0,0,0,0,0,0,0,0,0,0,21,39,17,0,1706,0
SAMPLE_137,305,36,103,71,21,26,0,4,379,0,3413,2977,0,1744,0,0,0,2316,4980,0,0,0,0,31,277,123,0,5,1536,4230,3878,0,187,0,369,0,0,0,85,264,0,0,0,0,0,0,0,0,329,0,0,0,18147,4491,0,0,0,128,149,0,0,0,0,0,0,0,0,0,1937,0,323,1,38,3,17,0,0,0,0,54,0,0,0,0,0,0,0,0,0,126,161,115,0,0,207,1586,601,0,0,238,2074,23,217,110,448,1189,3679,368,0,0,22,62,17,10,1662,0
SAMPLE_138,0,67,0,68,0,21,0,10,672,0,5541,4160,230,0,4246,1507,2525,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,24,98,89,204,47,49,0,91,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,442,0,9,67,66,0,0,6798,0,4020,1231,571,1,41,3,25,0,0,0,0,267,523,0,3325,0,3135,9,0,55,0,122,141,126,0,0,209,1662,600,0,0,332,2241,0,440,86,37,313,0,67,0,22,17,63,19,7,0,31
SAMPLE_139,550,41,97,70,27,24,0,3,245,0,2781,0,327,1780,0,0,0,2231,4767,0,0,0,0,0,277,102,0,0,1563,4112,3698,0,177,0,362,17,60,0,101,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,23,13,68,82,28,0,0,0,0,1015,0,683,0,1045,0,114,53,0,84,801,231,1893,590,0,0,222,2172,28,213,120,429,1004,3587,411,0,75,9,90,22,9,1917,995
SAMPLE_140,0,0,0,649,0,267,0,83,789,0,4144,832,334,0,459,179,234,0,0,0,2478,1967,225,1037,0,2237,0,290,2304,5511,5801,434,0,858,0,252,56,0,96,214,255,20,679,27,2162,662,175,116,1024,0,0,0,0,32,47,10,1202,650,383,8,0,249,0,2066,51,0,0,1176,0,0,0,3,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,1173,0,0,408,2698,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_141,0,36,309,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,0,1753,2047,218,0,0,1900,0,277,2294,5782,6001,445,0,956,0,245,76,0,115,223,266,31,736,34,2360,1010,1662,0,0,0,0,0,0,110,177,501,0,0,118,16,0,487,0,3964,0,677,0,926,0,278,0,5,3,10,0,0,0,0,0,725,305,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,2851,0,341,122,213,1191,2081,254,0,0,0,0,0,198,24,0
SAMPLE_142,668,53,104,81,34,25,0,8,261,0,2997,0,438,0,0,0,0,2438,5370,0,0,0,0,0,0,0,0,0,0,2648,1699,0,225,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,19806,4964,0,0,814,453,309,420,45,16,0,64,0,0,7099,0,4192,1355,644,5,0,4,0,0,0,0,0,241,503,0,0,1247,0,1179,202,2040,0,135,67,0,99,950,223,2120,667,0,0,241,2317,28,262,146,470,1179,3982,446,0,61,0,0,3,0,2059,1084
SAMPLE_143,525,25,63,0,16,0,0,0,550,0,4449,3400,208,0,3461,1354,2134,616,3524,0,0,0,0,0,0,0,0,0,0,0,0,58,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,15635,3916,0,0,708,375,209,403,31,27,75,137,0,0,3064,0,0,1136,0,8,25,8,24,0,0,0,0,204,414,0,2788,0,2690,0,0,0,0,0,0,62,0,0,167,1439,488,0,0,227,1801,21,201,102,350,878,3160,353,0,72,7,80,19,12,1660,833
SAMPLE_144,0,42,426,896,123,350,0,100,905,0,5279,1116,481,0,1,0,0,1790,4075,0,1333,2229,221,1092,0,2665,0,301,2681,6230,6656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,0,0,0,0,37,51,0,1396,796,391,16,0,541,0,4422,0,795,753,1,988,2290,464,5,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2891,1159,493,24,284,593,135,0,0,0,0,2830,0,310,0,215,816,2188,181,0,77,26,366,199,298,35,0
SAMPLE_145,0,27,371,814,124,341,0,79,900,0,4805,963,388,0,1,0,0,1515,3495,0,633,1230,0,692,0,1607,970,0,544,2649,0,0,0,0,0,47,49,0,98,204,188,0,0,0,0,0,0,0,0,77,0,0,0,37,41,0,1283,654,376,13,0,263,0,1840,70,0,0,0,0,0,0,0,0,0,0,0,0,0,696,0,0,0,3479,0,4093,136,0,1343,471,2154,1010,412,19,238,499,262,0,0,0,394,2629,0,330,117,223,1051,1982,0,0,335,1082,2079,1314,722,0,0
SAMPLE_146,0,51,519,1044,141,435,0,112,1168,0,6269,1352,500,0,112,36,73,0,0,0,0,0,0,0,0,2486,0,390,1459,2732,0,571,0,1187,0,355,63,0,134,289,249,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,18,0,661,0,5192,0,971,998,0,1169,2632,547,5,4,14,0,0,0,0,0,919,369,0,4486,0,5508,650,885,3046,0,2644,0,0,0,0,1128,4016,1204,0,0,603,3673,0,417,155,317,1600,2808,572,0,569,1464,2918,1851,979,34,0
SAMPLE_147,0,40,0,966,0,424,0,130,1001,0,5857,1205,462,0,215,79,129,0,0,0,3285,2613,265,1308,0,3268,0,332,2869,6909,7603,0,0,0,0,0,90,0,129,289,343,20,761,0,0,0,0,0,1356,0,0,0,0,0,0,0,1627,869,443,12,0,639,0,4980,0,743,0,1408,0,0,0,6,4,22,0,0,0,0,0,725,0,1603,0,0,1731,711,2413,3428,0,3282,1365,280,171,2011,1070,3818,1162,0,0,0,3247,0,368,0,264,970,2510,227,0,30,0,8,0,0,40,0
