,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124
SAMPLE_93,383,19,97,58,0,198,369,0,0,0,0,0,0,1909,0,0,0,0,47,14,47,45,31,60,0,0,0,1985,0,0,30,0,139,0,74,318,2065,1071,1855,0,0,2232,0,0,0,33,43,67,26,0,22,2,0,247,321,416,0,0,0,770,0,4408,7042,3,29,1554,416,279,716,10,31,50,25,24,61,248,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,70,2115,1381,0,594,39
SAMPLE_94,337,10,0,0,0,0,283,268,0,1907,150,187,0,1475,0,0,0,0,35,12,25,33,23,51,0,0,0,1549,0,0,51,0,0,0,47,255,1558,780,1430,0,0,1770,0,0,0,27,37,48,21,0,9,2,0,189,255,304,1,0,0,600,0,3330,5438,111,590,21,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,129,795,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,825,227,2041,250,756,0,44,1542,1070,0,481,33
SAMPLE_95,181,9,14,5,0,0,377,391,0,2439,204,284,0,2017,0,0,0,0,46,19,41,52,37,69,0,0,0,1899,0,0,6,0,181,0,75,310,1997,1084,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,33,0,0,0,0,4445,6859,0,0,1447,441,249,693,18,31,60,29,29,69,256,6,0,133,960,1803,0,0,798,650,124,583,0,0,413,0,510,385,246,343,132,1210,0,560,2038,0,384,0,642,0,357,69,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,96,16
SAMPLE_96,309,14,0,0,0,0,293,325,0,2245,163,197,0,1633,0,0,0,0,63,23,36,35,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,2840,0,352,0,2542,0,0,0,34,41,49,26,0,8,0,0,8,0,25,38,0,0,611,0,3625,5997,137,474,1116,295,193,553,10,23,47,22,26,66,214,5,33,118,1023,1598,0,0,721,588,171,881,220,1192,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,930,225,2429,253,874,0,58,1724,1182,0,552,0
SAMPLE_97,499,24,0,0,0,0,0,690,0,2869,217,266,0,2233,0,0,9,0,15,0,0,0,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,19,60,73,32,0,18,2,0,0,0,0,0,0,0,0,0,5135,8068,0,0,1732,485,258,769,19,34,66,26,32,70,281,9,0,0,0,1,2181,745,0,228,210,447,0,0,514,0,617,497,288,385,171,1331,0,612,2307,0,450,0,759,0,516,45,47,0,1076,0,0,1013,330,3084,332,113,0,86,2296,1547,0,754,53
SAMPLE_98,0,0,106,22,0,0,413,401,0,2680,198,269,0,2167,0,0,0,0,58,30,39,45,33,65,0,0,0,0,0,0,0,0,0,0,0,431,2202,1216,1910,0,0,2409,0,0,0,47,59,106,33,0,19,5,1,231,380,446,0,0,0,780,0,4725,7640,0,0,1061,439,0,593,14,28,67,24,27,84,243,7,0,0,0,0,0,0,0,0,0,0,0,0,495,0,589,473,264,393,140,1310,0,615,2196,0,417,0,656,0,0,35,63,180,0,500,0,1090,339,2988,261,845,0,0,0,0,0,0,0
SAMPLE_99,0,0,0,0,0,0,0,604,0,2423,182,256,0,2031,0,0,0,0,55,16,33,38,34,81,0,0,0,2018,0,0,72,0,1,0,69,324,2056,1118,1880,0,0,2268,0,0,0,40,39,0,14,0,6,1,0,259,309,379,0,0,0,800,0,4397,7047,0,0,1543,429,257,722,18,36,68,27,27,56,257,8,0,0,2,2,1959,607,0,175,197,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,276,2770,0,0,0,106,2065,0,0,0,0
SAMPLE_100,1883,99,132,77,0,544,934,0,13,0,110,1,5,70,0,0,526,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,3053,806,0,0,1,0,0,2049,3369,59,124,2250,108,374,227,30,2,18,0,0,10,4,2,571,866,5072,2993,0,0,208,458,1106,2422,431,3269,0,1505,291,1632,1639,2213,0,659,0,1120,4880,0,304,0,281,0,422,1929,22,0,0,0,5,1,3,2,21,91,126,0,0,408,159,1056,199
SAMPLE_101,0,0,128,24,0,0,376,432,0,2848,214,287,0,2367,0,0,0,0,61,25,44,60,41,83,0,0,0,2177,0,0,46,0,116,0,80,389,2232,1240,1938,0,0,2582,0,0,0,44,67,88,32,0,25,2,0,256,360,446,3,0,0,838,0,4933,8083,70,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,0,430,851,127,602,0,0,512,0,600,436,277,352,0,1132,0,579,2254,0,464,0,755,0,498,39,50,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_102,2191,126,160,113,0,653,990,0,18,0,113,1,3,87,0,0,281,1354,137,68,352,131,277,186,79,78,0,0,4682,1741,0,0,576,241,918,0,180,714,16,356,0,351,0,2844,0,0,897,0,442,481,506,0,34,1209,3608,980,0,33,0,5,0,2283,4085,323,1281,0,0,0,0,0,0,0,0,0,12,4,0,733,928,5835,3326,0,0,191,383,1193,2292,125,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,528,133,0,0,513,182,1146,202
SAMPLE_103,1956,100,110,102,0,557,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,187,806,0,0,0,0,43,1626,0,0,0,0,0,978,1283,665,182,697,0,50,1037,3249,804,0,0,1,0,0,2300,3537,55,137,2268,108,369,264,24,6,13,0,0,9,7,1,638,857,5113,2989,0,0,0,0,0,0,284,2018,0,1450,174,887,1142,0,0,0,0,1058,4897,0,255,0,295,0,433,1975,27,0,0,0,0,11,15,10,23,108,104,0,0,441,154,1044,206
SAMPLE_104,0,0,0,0,0,0,0,0,0,0,103,4,3,60,0,0,887,368,0,10,0,84,176,132,57,60,0,0,3421,0,0,0,854,179,507,0,0,0,0,299,0,203,0,2320,0,0,994,1215,622,147,634,0,0,975,2934,778,0,26,0,2,0,2014,3309,30,21,2245,91,353,246,28,7,15,0,0,8,3,3,335,557,2999,0,971,0,0,231,925,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2281,0,0,0,0,5,7,5,5,0,0,109,0,0,25,73,0,0
SAMPLE_105,2346,141,191,94,0,680,1067,0,24,0,118,2,4,73,0,0,99,1673,175,66,361,191,235,204,65,94,0,0,4815,1829,0,0,1926,234,0,0,167,648,15,412,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,173,6,21,33,12,13,0,0,19,8,0,0,168,0,0,0,0,0,0,0,0,303,2299,0,1718,379,1936,1865,2684,0,743,0,1274,5884,0,326,0,361,0,447,2381,30,0,0,4,0,5,6,5,116,511,121,0,0,545,212,1208,254
SAMPLE_106,0,0,0,0,0,0,349,372,0,2431,187,243,0,2000,0,0,0,0,48,16,32,37,36,53,0,0,0,1902,0,0,61,0,41,0,64,348,2008,1033,1673,0,0,2184,0,0,0,31,48,73,32,0,19,4,1,202,281,386,0,0,0,743,0,4191,6937,0,0,1508,428,232,678,18,22,47,26,17,47,225,10,38,174,1201,1913,0,0,799,616,121,492,0,0,385,0,534,278,186,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_107,324,19,94,43,0,221,378,0,0,0,0,0,0,1793,0,0,0,0,34,16,29,0,11,46,0,0,0,1766,0,0,63,0,19,0,0,386,1786,1018,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,300,332,0,0,0,706,1959,0,0,0,0,0,0,0,0,0,0,0,28,23,59,212,10,0,0,3,4,1644,671,0,0,0,0,0,0,393,0,504,319,202,342,138,1069,0,517,1812,0,358,0,539,0,0,58,0,0,0,0,0,0,163,2411,297,75,0,67,1835,1281,0,544,36
SAMPLE_108,436,19,0,0,0,0,347,399,0,2357,189,275,0,1914,0,0,0,0,60,24,45,22,0,35,0,0,0,1866,0,0,19,0,155,0,52,303,1997,1109,1749,0,0,2124,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,200,10,0,0,0,0,1872,614,0,190,193,397,0,0,444,0,519,414,256,342,147,1195,0,588,2030,0,387,0,639,0,429,37,39,0,910,0,0,942,282,2707,93,0,0,59,1960,1339,0,637,38
SAMPLE_109,346,24,0,0,0,0,303,326,0,2009,178,214,0,1630,0,0,10,0,6,0,0,15,27,52,0,0,0,1572,0,0,49,0,31,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,3593,5670,0,447,0,297,0,433,11,21,41,18,18,51,178,5,35,143,961,1585,0,0,686,567,78,454,0,0,368,0,407,262,185,81,0,0,0,0,0,0,0,1173,274,0,178,31,35,0,791,0,0,709,232,2144,234,705,0,61,1641,1157,0,508,38
SAMPLE_110,2295,123,132,116,0,696,1145,0,22,0,117,3,2,87,0,0,1492,0,132,96,386,180,266,203,87,89,0,0,4879,1898,0,0,524,236,1030,0,48,170,5,100,1556,0,0,3179,1,0,1176,1531,781,192,813,0,50,0,0,3,0,25,0,10,0,2602,4054,33,0,2796,117,446,320,36,8,20,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,320,1658,0,1549,136,545,0,1015,4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,137,0,0,490,179,1288,239
SAMPLE_111,531,25,0,0,0,0,390,393,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,0,2453,0,0,0,40,55,54,0,0,0,0,0,0,187,0,45,0,0,908,0,4935,8037,159,697,1412,401,257,765,9,19,54,0,32,63,252,13,48,188,1386,2176,0,0,923,711,0,0,0,0,506,0,639,447,289,398,154,1435,0,678,2225,0,416,0,661,0,486,46,42,0,1024,0,0,1045,315,2966,358,1073,0,82,2306,1604,0,712,56
SAMPLE_112,432,21,0,0,0,0,325,351,0,2428,183,255,0,1921,0,0,0,0,72,24,35,36,44,61,0,0,0,1960,0,0,44,0,93,0,66,323,1990,1079,1762,0,0,2184,0,0,34,26,0,9,0,0,0,0,0,232,313,425,0,0,0,770,0,4388,7008,0,0,1565,465,247,665,5,17,39,0,0,0,0,0,0,0,0,0,1176,0,37,0,281,0,0,0,376,0,546,333,187,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2062,1332,0,625,46
SAMPLE_113,2193,114,165,91,0,617,1008,0,15,0,126,3,6,73,0,0,430,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1170,3430,948,0,2,3,0,0,2230,3937,37,18,2647,115,409,294,35,17,10,0,0,24,6,3,668,905,5611,3305,0,0,247,477,1222,2808,491,3571,0,1762,370,1832,1829,2570,0,705,0,1235,5434,0,331,0,329,0,472,2278,42,0,0,2,0,10,8,5,0,0,127,0,0,520,167,1173,227
SAMPLE_114,1394,0,0,0,0,696,1171,0,21,0,128,5,5,94,0,0,3,1872,184,58,370,174,284,184,0,70,0,0,5396,2066,0,0,5,252,1457,0,0,0,0,0,0,0,0,0,0,0,1336,1809,828,202,925,0,54,1321,4111,1079,0,21,0,5,0,2438,4467,61,138,2849,141,472,294,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,2476,0,1741,391,2108,2025,2873,0,826,0,1409,6394,0,350,0,360,0,452,2644,0,0,0,0,13,0,0,0,32,119,148,0,0,26,85,0,0
SAMPLE_115,0,9,136,124,0,670,1043,0,23,0,114,5,6,77,0,0,1479,0,147,112,376,161,238,211,71,102,0,0,4986,1868,0,0,805,228,852,0,185,628,16,429,0,364,0,2895,7,0,1166,1563,736,192,875,0,0,0,0,0,0,0,0,0,0,0,1490,0,0,2760,115,441,311,40,11,14,0,0,13,13,1,724,973,5904,3613,0,0,205,399,1191,2366,140,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805,0,0,0,0,14,0,0,0,0,35,125,0,0,30,94,0,5
SAMPLE_116,2342,108,159,117,0,645,1032,0,20,0,144,0,2,81,0,0,1468,0,129,100,324,164,265,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,8,0,0,5,0,29,0,4,0,0,0,70,140,2500,119,407,280,38,8,9,0,0,13,8,2,712,929,5695,3511,0,0,107,65,0,93,0,28,312,0,393,1924,1825,2605,0,707,75,107,0,1644,0,0,0,0,5,2719,0,0,0,0,4,6,10,6,19,104,130,0,0,496,213,1118,243
SAMPLE_117,339,23,0,0,0,0,285,282,0,2027,170,199,0,1612,0,0,18,0,4,0,0,0,11,31,0,0,0,0,0,0,11,0,133,0,63,617,1469,0,1641,0,0,0,0,94,36,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3628,5675,108,452,1109,284,205,534,19,0,29,27,27,45,213,8,39,147,952,1545,0,0,724,554,101,450,0,0,347,0,419,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,839,247,2240,250,777,0,62,1658,1182,0,515,30
SAMPLE_118,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,59,24,45,43,45,66,0,0,0,2313,0,0,45,0,112,0,81,378,2381,1291,2081,0,0,2605,0,0,49,42,0,11,0,0,0,0,0,312,384,461,0,0,0,894,2459,0,0,0,0,0,0,0,0,0,0,38,28,26,55,278,0,110,193,1410,2168,0,0,990,751,130,728,0,232,469,0,618,347,209,0,0,0,0,0,0,208,332,0,618,0,438,51,62,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,0,0,0,0,0,0,0,444,120,105,0,0,0,0,619,0,618,0,76,247,5,162,675,0,426,4278,644,0,0,3,7,78,37,0,5,980,2975,819,0,8,2,0,0,1834,3347,39,28,2176,111,382,261,38,10,9,0,0,6,3,5,593,792,4847,2810,0,0,222,418,1053,2390,396,3313,0,1574,326,1569,1538,2067,0,627,0,1073,4803,0,261,0,239,0,370,1925,31,0,0,4,0,9,5,3,0,8,0,0,0,0,0,0,0
SAMPLE_120,0,0,0,0,0,0,0,0,0,1824,169,178,0,1859,0,0,0,0,53,14,27,43,23,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3091,0,356,0,2790,0,0,0,44,35,43,0,0,0,0,0,201,295,356,0,0,0,705,0,3954,6299,138,545,1270,308,218,596,12,27,50,29,34,64,201,7,0,136,817,1743,0,0,767,697,182,968,233,1386,0,483,0,66,51,242,278,1041,0,524,1756,0,336,0,574,0,0,55,0,68,0,401,0,912,286,2485,281,876,0,0,0,0,0,0,0
SAMPLE_121,2041,109,135,109,0,651,980,0,14,0,94,5,0,65,0,0,1323,0,126,87,342,154,243,193,72,81,0,0,4385,1649,0,0,314,203,1046,0,68,291,9,168,971,0,0,2755,3,0,1023,1362,691,176,743,0,66,0,0,0,0,0,0,0,0,2347,3658,0,876,0,156,7,18,40,10,8,0,0,13,3,3,610,0,2878,0,1121,0,0,24,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,118,0,0,469,140,1142,188
SAMPLE_122,2022,106,118,105,0,570,942,0,23,0,103,4,4,61,0,0,248,1312,147,49,335,147,207,198,68,76,0,0,4484,1643,0,0,650,200,733,0,0,0,0,50,1723,0,0,2813,18,0,705,0,0,0,0,0,0,559,2610,0,0,1,3,0,0,2087,3749,47,122,2350,117,347,266,40,9,20,0,0,16,5,2,624,870,5495,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520,0,0,0,3,0,12,4,10,22,117,131,0,0,471,171,1150,196
SAMPLE_123,2222,117,155,100,0,631,1004,0,19,0,102,0,0,0,0,0,0,0,0,0,0,0,153,126,37,0,0,0,4636,1751,0,0,191,214,1148,0,0,0,0,0,2096,0,0,3106,1,0,1153,1500,724,195,796,0,61,1212,3665,944,0,0,4,0,0,2513,3948,63,141,2506,108,396,275,33,5,21,0,0,10,11,3,696,948,5723,3437,0,0,206,379,1232,2344,122,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,16,116,134,0,0,544,171,1175,229
SAMPLE_124,501,30,0,0,0,0,422,444,0,2879,243,302,0,2261,0,0,0,0,60,23,44,43,44,81,0,0,0,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,2389,0,607,1494,391,229,751,17,34,66,36,29,89,284,8,0,0,0,0,2136,661,0,246,230,472,0,0,492,0,643,447,264,410,160,1296,0,696,2289,0,465,0,784,0,447,38,46,0,1082,0,0,962,321,3086,356,334,0,89,2279,1577,0,752,39
SAMPLE_125,218,10,0,0,0,0,395,399,0,2529,212,249,0,2081,0,0,0,0,45,24,42,45,36,65,0,0,0,2040,0,0,76,0,0,0,71,0,0,78,1856,0,0,2282,0,0,46,43,0,3,0,0,0,0,0,244,350,404,0,0,0,776,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,607,0,0,402,0,572,465,264,377,124,1266,0,645,2181,0,367,0,672,0,455,46,55,0,994,0,0,946,305,2875,0,0,0,0,0,0,0,99,0
SAMPLE_126,302,13,110,51,0,199,353,0,0,0,0,0,0,0,0,0,0,0,32,4,0,14,0,30,0,0,0,1811,0,0,2,0,188,0,69,267,1852,958,1720,0,0,2043,0,0,29,29,0,0,0,0,0,0,0,213,278,362,1,0,0,750,0,4044,6719,156,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,607,0,206,387,0,515,454,242,327,131,1123,0,550,1840,0,383,0,589,0,395,38,45,0,902,0,0,848,296,2572,318,983,0,49,2035,1283,0,570,0
SAMPLE_127,386,21,0,0,0,0,316,326,0,2155,169,217,0,1705,0,0,0,0,46,15,24,35,33,47,0,0,0,1683,0,0,69,0,2,0,57,289,1786,940,1542,0,0,2003,0,0,0,36,45,60,24,0,16,4,3,195,294,383,0,0,0,642,1892,0,0,0,0,0,64,17,0,11,21,50,33,27,52,247,7,0,0,0,0,1114,0,41,0,313,488,0,0,388,0,449,389,216,347,122,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1766,1220,0,530,37
SAMPLE_128,1911,106,145,97,0,575,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,0,0,2865,15,0,765,0,319,0,232,0,27,1104,3186,907,0,0,5,0,0,2246,3674,48,124,2393,106,366,241,34,10,20,0,0,20,9,1,652,890,5336,3152,0,0,238,445,1152,2688,457,3455,0,1649,337,1806,1694,2317,0,692,0,1193,5168,0,287,0,284,0,406,2086,37,0,0,0,15,0,0,0,17,111,114,0,0,527,165,1067,230
SAMPLE_129,159,6,0,0,0,0,308,277,0,1775,0,0,0,1652,0,0,0,0,51,30,37,33,21,46,0,0,0,1620,0,0,62,0,4,0,72,591,1512,0,1677,0,0,0,0,57,0,15,32,57,27,0,0,0,0,203,309,318,0,0,0,658,1846,0,0,171,487,0,311,0,403,16,26,40,21,28,57,192,7,33,137,972,1559,0,0,736,577,140,876,173,1222,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,0,0,757,234,2321,267,854,0,43,1697,967,0,0,10
SAMPLE_130,1890,114,0,0,0,0,0,0,16,0,112,20,2,0,19,0,1287,0,126,91,301,107,183,0,0,56,0,10,0,0,0,0,649,183,684,0,165,587,16,347,0,328,0,2431,0,0,1044,1356,628,143,708,0,41,1042,3201,821,0,6,5,0,0,0,0,0,280,1093,0,172,118,33,12,13,0,0,12,6,1,606,801,5030,2919,0,0,229,440,1161,2506,424,3312,0,1597,333,1714,1588,2218,0,620,78,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,903,195
SAMPLE_131,437,20,0,0,0,0,318,338,0,2287,206,269,0,1842,0,0,0,0,61,12,43,39,42,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,296,392,0,0,0,689,0,3908,6663,0,0,1425,415,263,646,17,23,45,23,18,44,216,9,47,162,1122,1755,0,0,794,594,0,0,0,0,0,0,448,337,206,289,0,899,0,0,1278,0,367,0,547,0,379,42,53,0,892,0,0,0,0,0,0,0,0,50,1856,1244,0,594,32
SAMPLE_132,0,0,0,0,0,0,0,0,18,0,131,3,7,75,0,0,10,1805,142,52,371,159,283,217,77,96,0,0,5147,1935,0,0,115,255,1354,0,63,175,3,115,1574,0,0,3266,1,0,1166,1678,765,211,872,0,65,1322,3845,1041,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,3,712,1000,6062,3697,0,0,198,443,1319,2515,128,1035,0,0,0,0,0,1611,169,567,0,1316,6045,0,339,0,354,0,523,2481,31,0,0,0,9,0,0,0,14,49,140,0,0,0,69,0,0
SAMPLE_133,0,2,162,121,0,649,1095,0,26,0,138,1,2,91,0,0,952,747,0,0,224,67,191,137,0,0,149,0,0,0,0,0,299,234,1082,0,0,0,0,0,2240,0,0,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,71,2701,119,437,275,31,7,14,0,0,11,6,0,748,1007,5998,3507,0,0,199,394,1262,2374,61,1018,169,0,447,2031,1925,2699,0,729,0,1393,5940,0,332,0,338,0,474,2390,38,0,0,3,0,5,9,9,0,51,111,0,0,0,0,0,0
SAMPLE_134,206,5,14,3,0,0,330,351,0,2342,210,239,0,1965,0,0,0,0,37,22,44,36,42,78,0,0,0,1842,0,0,54,0,40,0,66,0,765,2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,293,419,0,0,0,760,0,4275,6792,0,610,26,0,16,500,14,26,44,20,25,65,224,9,0,149,909,1791,0,0,827,629,101,541,0,0,407,0,494,291,168,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,2570,314,926,0,100,1936,0,0,77,16
SAMPLE_135,1498,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,185,84,194,144,0,58,0,0,4394,1649,0,0,93,228,1200,0,33,114,1,82,1486,0,0,2908,0,0,1094,1376,685,199,757,0,47,1105,3360,904,0,0,3,0,0,0,1331,54,127,2295,94,358,285,33,5,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,276,2011,0,1446,375,1714,1719,2378,0,670,0,1226,5166,0,295,0,296,0,374,2160,0,0,0,0,13,0,0,0,18,106,141,0,0,293,0,796,0
SAMPLE_136,428,27,0,0,0,0,0,0,0,0,0,0,0,1949,0,0,0,0,52,24,44,44,48,42,0,0,0,1804,0,0,48,0,60,0,73,0,1474,828,1721,0,0,2101,0,0,0,32,50,73,28,0,22,3,3,242,310,393,0,0,0,703,0,4150,6765,0,0,1522,393,227,677,0,19,32,23,20,51,242,9,0,0,0,0,1896,537,0,235,241,868,233,2143,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1998,1272,0,618,46
SAMPLE_137,233,7,13,2,0,0,401,390,0,2636,220,267,0,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,87,340,2264,1213,1903,0,0,2439,0,0,37,55,0,11,1,0,0,0,0,251,357,424,0,0,0,845,0,4821,7794,0,0,1721,475,262,800,15,29,47,40,28,68,274,10,167,0,1100,2048,0,0,583,0,0,0,0,0,475,0,567,465,256,384,142,1264,0,666,2062,0,392,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2181,0,0,95,21
SAMPLE_138,2320,120,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,71,0,0,4805,1844,0,0,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,1530,739,205,836,0,54,1160,3629,1034,0,0,3,0,0,2607,4017,62,131,2598,127,399,289,39,10,22,0,0,20,6,0,714,950,5769,3438,0,0,261,483,1286,2817,482,3844,0,1845,370,1948,1822,2568,0,690,0,1313,5721,0,326,0,329,0,452,2339,24,0,0,0,16,0,0,0,25,106,131,0,0,513,184,1192,218
SAMPLE_139,0,0,112,23,0,0,0,654,0,2798,197,242,0,2133,0,0,0,0,34,11,0,25,0,37,0,0,0,2065,0,0,0,0,192,0,77,379,2199,1228,1901,0,0,2394,0,0,40,41,0,0,0,0,0,0,0,261,386,423,0,0,0,831,0,4722,7707,0,0,21,0,18,0,14,29,50,33,33,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,593,471,286,392,161,1239,0,657,2177,0,421,0,767,0,483,40,103,254,0,469,0,1104,328,2935,0,0,0,0,0,0,0,0,0
SAMPLE_140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,132,53,351,162,286,200,61,108,0,0,4938,1910,0,0,336,244,1217,0,183,665,25,408,0,358,0,2944,0,0,1125,1589,818,226,894,0,52,1271,3781,978,0,3,3,0,0,2344,4231,50,101,2741,141,445,337,47,12,16,0,0,14,2,2,0,97,0,2663,0,0,303,508,1308,3087,492,4061,0,1846,366,2054,2018,2763,0,735,0,1290,6049,0,345,0,346,0,456,2448,43,0,0,0,0,0,0,0,0,56,133,0,0,0,0,0,0
