,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118
SAMPLE_96,0,0,0,7,53,1536,1612,66,0,0,0,26,3879,906,0,2237,0,0,0,887,0,0,390,944,1965,0,0,2430,1807,3,0,31,0,0,429,0,0,0,8,1138,0,58,0,415,0,0,14,0,199,122,24,0,0,1016,898,0,0,11,110,0,0,3255,502,0,0,0,1704,0,57,0,0,0,0,0,0,0,0,1584,0,372,0,0,18,0,2384,0,0,0,0,249,0,262,452,0,62,2288,413,0,2218,1013,77,0,5961,230,0,637,494,0,0,609,24,1431,0,0,118,0,0,1144
SAMPLE_97,0,356,0,0,0,0,2057,32,1029,0,0,0,1793,2440,0,3993,0,5629,0,3074,0,0,501,0,242,1958,0,0,817,0,0,0,0,0,1279,345,115,0,2701,168,652,1,6,193,0,409,0,0,0,1237,0,0,76,596,1251,0,0,0,0,3345,0,0,0,2396,249,0,1947,1,0,57,0,0,0,2648,0,770,69,442,526,0,2065,0,49,0,2698,0,2383,0,6334,232,0,141,0,0,0,190,0,1937,34,4505,0,235,2444,60,0,0,1312,0,105,0,0,1681,0,1473,2160,0,35,252
SAMPLE_98,0,3151,0,1008,0,0,2238,0,81,689,0,0,5246,1828,0,5296,0,0,0,11,165,0,1265,1432,0,0,71,0,1490,0,0,380,0,0,1074,1937,0,1081,136,0,0,0,5,0,0,0,0,0,0,863,0,0,0,14,76,0,0,0,0,0,0,2120,2035,0,0,912,521,0,0,22,0,0,178,0,0,0,2989,0,718,0,52,0,6,0,3233,0,37,0,3300,85,0,0,279,0,82,0,93,0,0,2037,0,0,1537,0,0,0,0,0,0,2387,20,1312,39,0,133,0,17,346
SAMPLE_99,0,0,0,0,11,2831,1284,0,1763,318,0,0,2057,237,0,233,0,2818,0,934,0,0,527,0,0,76,0,0,2275,97,0,929,0,0,0,0,0,0,0,210,23,0,32,0,0,23,283,0,44,464,302,55,0,51,0,0,0,0,0,4959,0,1754,3679,0,36,638,0,0,206,0,0,0,180,144,33,605,0,10,0,4986,1546,0,0,0,969,0,0,0,7586,3,0,0,3467,0,0,81,0,0,3158,5890,0,0,4088,539,0,0,152,0,0,1656,938,1205,0,0,85,0,433,881
SAMPLE_100,0,0,0,2281,429,42,953,293,862,0,0,148,2645,764,0,665,0,7002,326,0,0,0,378,285,1799,0,0,0,37,18,0,2152,0,0,499,42,0,169,1710,0,0,1943,70,0,0,0,0,0,0,482,0,169,0,74,0,0,0,0,0,3654,0,596,0,707,24,0,491,0,11,0,0,0,738,0,46,1836,144,150,0,0,53,0,37,0,0,0,0,0,0,335,0,0,2226,0,0,550,0,75,562,226,0,0,0,38,0,1119,0,0,0,226,0,1743,0,882,302,0,0,2693
SAMPLE_101,646,0,0,0,0,0,1764,0,739,0,0,0,5148,487,0,1200,0,201,311,3197,154,0,825,27,0,104,0,89,2522,125,0,820,0,0,79,0,0,0,790,9,47,0,67,0,0,12,153,0,525,0,46,0,0,725,0,0,0,0,0,2392,0,2018,1275,134,938,276,0,0,161,42,0,0,0,0,0,1538,0,0,0,0,28,0,125,0,453,0,0,773,8274,29,0,0,1362,0,0,205,0,0,0,7557,0,0,1267,402,0,433,178,0,0,845,616,274,0,0,4382,311,13,49
SAMPLE_102,2206,723,0,0,479,2853,3437,423,824,424,0,1538,3412,4004,0,877,0,0,0,3704,0,0,154,1708,0,2035,0,0,2933,0,0,379,0,0,0,0,0,1852,1518,47,674,0,356,647,0,721,372,0,0,1165,305,0,0,626,2282,0,0,0,31,50,0,2672,2514,1644,139,0,1048,0,50,0,35,0,0,967,0,1065,145,1371,3476,4354,616,43,0,0,3974,0,225,0,0,0,0,0,2683,33,0,318,4366,0,0,1733,733,0,6083,0,0,0,1136,851,0,0,0,1939,0,0,1701,398,319,432
SAMPLE_103,0,9,0,0,0,0,2260,0,36,0,0,26,910,1988,0,0,0,0,0,1985,1202,0,0,0,39,0,0,0,3517,0,0,0,115,0,34,137,0,0,46,28,46,27,0,52,0,50,220,0,482,490,0,0,0,103,1315,2751,95,0,0,0,0,1865,28,0,865,1759,0,0,0,143,0,887,697,0,0,372,40,140,271,1544,21,0,0,0,0,0,732,0,6023,25,0,517,31,0,176,29,0,0,804,5726,75,0,0,183,0,600,1923,0,0,0,0,1014,0,0,0,650,0,0
SAMPLE_104,0,160,129,0,0,0,10960,0,0,1241,0,587,328,8430,0,3960,0,3265,0,66,0,0,662,4,0,1040,421,0,0,0,0,1019,19,0,0,0,0,0,0,24,356,0,47,647,0,0,1585,4074,0,223,0,0,2492,51,637,415,293,0,0,2852,0,2666,1170,0,61,307,0,42,0,1761,0,0,0,435,0,147,219,887,0,2738,0,34,323,0,0,0,93,0,0,156,0,719,692,0,0,0,253,0,7790,0,0,0,2310,395,0,5,607,0,14,0,0,0,0,0,401,3456,30,307
SAMPLE_105,0,0,1768,0,0,138,3215,28,0,0,0,1,1666,4020,0,105,0,108,0,703,23,0,157,0,70,575,0,0,0,0,0,266,300,0,0,740,0,0,1277,79,0,146,3,0,0,0,0,3898,79,1396,0,0,0,157,2445,54,0,0,7,0,0,1904,0,566,894,3482,1199,0,598,6,45,0,0,0,372,986,0,0,1062,0,0,4,5,0,1097,0,966,0,0,0,0,0,0,5,0,0,2518,0,3218,222,0,0,1196,0,0,0,2172,0,0,0,13,270,0,0,1409,13,336,251
SAMPLE_106,0,27,0,0,0,1610,5696,690,0,0,0,146,315,5322,0,1103,0,0,0,0,0,0,0,1708,2320,147,10,0,305,0,0,0,0,0,667,321,0,0,1081,0,52,0,0,421,866,19,1655,0,32,796,17,0,0,925,712,436,0,1,706,0,0,2921,1704,228,0,0,1474,0,0,0,2874,244,1,0,0,279,151,279,0,1828,0,0,101,0,710,0,0,0,0,403,0,193,1799,133,0,265,947,0,2511,0,0,7,0,293,0,557,623,0,127,0,0,0,0,1608,0,616,14,5
SAMPLE_107,119,55,0,0,0,4288,565,382,0,0,0,0,0,2678,0,624,0,0,0,158,2809,0,750,0,0,314,0,0,633,0,0,225,91,0,0,400,0,0,632,0,126,0,0,0,0,0,2788,0,28,490,1178,0,1937,82,460,0,0,44,1431,464,0,1336,557,0,710,463,1275,2,0,1150,0,0,40,0,0,0,345,0,19,2457,1660,0,71,0,0,0,596,791,6041,5,0,626,609,288,720,25,1751,107,2036,3636,0,0,1708,456,0,264,0,1407,0,375,410,1444,664,115,1475,1100,372,0
SAMPLE_108,0,315,0,106,74,0,6019,62,0,0,0,770,2334,6045,0,662,0,587,0,15,325,0,177,1452,0,1420,0,0,394,0,77,0,0,0,0,578,0,0,1742,905,559,0,169,0,0,12,532,6,0,1921,470,0,0,71,719,0,0,0,19,608,0,1220,177,885,31,0,1177,0,0,50,0,0,0,0,0,708,69,0,925,0,56,0,31,0,2778,1,70,0,0,0,0,370,0,0,0,20,0,0,3684,2576,0,0,3866,804,0,57,572,0,0,41,1094,2338,0,0,0,3205,23,2636
SAMPLE_109,0,99,0,405,8,973,1755,1,0,0,0,4,3852,2791,0,107,0,0,0,0,1108,0,0,12,0,599,0,77,1228,0,0,28,0,0,1250,0,1691,0,662,163,213,0,103,0,0,24,78,0,0,1825,59,1771,0,0,277,0,0,0,0,50,0,3307,2402,0,958,2142,1341,0,0,173,1052,1150,0,423,260,1143,1461,2567,3891,745,0,0,0,0,0,0,0,0,1754,422,0,0,2517,0,2284,0,946,0,0,1692,182,0,0,1053,0,0,461,0,44,1916,2450,17,0,0,4570,73,70,146
SAMPLE_110,0,21,0,0,0,2407,0,1894,0,0,0,0,6698,2415,322,45,0,2263,0,1106,226,0,0,0,505,126,0,2996,3390,0,0,0,0,0,0,0,0,0,0,85,38,0,153,0,0,2,1376,2454,226,1491,387,216,0,1028,0,0,0,0,5,1804,0,2275,0,0,53,4606,3762,0,0,0,0,0,0,0,646,3457,918,0,0,167,0,0,0,0,196,0,78,0,4934,153,0,673,473,0,41,0,0,0,1368,4347,0,0,3925,346,0,2228,3622,0,0,1987,288,2575,0,265,727,380,0,35
SAMPLE_111,0,2306,188,0,475,4385,2918,0,0,0,0,0,0,1485,0,647,0,680,0,931,253,0,0,77,0,107,0,0,374,0,0,415,0,0,0,106,0,566,0,82,24,0,110,0,0,0,21,0,0,613,8,0,0,1066,1850,0,0,68,0,684,0,4086,0,0,127,0,0,0,0,30,2571,0,1524,0,120,269,386,2602,0,0,287,0,25,0,0,0,0,0,0,442,0,696,592,0,0,0,844,0,794,21,0,0,2779,7,0,0,76,0,369,0,1782,2095,0,789,0,0,12,59
SAMPLE_112,0,1,0,0,0,2744,3255,0,1334,0,0,358,471,1582,0,1222,0,0,0,0,0,0,396,0,0,24,0,0,3133,0,103,29,0,4561,0,1384,1318,0,1569,0,6,0,63,248,0,0,2324,0,0,1022,687,1470,31,9,0,0,0,0,12,0,0,2731,0,1240,489,1657,593,1,0,1259,0,0,0,37,333,440,128,0,3207,0,0,0,91,0,2530,0,0,0,10865,0,0,0,0,7,0,1886,0,25,0,7641,781,0,1742,208,17,1494,0,2350,0,0,0,668,2787,0,4579,0,424,2240
SAMPLE_113,326,554,0,0,0,162,3165,114,266,0,0,1854,5539,2380,0,615,0,962,0,0,0,2593,131,22,1665,2797,0,0,151,16,635,1953,0,0,2716,0,0,0,1061,0,1039,0,0,392,0,141,0,0,0,482,0,0,0,150,0,0,0,143,1061,853,89,919,62,927,0,632,1521,424,1,0,2881,0,0,1386,0,1701,106,24,2488,0,0,0,0,0,768,0,0,0,445,1,0,0,2,0,0,37,0,0,0,440,0,0,3267,1,0,8,0,0,0,2245,0,813,0,1348,1187,2163,27,0
SAMPLE_114,398,1086,2204,0,554,0,424,216,0,0,0,0,0,2919,0,6235,0,0,0,587,28,0,1361,0,0,0,0,0,90,0,0,2703,0,0,0,0,0,0,0,268,0,290,0,72,0,386,44,1646,36,1539,0,0,0,44,3296,0,0,0,0,973,0,1049,0,0,121,4484,544,0,0,2,0,0,1005,0,960,357,192,1441,1806,0,271,0,417,0,0,0,93,1254,0,218,0,0,3784,0,0,17,3229,0,3948,0,980,1043,0,0,0,0,185,0,0,0,0,567,0,0,0,0,0,1080
SAMPLE_115,0,1191,25,657,0,0,0,0,15,113,0,82,285,0,0,3935,0,0,0,434,998,0,1121,0,0,240,15,0,2704,0,44,0,176,0,0,166,0,144,91,1395,2625,0,214,0,0,0,0,138,564,376,0,2058,0,2,472,0,0,562,0,0,153,0,0,89,0,442,160,21,0,1039,2270,0,0,0,402,927,462,221,21,0,0,946,32,0,376,13,876,0,0,53,0,512,2423,0,910,0,0,0,0,0,0,0,4911,573,0,0,651,0,0,225,0,2266,0,25,0,411,716,0
SAMPLE_116,0,0,0,2897,0,0,0,264,0,0,0,897,2446,496,0,0,0,0,0,1310,5,0,367,0,0,0,0,0,0,0,28,1095,0,0,510,732,0,105,379,4,0,0,4,0,0,32,284,0,274,1170,217,0,74,190,636,0,0,0,0,1647,0,1010,1704,1018,698,1397,251,13,698,1804,259,0,0,2570,3,1633,0,238,1968,0,68,0,0,0,3303,0,590,0,6098,22,0,370,1402,0,1454,0,248,0,0,5010,0,9,3162,64,0,1523,56,0,0,0,74,2265,166,0,9984,0,21,46
SAMPLE_117,0,0,0,0,0,39,559,1035,547,3720,0,0,5382,687,0,3825,0,0,461,1202,0,0,596,0,0,1396,0,0,719,0,32,3222,53,0,4513,1587,0,0,527,0,474,0,0,0,0,328,0,0,158,550,0,0,0,6,0,0,7,0,0,603,0,313,953,856,0,710,973,0,0,59,73,0,0,306,0,1607,0,1985,0,0,0,0,129,0,1636,0,344,0,0,319,0,0,1050,0,0,0,0,1392,0,290,3096,0,3750,1076,216,0,0,0,0,4631,42,0,41,62,243,0,0,105
SAMPLE_118,1698,0,0,0,0,1460,5668,0,16,0,0,356,7530,3498,0,1717,0,0,0,84,437,0,721,23,0,647,0,0,36,0,0,1575,0,0,0,0,0,0,177,158,0,0,12,0,0,0,828,0,0,2722,856,0,0,119,1613,423,0,0,361,1015,0,0,2488,232,0,3131,1924,0,0,144,0,0,33,312,0,2161,900,228,1598,1872,0,0,34,0,1540,0,0,0,3539,0,0,0,0,0,1062,307,1202,2252,5084,0,943,0,2141,802,0,0,873,0,0,0,1878,0,43,0,0,1500,23,1423
SAMPLE_119,0,310,0,0,0,648,5864,996,1211,0,1860,83,171,5166,0,3220,0,1935,2249,201,133,0,846,0,0,0,0,2603,0,0,0,0,490,0,0,0,0,0,1215,576,0,0,68,0,0,109,3,988,0,1192,5,0,0,4,2611,0,0,0,0,4418,2031,3758,0,0,0,0,1881,0,16,849,0,0,0,48,5,88,753,0,0,328,0,0,331,0,2277,268,0,0,6164,0,0,94,398,40,2374,0,1352,0,1750,5441,0,368,3569,152,0,0,0,0,0,0,132,794,0,0,4832,0,0,621
SAMPLE_120,88,0,2578,0,0,452,2980,2849,801,0,0,0,184,3336,0,1257,0,783,0,1360,0,0,205,0,0,0,0,0,173,3,689,3,107,0,702,0,0,0,795,132,0,0,0,0,0,0,60,4682,0,647,60,1879,0,200,387,0,0,0,583,628,0,0,570,0,24,0,2776,0,5,982,1274,0,0,0,564,88,0,47,3926,0,53,0,0,0,133,0,698,0,0,344,0,0,539,0,0,0,204,0,2446,0,0,0,115,246,0,14,1705,175,0,0,1392,3,2019,2783,0,0,37,345
SAMPLE_121,0,0,0,0,0,1208,0,0,0,172,0,0,867,1035,266,194,0,0,211,39,2246,0,0,106,0,0,0,86,2035,1131,0,1347,0,0,0,0,0,0,0,2662,0,0,111,0,0,0,898,1487,45,175,773,0,0,152,0,0,0,527,116,611,0,1228,591,0,0,1875,349,0,0,0,0,0,0,0,0,356,36,0,67,141,0,0,0,0,2469,995,0,54,2297,0,0,77,0,1484,0,85,98,436,3136,1477,0,168,3849,147,0,0,1406,0,0,0,0,788,0,0,214,0,611,767
SAMPLE_122,525,204,0,110,0,1137,3387,0,205,186,0,0,3478,1997,0,4270,0,0,0,0,342,0,733,0,0,884,0,0,229,26,0,335,0,0,0,504,0,0,0,71,422,0,13,304,0,19,6,1923,0,1449,14,0,0,1242,0,0,0,0,47,0,0,1511,814,0,0,3059,1462,0,0,30,0,0,0,0,0,2455,108,22,577,726,48,0,202,0,0,0,0,0,2817,4,0,0,544,0,0,377,850,0,1034,3253,618,770,1425,331,0,1467,1639,1101,0,0,0,669,0,0,0,2471,17,714
SAMPLE_123,214,80,0,0,0,1022,2264,998,614,0,0,0,1974,0,0,0,0,2688,0,4723,66,0,2,18,0,1023,0,0,1120,12,0,0,0,0,2220,0,0,1576,1868,0,0,0,71,0,0,0,122,325,0,405,9,1860,0,575,1101,0,0,3,0,163,0,0,803,643,195,477,1232,0,0,32,0,0,22,0,0,610,86,1814,0,0,0,0,0,0,2752,0,136,0,0,287,0,968,750,1466,1318,262,0,0,595,0,0,0,0,326,0,12,0,0,444,818,1225,1984,263,1205,2451,3167,8,0
SAMPLE_124,1403,39,0,0,93,1794,51,1191,662,1866,0,1944,136,0,0,926,0,2319,0,1320,2572,0,471,207,0,272,0,1304,55,0,0,1231,0,0,0,0,0,0,0,97,94,0,0,647,0,3,742,0,175,1931,689,0,0,1251,0,0,0,287,741,1970,0,0,0,41,1670,3471,2214,0,0,460,0,0,0,1390,0,73,7,263,923,1887,0,0,0,0,463,26,1376,0,12261,57,0,885,478,368,1078,0,0,0,33,10226,2992,0,0,1105,0,0,0,1812,275,0,2991,0,2951,0,10985,869,127,995
SAMPLE_125,0,447,0,3802,31,0,2466,2208,0,0,0,0,794,0,0,1997,0,0,0,2608,0,0,290,553,0,0,0,1254,49,0,0,0,0,0,0,0,0,0,0,0,950,0,95,0,0,0,2599,139,0,1699,200,0,39,1580,0,0,0,0,0,100,0,3936,6686,0,0,1952,2005,3,0,1403,630,0,47,0,492,274,304,491,0,0,0,0,19,0,0,0,900,0,13508,61,0,451,2236,0,1233,471,504,0,0,11225,2508,0,2827,30,237,0,0,0,459,0,0,2483,458,2089,4456,6,265,0
SAMPLE_126,0,0,0,1436,0,4565,1524,409,0,0,0,628,923,1724,0,0,0,0,0,5798,153,0,0,289,11,40,0,1249,311,0,0,0,0,0,0,93,0,0,942,0,2359,0,24,0,307,0,0,0,0,415,0,0,0,0,2633,138,0,724,265,122,0,550,1352,656,1019,495,1281,0,0,1929,4127,0,0,468,0,287,0,0,0,632,0,0,174,0,1697,0,908,596,69,1,0,52,1364,395,0,0,1078,0,2705,0,0,0,0,261,0,11,95,544,0,404,0,0,1189,0,472,0,165,0
SAMPLE_127,280,126,118,0,0,339,0,71,0,0,0,0,2378,2622,0,2724,0,0,4436,1088,0,2019,920,0,0,38,0,0,872,0,0,0,120,3859,1949,449,0,0,0,298,306,0,0,0,0,0,0,1503,67,1308,0,0,0,691,1844,339,0,0,3,0,0,0,0,0,589,0,360,0,0,1521,0,0,0,1950,289,828,1044,0,996,0,0,0,0,0,0,0,555,0,19151,0,0,136,0,0,3009,215,830,0,0,13853,0,0,0,233,239,1,3138,0,0,2046,722,898,377,1925,8996,0,10,2447
SAMPLE_128,0,0,1943,0,0,0,625,41,1323,0,0,0,1956,1530,0,1083,0,2776,0,108,1430,0,25,0,0,386,0,0,0,0,0,51,0,0,2284,0,0,0,2295,0,145,0,113,3,0,0,105,1512,97,297,80,0,361,42,1104,0,0,214,0,2630,0,0,748,235,311,1944,273,104,0,340,239,561,0,742,0,671,1009,1300,276,0,0,0,40,0,3400,0,263,0,10940,436,0,0,775,0,2063,0,529,1251,0,8563,0,0,0,17,0,0,0,0,0,1584,123,248,0,0,4664,360,137,2764
SAMPLE_129,579,749,0,0,0,4335,6980,0,446,0,0,4,0,2663,0,4626,0,1504,0,4076,0,0,636,0,286,1490,0,0,3019,0,0,907,0,0,0,1177,0,0,1303,0,1904,0,96,663,0,26,1008,1328,622,0,985,0,0,0,543,0,0,0,3,1395,0,3010,803,345,0,1965,861,0,0,0,0,0,0,5,285,513,144,39,0,0,0,0,369,0,2149,0,32,2677,5908,19,0,94,773,1120,0,0,1877,0,3489,5761,841,0,2124,0,31,146,0,0,0,1184,0,0,0,0,0,0,15,4407
SAMPLE_130,153,2206,0,2664,556,2424,3125,423,0,0,0,693,2331,2317,0,1407,0,0,64,0,799,0,438,0,0,0,0,0,0,0,0,1398,0,0,1139,0,0,0,420,871,3285,0,69,0,1817,0,48,0,0,913,0,0,275,522,226,408,0,0,24,194,2760,0,2555,0,0,3346,906,52,0,1565,0,0,0,0,17,977,782,62,1786,0,31,0,6,0,44,0,0,0,0,12,0,0,1322,0,0,192,93,0,0,118,0,0,3835,68,69,0,1564,0,0,2012,3308,1247,1126,0,277,0,0,37
SAMPLE_131,0,227,0,0,0,3748,609,741,209,0,0,0,1503,298,0,0,0,0,0,17,0,0,646,39,0,1276,0,0,1745,14,0,0,0,0,67,0,0,0,240,508,447,84,313,0,0,0,7,2371,29,1052,7,97,0,543,107,0,0,0,0,45,26,1392,0,0,120,0,1523,0,24,0,0,0,973,0,969,532,0,643,2454,667,41,0,0,0,0,0,108,0,282,136,0,0,284,0,899,0,0,0,3079,0,0,0,1117,205,0,146,230,2939,435,713,2635,0,2128,1712,1730,1321,179,3
SAMPLE_132,0,0,124,0,0,2,2414,0,0,914,0,5,0,3804,0,2388,814,0,0,918,26,0,551,0,175,18,0,0,1093,13,0,728,0,0,473,2508,951,0,2,0,3,53,0,0,0,0,872,1133,127,142,803,0,32,92,0,0,0,78,25,147,0,1655,1137,1023,0,151,838,2,0,1163,203,0,0,0,0,5,163,1334,1859,0,0,0,1,611,865,0,0,0,108,224,0,0,1294,10,98,0,0,0,0,86,0,0,5339,80,0,0,0,0,0,1073,0,2537,54,626,260,62,0,88
SAMPLE_133,0,3888,0,0,6,45,705,194,0,0,0,0,5049,0,0,44,0,1030,0,7209,0,0,698,0,0,0,0,0,1482,0,84,0,1858,0,874,1350,0,1382,36,319,0,1430,0,0,0,0,296,0,0,1602,0,0,313,28,16,0,0,0,0,1988,0,1649,1936,482,217,1878,1299,0,0,1309,2564,0,2153,0,0,1980,1177,1332,3260,0,0,0,0,0,1006,0,167,0,0,235,0,0,1917,0,0,1769,795,1286,291,0,0,0,3086,446,0,0,0,0,0,63,0,2115,0,0,2405,4,0,0
SAMPLE_134,0,0,178,105,0,1496,1898,1299,0,0,0,0,371,2261,0,0,0,0,0,0,5691,0,0,975,0,0,0,721,1995,0,0,0,0,0,0,634,46,809,1392,0,0,0,0,64,0,0,174,98,0,79,120,0,0,885,2002,0,0,229,0,0,0,2638,5175,259,0,623,4558,0,0,2511,413,32,0,0,0,270,1974,1392,0,704,0,41,0,0,864,0,0,0,0,237,0,0,3097,0,0,0,0,0,678,0,0,0,3325,804,0,2,0,0,0,0,0,2250,0,0,0,0,798,0
SAMPLE_135,0,0,0,0,219,0,2740,2327,0,87,0,6,4046,1891,0,0,0,0,1047,2754,0,0,76,238,0,315,0,1543,287,0,0,706,0,0,2094,514,0,17,163,0,156,0,31,192,0,0,148,296,1150,414,115,0,23,105,0,0,0,0,24,0,0,2057,0,199,1048,0,0,267,0,7,0,0,0,0,0,0,0,1241,1369,0,24,0,0,0,3431,0,877,0,2690,194,0,0,338,0,0,74,0,0,1349,2978,0,426,2624,26,3,0,58,1087,0,3474,0,0,33,134,70,1122,12,4869
SAMPLE_136,609,86,1352,0,0,0,4045,14,0,0,0,978,1784,4719,0,2377,0,1682,3864,0,1358,0,398,20,0,552,0,0,6542,854,0,0,0,0,0,2798,0,0,418,0,176,0,279,724,1971,0,29,463,0,1013,0,0,0,576,209,0,37,1007,0,1437,0,5025,56,1239,0,0,1130,0,0,0,0,0,71,805,34,577,11,0,786,0,0,0,0,0,2271,0,0,1620,20200,0,0,138,39,0,743,0,131,2509,1086,16251,0,0,0,142,210,38,339,0,485,0,450,0,0,0,5366,948,1100,0
SAMPLE_137,0,0,0,0,201,1544,0,385,953,904,0,18,1039,1408,542,6935,0,1018,0,46,3045,0,1523,0,0,218,50,0,3241,12,0,331,0,0,60,0,0,0,1912,0,0,0,341,59,0,0,3,2058,0,765,3,30,0,53,1000,0,0,0,63,2867,0,2578,3534,3089,0,868,750,0,0,660,432,0,0,0,224,1187,1359,261,0,599,0,0,535,0,4988,0,0,0,3778,52,0,0,3565,1506,0,14,508,3436,652,0,57,1221,0,286,0,0,0,0,0,508,0,121,0,664,0,768,127,3598
SAMPLE_138,0,221,0,0,529,2027,282,150,1366,0,0,11,1743,1316,243,825,0,2638,31,3701,287,0,120,136,0,184,0,0,570,0,0,0,0,0,0,0,0,876,0,0,344,0,457,17,0,933,18,0,0,399,18,0,135,114,1673,1413,0,57,0,2284,0,2431,138,0,307,0,635,0,12,88,0,0,0,0,0,602,131,1420,98,2801,0,0,67,0,0,0,426,0,0,0,0,280,143,0,0,36,1346,0,178,595,0,0,0,338,0,0,886,0,522,1596,544,778,697,1348,4461,79,135,0
SAMPLE_139,0,1342,0,315,0,0,4009,682,885,0,0,1175,2992,7150,0,76,0,1340,1730,12,82,0,58,0,0,250,0,0,0,442,0,106,0,0,0,511,0,0,1402,30,3009,0,0,0,0,11,95,0,52,1410,74,1353,0,953,825,0,0,48,348,91,0,1263,1927,903,58,3014,731,0,170,185,0,0,0,969,778,0,279,0,1348,0,0,0,2,94,0,0,43,0,7148,6,0,139,896,0,0,0,328,0,2903,7990,0,12,1068,221,0,876,2207,510,0,0,1880,0,866,260,882,724,5,288
SAMPLE_140,421,29,0,0,0,1265,2459,1720,0,0,0,11,1356,2782,0,4861,0,0,0,0,70,0,956,1115,179,118,0,0,3308,9,0,202,0,0,15,3307,0,0,613,0,76,0,0,0,0,22,0,148,58,474,0,11,1184,718,277,0,58,0,0,675,0,0,2101,1147,0,554,1885,20,0,603,0,0,0,0,504,449,0,59,1181,0,0,0,263,0,1366,0,0,1322,1349,11,0,0,620,734,11,233,1787,1738,3039,0,0,0,0,677,0,25,0,715,0,0,158,0,0,0,164,408,0,1441
SAMPLE_141,0,0,0,483,191,1624,2976,290,0,0,0,1557,522,1556,0,2922,0,0,20,3005,24,0,1460,153,0,311,0,0,0,7,0,0,720,0,0,0,0,0,687,0,0,0,0,458,0,0,2815,385,0,1100,310,1643,0,425,451,0,0,0,0,113,0,693,0,1579,462,1237,677,6,817,0,0,0,0,2027,228,171,0,0,0,2388,0,0,0,0,0,0,334,0,0,0,0,175,2,0,2394,787,252,0,737,666,227,0,1638,494,0,81,0,0,0,0,894,194,456,2504,6372,769,1,0
SAMPLE_142,727,90,0,44,0,0,3984,1107,0,2537,0,21,1390,4980,0,1911,151,0,0,2269,0,0,693,0,0,143,0,0,516,0,0,835,0,0,0,1291,0,0,22,2656,104,0,0,327,0,0,187,0,0,2509,167,0,3,7,7,0,10,0,0,0,0,949,0,0,0,4112,1086,11,0,419,115,0,0,0,0,446,168,2,1977,0,32,0,160,0,26,0,0,0,4538,1,0,345,0,0,821,0,2090,0,1566,2685,0,764,4235,0,0,0,3456,0,0,0,0,0,39,22,1495,414,626,4082
SAMPLE_143,120,0,0,4,0,1716,4727,22,0,1234,0,2,1419,1668,0,0,0,0,772,3152,964,0,183,0,0,0,0,39,182,0,0,438,0,0,589,207,0,0,0,296,0,0,34,692,0,165,498,0,0,737,457,101,0,0,0,0,0,0,8,1308,0,3804,3789,631,131,0,368,0,0,0,1503,0,1311,1573,197,416,0,1328,543,2836,0,0,0,0,3186,396,0,0,6009,202,0,0,4065,6,0,31,0,283,0,4511,0,25,5339,0,0,0,234,0,1175,1010,1056,2259,41,0,1399,0,199,133
SAMPLE_144,0,51,0,0,631,0,676,346,0,0,0,66,0,1111,9,3469,0,0,0,0,0,0,616,458,0,0,0,1540,3891,829,1186,0,0,0,1433,0,0,0,1151,778,0,0,805,0,0,0,0,526,0,0,0,0,0,81,472,0,0,0,29,1063,3358,6667,5348,462,137,0,289,0,0,0,0,1697,0,0,1174,743,402,4495,0,0,2684,0,0,0,0,23,0,0,871,846,0,616,4180,0,0,31,0,0,4078,557,0,0,3874,431,0,56,358,0,3115,1883,0,969,0,324,0,0,12,751
